risedronate sodium + calcium,no answer,no answer,no answer,no answer,no answer,no answer
risedronate sodium,prevent and treat osteoporosis in postmenopausal women,antiresorptive agent,antacids,tablet,patients with known hypersensitivity,"mild joint or back pain; 
 headache."
ringer's lactate solution,very often,lactate ions are metabolized ultimately to carbon dioxide and water,drug interactions,drug,hypersensitivity,"extravasation, and hypervolemia"
rimexolone,postoperative inflammation following ocular surgery,glucocorticoid receptor agonist,no information provided,no information provided,those persons with hypersensitivity to any component of the formulation,"vision, discharge, discomfort, ocular pain, increased intraocular pressure"
riluzole,amyotrophic lateral sclerosis,unknown,hepatotoxic drugs,hepatotoxic drugs,patients with a history of severe hypersensitivity reactions,"hepatic injury, neutropenia, interstitial lung disease"
rifaximin,noninvasive strains of e. coli,action on the beta-subunit of the dna-dependent rna polymerase,in patients with normal liver function,normal liver function,patients with a hypersensitivity,"flatulence, headache, abdominal pain"
rifampicin + isoniazid + pyrazinamide + ethambutol,tuberculosis,bactericidal,decreases efficacy of gout therapy agents,decreases efficacy of gout therapy agents,hypersensitivity,ethambutol
rifampicin + isoniazid + pyrazinamide,pulmonary tuberculosis,active bactericidal antituberculosis drugs,sulfinpyrazone,sulfinpyrazone,drug-induced hepatitis,unwanted effects chiefly occurring during intermittent therapy
rifampicin + isoniazid,continuation phase treatment of tuberculosis,bactericidal anti-tb drugs,loss of glucose control,anticonvulsants,drug-induced hepatitis,unwanted effects chiefly occurring during intermittent therapy
rifampicin,resistance to rifampin and the patient is not responding to therapy,blocking rna transcription,reduced absorption by antacids,antacids,patients with a history of hypersensitivity,"nausea, vomiting, anorexia, diarrhoea"
riboflavin,vitamin b2,antioxidant activity,drying medications,drying medications,hypersensitivity,"diarrhea, an increase in urine, and other side effects"
salmeterol + fluticasone propionate,long-acting 2-agonist and inhaled corticosteroid,respective mechanisms of action of both drugs,increased systemic exposure,co-administering known strong cyp3a4 inhibitors,patients with a history of hypersensitivity,"tremor, subjective palpitations and headache"
salicylic acid + lactic acid,topical solution,lactic acid affects the keratinisation process,drug interactions,drug,not for prolonged use in high concentrations and on large areas of the body,"diarrhoea, vomiting"
salicylic acid,"mild to moderate acne 
 blackheads and whiteheads 
 redness &amp",slight antiseptic,interfere with treatment or increase skin irritation,topical preparations,patient known to be sensitive,severe skin irritation
salbutamol + ipratropium (solution for inhalation),salbutamol sulfate &amp; ipratropium bromide,additive activity of this solution is due to the combined local effect on the lung,halogenated hydrocarbon anaesthetics,halogenated hydrocarbon anaesthetics,hypertrophic obstructive tachyarrhythmia,fine tremor of skeletal muscles and nervousness
salbutamol + ipratropium (inhaler),regular aerosol bronchodilator,sulphate) and ipratropium bromide,risk of adverse cardiovascular effects,ipratropium bromide,patients hypersensitive,bromide
salbutamol (inhaler),prophylactically before exertion or to prevent exercise-induced asthma,selective 2-adrenoceptor agonist,non-selective beta-blocking drugs,non-selective beta-blocking drugs,patients with a history of hypersensitivity,few
salbutamol,no answer,no answer,no answer,no answer,no answer,no answer
sacubitril + valsartan,this is usually administered in conjunction with other heart failure therapies,angiotensin receptor blocker,use with an arb,an arb,in patients withdiabetes,"hyperkalemia, cough, dizziness"
saccharin sodium,no answer,no answer,no answer,no answer,no answer,no answer
s-amlodipine besilate (levamlodipine),alone or in combination with other antihypertensive agents,anti-hypertensive isomer,blood pressure,simvastatin,patients with known sensitivity to amlodipine,"fatigue, nausea, abdominal pain and somnolence"
ruxolitinib,adult and pediatric patients 12 years and older,a kinase inhibitor,fluconazole doses of greater than 200 mg daily,fluconazole,patients with a history of hypersensitivity,non-melanoma skin cancer
rupatadine fumarate,seasonal &amp; perennial allergic rhinitis and urticaria,dual mode of action,"co-administered with statins, cns depressants or alcohol",grapefruit and grapefruit juice,hypersensitivity,"nausea, oropharyngeal pain, rash, thirst, vomiting"
roxithromycin,"infections caused by susceptible microorganisms- 
 
  respiratory infections",inhibits protein synthesis,"antacids, h2- receptor antagonists and food",antacids,arterial spasm and severe ischaemia,"nausea, abdominal pain, diarrhoea and hypersensitivity rash"
roxatidine,hydrochloric acid in the gastric juice,dose-dependent,protease inhibitors,protease inhibitors,"lactation, porphyria",may reduce leucocytes and/or thrombocytes
roxadustat,no answer,no answer,no answer,no answer,no answer,no answer
rotavirus vaccine,4- to 10-week intervals,exact immunologic mechanism of action is not fully understood,ability to drive and use machines,oral polio vaccine,subjects with history of intussusception,no increase in the incidence or severity
rosuvastatin,heterozygous hypercholesterolemia,selective and competitive inhibitor of hmg-coa reductase,gemfibrosil,gemfibrosil,"if- 
 
 known hypersensitivity to product components 
 liver disease","headache, myalgia, constipation"
rosiglitazone + metformin hydrochloride,management of type 2 diabetes mellitus should include diet control,different mechanisms of action,interfering drug,interfering drug,renal disease or renal dysfunction,"metformin patients, and that were more common in metformin"
ropinirole,moderate-to-severe primary restless legs syndrome,unknown,dopamine antagonists,dopamine antagonists such as neuroleptics,patients known to have a hypersensitivity to ropinirole,"fainting, drowsiness, hallucinations"
sildenafil citrate,erectile dysfunction,enhances the effect of nitric oxide,fungal infections,organic nitrates,"patients who are using organic nitrates, either regularly or intermittently","headache, flushing, dyspepsia, nasal congestion"
sevoflurane,only by persons trained in the administration of general anesthesia,volatile halogenated general anaesthetic,mac,mac,patients with known sensitivity,"nausea, vomiting, delirium, seizure"
sevelamer hydrochloride,patients with end-stage renal disease,calcium-free and aluminium-free nonabsorbed polymer phosphate binder,drug,drug-drug,patients with known hypersensitivity,"dyspepsia, peritonitis"
sevelamer carbonate,no answer,no answer,no answer,no answer,no answer,no answer
sesame oil + cactus extract + beeswax,no answer,no answer,no answer,no answer,no answer,no answer
sertraline hydrochloride,sertraline,prolonged elimination half-life offers a benefit of once daily administration,adverse effect,atenolol,patients with moderate to severe hepatic impairment,"upset stomach, diarrhoea, constipation, vomiting"
sertaconazole nitrate,interdigital tinea pedis and other topical fungal infections,14 alpha-lanosterol demethylase enzyme,drugs,cream,hypersensitivity,"contact dermatitis, dry skin, burning skin, application site skin tenderness"
sennosides,no answer,no answer,no answer,no answer,no answer,no answer
semaglutide (tablet),adults with type 2 diabetes mellitus,albumin binding,gastric emptying,gastric emptying,patients with multiple endocrine neoplasia syndrome type 2,"nausea, abdominal pain, diarrhea, decreased appetite"
semaglutide (injection),not been studied in patients with a history of pancreatitis,albumin binding,gastric emptying,gastric,a personal or family history of medullary thyroid carcinoma,insulin
selexipag,no answer,no answer,no answer,no answer,no answer,no answer
selegiline hydrochloride,no answer,no answer,no answer,no answer,no answer,no answer
secukinumab,moderate to severe plaque psoriasis,human monoclonal antibody that targets il-17a cytokine,live vaccines,live vaccines,serious hypersensitivity reaction,"diarrhea, and upper respiratory tract infection"
secnidazole,indicated,oral administration,disulfiram,disulfiram,hypersensitive to imidazole derivatives,rarely serious
saxagliptin,limitation,saxagliptin inhibits dipeptidyl peptidase iv,glycaemic lowering effect,concomitant cyp3a4 inducers,"type 1 diabetes, diabetic ketoacidosis.","pancreatitis, heart failure, hypoglycemiawith"
saquinavir mesylate,over the age of 16 years,binds to the protease active site,certain drugs or drug classes,certain drugs or drug classes,patients with clinically significant hypersensitivity,"nausea, vomiting, diarrhea"
salvia officinalis,no answer,no answer,no answer,no answer,no answer,no answer
salsalate,rheumatoid arthritis,inhibition of prostaglandin synthesis,sulfinpyrazone,alcohol or concurrent use with corticosteroids,hypersensitivity to aspirin or nsaids,local irritation
salmon calcitonin,active paget's disease in patients who do not respond to alternative treatments,it inhibits osteoclastic bone resorption and reduces bone turnover,decrease serum concentration of lithium,cardiac glycosides,hypersensitivity. patients with hypocalcaemia,diabetogenic effect
salmeterol xinafoate,both adolescents and adults,intracellular adenyl cyclase,monoamino oxidase inhibitors,monoamino oxidase inhibitors,acute episodes of asthma or copd,"skin reactions, muscle cramps, non-specific chest pain"
sodium dichloroisocyanurate,effervescent water purification tablets,it rapidly dissolves into water to kill micro-organisms,acids and compounds containing ammonia,ammonia,do not use with other products,may cause long term adverse effects in the aquatic environment
sodium cromoglicate + xylometazoline hydrochloride,no answer,no answer,no answer,no answer,no answer,no answer
sodium cromoglicate [4%],nasal,no vasoconstrictor or antihistaminic activity,interaction with other drugs,drugs,hypersensitivity,local irritation
sodium cromoglicate [2%],some patients,the exact mechanism of action of the drug remains to be elucidated,drug interactions,sodium cromoglycate,individuals who have shown hypersensitivity to the drug,eye drops
sodium chloride + potassium chloride + sodium acetate,no answer,no answer,no answer,no answer,no answer,no answer
sodium chloride + dextrose,no answer,no answer,no answer,no answer,no answer,no answer
sodium chloride (tablet),deficiency,provides a source of sodium where a deficiency exists,impair the efficacy of antihypertensive drugs,300 mg,"edema, heart disease",no side effects have been reported
sodium chloride (ophthalmic solution),no answer,no answer,no answer,no answer,no answer,no answer
sodium chloride (nasal preparation),no answer,no answer,no answer,no answer,no answer,no answer
sodium chloride (intravenous solution),no answer,no answer,no answer,no answer,no answer,no answer
sodium bicarbonate,alkalinization of urine,it increases plasma bicarbonate,potentially hazardous interactions,antacid,hypoventilatory states,"headache, nausea or irritability"
sodium alginate + sodium bicarbonate + calcium carbonate,all cases of epigastric and retrosternal distress,physical and does not depend on absorption into the systemic circulation,drug intake and the administration of other medicinal products,drug,patients with known or suspected hypersensitivity,"constipation, flatulence, stomach cramp or belching"
sodium alginate + potassium bicarbonate,pepsin into the esophagus,physical and does not depend on absorption into the systemic circulation,thyroid hormones,"iron salts, thyroid hormones",patients with known hypersensitivity,"nausea, constipation, diarrhea or headache"
snake venom antiserum,tourniquets,antitoxin globulins and their derivatives,risk of increased severity of acute anaphylaxis,adrenergic blockers,no known contraindications,reduction in adverse reactions
sitagliptin + metformin hydrochloride,both sitagliptin and metformin is appropriate,pharmacologic mechanism of action of metformin hcl,"monitoring of blood glucose levels is recommended, especially when thyroid hormone therapy",levothyroxine,anaphylaxis or angioedema,"diarrhea, upper respiratory tract infection, and headache"
sitagliptin,not be used in patients with type 1 diabetes,dpp-4 inhibitor,oral contraceptive,digoxin,anaphylaxis or angioedema,insulin
simvastatin,not responded adequately to diet and other appropriate measures,extensively metabolised in the liver,clinically significant adverse interactions,placebo,active liver disease,"headache, fatigue, insomnia, gastrointestinal effects"
simethicone,no answer,no answer,no answer,no answer,no answer,no answer
silver sulfadiazine,topical prophylaxis,not been fully elucidated,inactivate enzymatic debriding agents,oral hypoglycemic agents,"pregnant women approaching or at term, on premature infants, or on newborn infants",skin necrosis
silodosin,effective treatment option for bph who are not responding to tamsulosin,post-synaptic alpha-1 adrenoreceptors,pde5 inhibitors with alpha-blockers,strong p-glycoprotein inhibitors,patients with a history of hypersensitivity to silodosin,"headache, nasopharyngitis and nasal congestion"
somatostatin,severe acute haemorrhage,identical in structure and action to natural somatostatin,drugs exerting the same effects,drugs,during pregnancy and the immediate post-partum period,"nausea, vertigo, and flushing have been reported rarely. nausea and vomiting"
solifenacin succinate,patients with overactive bladder syndrome,competitive muscarinic receptor antagonist,renal impairment,warfarin,patients with hypersensitivity,mild or moderate severity
sofosbuvir + velpatasvir,without cirrhosis,nucleotide analog hcv ns5b polymerase inhibitor,drugs,drugs,patients for whom ribavirin is contraindicated,headache and tiredness
sofosbuvir,not recommended for treatment of chc,nucleotide analog inhibitor,bcrp inhibitors,antiviral,women who are pregnant or may become pregnant and men whose female partners are pregnant,fatigue and headache
sodium valproate,all types of epilepsy,not been established,drug metabolism,drug,pregnancy and in women of childbearing potential,acute pancreatitis and hyperammonemia
sodium thiosulfate,no answer,no answer,no answer,no answer,no answer,no answer
sodium succinate + cytochrome c + adenosine + nicotinamide,thiseye drops,nicotinamide  is said to be involved in the process of creating atp,interaction with other drugs,eye drops,patients with known hypersensitivity to any ingredient of the product,this drug may cause more or less discomfort in some patients
sodium stibogluconate,no answer,no answer,no answer,no answer,no answer,no answer
sodium polystyrene sulfonate,excessive use of potassium supplements,cation exchange polymer that contains a sodium counterion,drug interactions,laxatives,patients with hypokalemia,"anorexia, nausea, vomiting, and constipation"
sodium picosulfate + magnesium oxide + citric acid,no answer,no answer,no answer,no answer,no answer,no answer
sodium picosulfate,constipation,locally in the colon,laxative action,antibiotics,hypersensitivity,"nausea, vomiting"
sodium nitroprusside dihydrate,immediate reduction of blood pressure of adult and pediatric patients in hypertensive crises,thiocyanate is eliminated in the urine,risk of severe hypotension,phosphodiesterase inhibitors,"patients with known inadequate cerebral circulation, or in moribund patients",cyanide poisoning
sodium hypochlorite,no answer,no answer,no answer,no answer,no answer,no answer
sodium hyaluronate + carboxymethylcellulose sodium,no answer,no answer,no answer,no answer,no answer,no answer
sodium hyaluronate (ophthalmic),no answer,no answer,no answer,no answer,no answer,no answer
sodium hyaluronate (injection),no answer,no answer,no answer,no answer,no answer,no answer
sodium fusidate (topical),no answer,no answer,no answer,no answer,no answer,no answer
sodium fusidate (oral),treatment,inhibits bacterial protein synthesis,drugs,drugs,hypersensitivity,change of liver function
sodium fluoride (mouthwash),sodium fluoride is an antiseptic,cariostatic agent,absorption,magnesium salts,children less then 3 yr of age or when drinking water,"hypersensitivity reactions, rash, nausea, vomiting"
sodium dihydrogen phosphate + disodium hydrogen phosphate,aqueous oral solution,mild osmotic laxative,dangerous,lithium,renal failure,sodium biphosphate
sulphamethoxazole + trimethoprim,no answer,no answer,no answer,no answer,no answer,no answer
sulphadoxine + pyrimethamine,malaria,synergism,folate antagonists,folate,marked liver parenchymal damage or blood dyscrasias,amp; pyrimethamine at the recommended dose is well tolerated
sulindac,rheumatoid arthritis,non-steroidal anti-inflammatory agents,adverse renal effects,protein,"children, pregnant or lactating women","drowsiness, dizziness, headache and nervousness"
sulfinpyrazone,"chronic gouty arthritis, intermittent gouty arthritis",competitively inhibiting tubular reabsorption of uric acid,renal tubular secretion,probenecid,gastro-intestinal inflammation or ulceration,"upset stomach, vomiting, loss of appetite and joint pain"
sulfasalazine,rheumatoid arthritis &amp; juvenile arthritis,under investigation,reduced absorption,folic acid,patients with intestinal or urinary obstruction and porphyria,"anorexia, headache, nausea, vomiting"
sulfacetamide sodium,conjunctivitis and other superficial ocular infections,the spectrum of activity is similar for all,silver preparations,incompatible with silver preparations,individuals who have a hypersensitivity to sulfonamides,"local irritation, stinging and burning"
sulconazole nitrate,no answer,no answer,no answer,no answer,no answer,no answer
sucralose + acesulfame potassium,no answer,no answer,no answer,no answer,no answer,no answer
sucralose,"children, pregnant women and any person who wants to reduce calorie intake",eliminated after consumption,drug,drug,no known contraindication,no known side effects
sucralfate,adults and adolescents over 14 years old,sucralfate inhibits the action of pepsin and bile.,stress ulceration,enteral feeds,patients with hypersensitivity to sucralfate,nausea (2.3%)
strontium ranelate,postmenopausal women,reducing bone breakdown and stimulating rebuilding of bone,antibiotics),milk or milk products or calcium supplements,if you experience an allergic reaction,"nausea, diarrhoea, headache and skin irritation"
streptomycin,only,aminoglycosides,nephrotoxicity,cephalosporins. reduced excretion with nsaids,hypersensitivity,"muscular weakness, amblyopia"
streptokinase,always commence within 6 hours of the onset of pain,converts plasminogen to plasmin,contraindicated,acetylsalicylic acid,potential for internal bleeding,adverse reactions
spironolactone,congestive heart failure,both as a diuretic and as an antihypertensive drug,half-life of digoxin,digoxin,"patients with acute renal insufficiency, significant impairment of renal function",gi symptoms
spiramycin,"infections of the respiratory tract, buccal cavity, skin and soft tissues",stimulation of dissociation of peptidyl-trna,absorption of carbidopa,levodopa,patients with meningitis,"nausea, vomiting, diarrhea"
spectinomycin,no answer,no answer,no answer,no answer,no answer,no answer
sparfloxacin,prophylactic use in different urological and ophthalmic operations,inhibits the supercoiling activity of dna gyrase,"salts, oxides and hydroxides of magnesium, aluminium and calcium","salts, oxides and hydroxides of magnesium, aluminium and calcium",individuals with a history of hypersensifivity and in achilles tend,"diarrhea, nausea, headache"
sotalol hydrochloride,after cardiac surgery,non-cardioselective beta-blocker,clonidine,clonidine,patients suffering fromdiabetic keto-acidosis or metabolic acidosis,class i and class ii (cardiac action potential duration prolongation) effects
sorafenib tosylate,hepatocellular carcinoma,kinase inhibitor,inducers of isoenzyme cyp3a4,inducers of isoenzyme cyp3a4,patients with known severe hypersensitivity,pain and peripheral neuropathy
somatropin,reduced dose level recommended for ghd adults,pharmacodynamic effects,cytochrome p450-metabolized drugs,oral estrogen,severe non-proliferative diabetic retinopathy,"headaches, muscle pain, joint stiffness"
tedizolid phosphate,only,inhibition of protein synthesis,coadministration,coadministration,none,"nausea, headache, diarrhea, vomiting, and dizziness"
tea tree oil + geothermal water + vitamin e,no answer,no answer,no answer,no answer,no answer,no answer
tea tree oil + geothermal water (hair & body),no answer,no answer,no answer,no answer,no answer,no answer
tea tree oil + geothermal water (eye),no answer,no answer,no answer,no answer,no answer,no answer
tea tree oil + echinacea + geothermal water,no answer,no answer,no answer,no answer,no answer,no answer
tazarotene,plaque psoriasis,rapid deesterification,concomitant dermatologic medications and cosmetics,flame,"if this drug is used during pregnancy, or if the patient becomes pregnant","pruritus, erythema and burning"
tapentadol hydrochloride,moderate to severe acute pain in patients 18 years of age or older,dual mechanism of action,decreased efficacy with strong enzyme inducers,phenobarbital,patients with impaired pulmonary function,"urticaria, blood pressure decreased"
tamsulosin hydrochloride + dutasteride,amp,complementary mechanisms of action,combination with other alpha-1 adrenergic blockers,cimetidine,women and children and adolescents,combination therapy
tamsulosin  hydrochloride,functional symptoms of benign prostatic hyperplasia,extremely bound to human plasma protein,concurrent administration of other alfa1-adrenoceptor antagonists,"atenolol, enalapril or nifedipine",patients with hypersensitivity to it,"dizziness, abnormal ejaculation and"
tamoxifen citrate,breast cancer,oestrogen antagonist and oestrogen agonist,risk of thromboembolic events,coumarin,patients who have experienced hypersensitivity,changes in liver enzyme levels
tafluprost,no answer,no answer,no answer,no answer,no answer,no answer
tadalafil,"tadalafil is indicated in- 
 
 erectile dysfunction",selective phosphodiesterase type 5 (pde5) inhibitor,hiv protease inhibitors,grapefruit juice,hypersensitivity reactions,"nasal pharyngitis, nasal congestion"
tacrolimus (topical),moderate to severe atopic dermatitis,"binding to an intracellular protein, fkbp-12",cyp3a4 inhibitors,ointment,patients with a history of hypersensitivity to tacrolimus,very few and rare type of side-effects
tacrolimus (oral),no answer,no answer,no answer,no answer,no answer,no answer
suxamethonium chloride,anesthesia,imitating the action of acetylcholine,neuromuscular blocking effects,psychiatric drugs,new-born infants,"rash, excessive salivation"
suvorexant,insomnia,antagonism of orexin receptors,alcohol concentrations,alcohol,patients with narcolepsy,sleep-walking
super antioxidant [vitamins & minerals],no answer,no answer,no answer,no answer,no answer,no answer
sunitinib,advanced renal cell carcinoma,inhibits cellular signaling by targeting multiple receptor tyrosine kinases,decreased plasma cone with strong cyp3a4 inducers,grapefruit juice,"hypersensitivity, renal impairment",neutropenia
sumatriptan,if a clear diagnosis of migraine headache has been established.,"a metering, atomizing spray pump",ergot-containing drugs,foods,angioedema and anaphylaxis,common side effects : unusual or unpleasant taste in the mouth;
sulphonated surfactant,acne prone and oily skin conditions,displacement of air,drug,drug,hypersensitivity,"mild irritation, skin sensitization"
testosterone undecanoate,if the body is unable to produce enough on its own,exogenous sources,food,food,if you are hypersensitive,troublesome or continues.
testosterone decanoate,certain types of infertility due to spermatogenic disorders,normalization of gonadotropin levels,adjustment of dose or intervals,testosterone,prostatic carcinoma or breast carcinoma,sodium retention
terlipressin acetate,no answer,no answer,no answer,no answer,no answer,no answer
teriparatide,treatment of postmenopausal women with osteoporosis,binding to specific high-affinity cell-surface receptors,increase serum calcium,digoxin  hydrochlorothiazide,patients with hypersensitivity,"arthralgia, pain, and nausea"
terfenadine,"allergic rhinitis, hay fever, and allergic skin disorders",reversible binding of terfenadine to h1-receptors,non-nucleoside reverse transcriptase inhibitors,drugs,porphyria,erythema multiforme and galactorrhoea.
terconazole,only for vulvovaginitis caused by the genus candida,antibacterial activity in vitro but not against usual vag flora,potential pharmacokinetic interaction,drugs,patients known to be hypersensitive,flu
terbutaline sulfate,12 years of age and older,at least in part,patients receiving other sympathomimetics,patients receiving other sympathomimetics,patients with known hypersensitivity to terbutaline,"tremor, headache, tonic cramp and palpitations"
terbinafine hydrochloride,tinea capitis,depending on the concentration of the drug and the fungal species test in vitro,a reduction in dose of the 2d6-metabolized drug,2d6-metabolized drug,individuals with hypersensitive to terbinafine,"liver failure, some leading to death or liver transplant"
terazosin hydrochloride,single therapy,induction of apoptosis of prostate cells,"interaction with analgesics/anti-inflammatory, cardiac glycosides",drugs,patients known to be hypersensitive,"dizziness, lack of energy, peripheral oedema;"
tenoxicam,symptomatic treatment,"anti-inflammatory, analgesic and antipyretic properties",k-sparing diuretics,methotrexate,patients,mild and transient
tenofovir disoproxil fumarate,"chronic hepatitis b virus infection in adults 
 hiv infected adults",phosphorylation to the active diphosphate form,renally eliminated or are known to affect renal function,oral contraceptives,patients with known hypersensitivity,"nausea, vomiting, diarrhea and flatulence"
tenofovir alafenamide,adults with compensated liver disease,hydrolysis,drug drug interactions,drugs,none,"headache, stomach pain, tiredness, cough, nausea, back pain"
tenecteplase,reduction of mortality associated with acute myocardial infarction,binds to fibrin and converts plasminogen to plasmin,bleeding,heparin and aspirin,patients with acute myocardial infarction,assent-2
temozolomide,newly diagnosed glioblastoma multiforme,inactive prodrug,valproic acid,valproic acid,pregnancy,"rarely, myelodysplastic syndrome and secondary malignancies"
temazepam,no answer,no answer,no answer,no answer,no answer,no answer
telmisartan + hydrochlorothiazide,alone or with other antihypertensive agents,independent of the pathways for angiotensin ii synthesis,interfere with certain laboratory tests,angiotensin ii receptor blockers,patients with known hypersensitivity,allergy
telmisartan,indicated in-   hypertension : treatment of essential hypertension in adults,independent of the pathways for angiotensin ii synthesis,diabetes,aliskiren,known hypersensitivity,cardiovascular risk reduction
telbivudine,not been evaluated in black/african american or hispanic patients,it undergoes phosphorylation via interaction with cellular kinases,risk of myopathy,hmg-coa reductase inhibitors,increased risk ofperipheral neuropathy,gi effects
teicoplanin,serious infections due to staphylococci or streptococci,in vitro bactericidal activity,concurrent nephrotoxic or ototoxic drugs,concurrent nephrotoxic or ototoxic drugs,patients who have exhibitedprevioushypersensitivity,gastrointestinal
tegaserod,irritable bowel syndrome with constipation,serotonin type-4 (5ht4) receptor partial agonist,oral contraceptives,"oral contraceptives, and warfarin",patients with severe renal or hepatic impairment,"abdominal pain, diarrhea, nausea, flatulence, headache"
tioconazole,no answer,no answer,no answer,no answer,no answer,no answer
tinidazole,only,antimicrobial actions,"alcohol, disulfiram","alcohol, disulfiram",patients with organic neurological disorders,"headache, tiredness, furry tongue and dark urine"
timolol maleate,patients with ocular hypertension or open-angle glaucoma,reduction of aqueous humour formation,pupil size,epinephrine,patients with bronchial asthma,"nausea, constipation, hypoglycaemia"
tigecycline,infections caused by susceptible strains of the designated microorganisms,inhibits protein translation in bacteria,drug,warfarin,patients who have known hypersensitivity to tigecycline,injection site inflammation &amp;
tiemonium methylsulphate,pain related to functional disorders of the digestive tract and biliary system,competitive antagonist,possible drug interaction,tablet,urethroprostatic disorder involving a risk of urine retension,hypotension &amp; tachycardia
ticlopidine hydrochloride,failed aspirin therapy,inhibition of bothplatelet aggregation and release ofplateletgranule constituents,avoid concurrent use with clopidogrel,clopidogrel,hypersensitivity to the drug,"diarrhoea, nausea, dyspepsia"
ticagrelor,adult patients with acute coronary syndromes,selective adenosine diphosphate (adp) receptor antagonist,simvastatin and lovastatin doses greater than 40 mg,aspirin,hypersensitivity,"dyspnea,bleeding,headache,cough,dizziness,nausea"
tibolone,cannot take other medicines used to prevent osteoporosis,"estrogenic, androgenic and progestagenic properties",decrease its therapeutic effect,decrease its therapeutic effect,pregnancy and lactation,headache and migraine
thymus vulgaris extracts,no answer,no answer,no answer,no answer,no answer,no answer
thiotepa,no answer,no answer,no answer,no answer,no answer,no answer
thioridazine,only,strong -adrenergic blocking effect,cns depressants,cns depressants,drugs,rarely
thiopental sodium,brief (15 minutes) procedures,ultrashort-acting depressant of the central nervous system,highly protein bound drugs,metoclopramide,absence of suitable veins for intravenous administration,"respiratory depression, myocardial depression, cardiac arrhythmias"
thiamine hydrochloride,beriberi and wernick's encephalopathy,decarboxylation of -ketoglutaric acid,hazardous drug interactions,vitamin b1,comatose patients,vitamin b1
theophylline,asthma,smooth muscle relaxation and suppression of the response of the airways to stimuli,side effects,oral contraceptive,patients with hypersensitivity,"gastrointestinal discomfort, headache, nausea"
thalidomide,moderate to severe neuritis,not fully understood,other drugs that have the potential to cause peripheral neuropathy,other drugs,pregnancy and lactation,hypersensitivity reaction
tetracycline hydrochloride (topical),first aid to help prevent skin infection,passively diffuses through porin channels in the bacterial membrane,change the dose,prescription or nonprescription medicine,"do not use 
 
 in eyes 
 over large areas of the body 
 longer than 1 week",not all of these side effects may occur
tetracycline hydrochloride (oral),urinary tract infections with susceptible organisms,protein synthesis,contraceptives,contraceptives,systemic lupus erythematosus,epigastric distress and nausea
tetracycline hydrochloride (ophthalmic),bacterial conjunctivitis,bacteriostatic,may interfere with the bactericidal action of penicillin,impaired absorption with antacids containing divalent and trivalent cations,patients with hypersensitivity,"burning, irritation, visual disturbances"
tetrabenazine,withhuntington's disease.,reversible human vesicular monoamine transporter type 2 inhibitor,maoi therapy,maoi therapy,"actively suicidal, or in patients with untreated or inadequately treated depression","parkinsonism, dysphagia, sedation andsomnolence"
tetanus antitoxin [equine],no answer,no answer,no answer,no answer,no answer,no answer
trastuzumab,no answer,no answer,no answer,no answer,no answer,no answer
tranexamic acid,interventions,antifibrinolytic,direct admixture of tranexamic acid with whole blood,whole blood,thromboembolic disease,"nausea, diarrhea, gastric pyrosis"
tramadol hydrochloride,moderate to severe painful conditions,stimulation of mu-opioid receptors,monoamine oxidase (mao) inhibitors,monoamine oxidase (mao) inhibitors,acute intoxication with alcohol,"dizziness/vertigo, nausea, constipation"
torsemide,no answer,no answer,no answer,no answer,no answer,no answer
torasemide,hypertension,diuretic actions,lithium toxicity,nsaids,patients who are anuric,mild and transient
topotecan,ovarian cancer,the same mechanism of action as irinotecan,neutropenia,bone marrow supression with other cytotoxic drugs,"pregnancy, lactation, severe renal or hepatic impairment","gi upset, total alopecia, headache, dyspnoea"
topiramate,adults and children aged 6 years and above,not fully characterized,agents,alcohol,hypersensitivity,"leucopenia, thrombocytopenia and serious skin reaction"
tolvaptan,hypervolemic or euvolemic hyponatremia,selective vasopressin v2-receptor antagonist,moderate cyp 3a inhibitors,cyp 3a inducers,"patients who cannot perceive thirst, pregnancy, breast-feeding","thirst, dry mouth, weakness, constipation"
tolterodine tartrate,"urinary urgency, frequency, and/or urge incontinence","competitive, specific muscarinic receptor antagonist",persons devoid of cyp2d6 metabolic pathway,poor metabolisers,"urinary retention, uncontrolled narrow angle glaucoma",mild to moderate
tolperisone hydrochloride,post-thrombotic venous and lymphatic circulation disorders,"centrally acting muscle relaxant, which acts on the central nervous system",visual accommodation,methocarbamol,myasthenia gravis and nursing mother,"muscular weakness, headache, nausea, vomiting"
tolperisone + lidocaine,no answer,no answer,no answer,no answer,no answer,no answer
tolnaftate,no answer,no answer,no answer,no answer,no answer,no answer
tolfenamic acid,post-operative pain and fever,direct antagonistic action on its receptors,"loop diuretics, b-blockers and ace inhibitors",aluminium hydroxide,"severe heart, kidney or liver failure",potentially fatal: blood dyscrasias and hepatitis
tofacitinib,no answer,no answer,no answer,no answer,no answer,no answer
tocilizumab,rheumatoid arthritis,binds to both soluble and membrane-bound il-6 receptors,decrease in effectiveness is undesirable,exercise caution,hypersensitivity,injection site reactions
tobramycin (ophthalmic),external bacterial infections of the eye caused by susceptible organisms,bactericidal,patients receiving other drugs with neuromauscular blocking agents,ototoxic,hypersensitive,localized ocular toxicity
