generic_name,cases,rating,useful_count
gabapentin,peripheral neuropathy,6,59
liraglutide,obesity,2,6
ferrous sulfate,iron deficiency anemia,9,42
desonide,eczema,10,28
valacyclovir,cold sores,8,4
levonorgestrel,birth control,10,10
furosemide,edema,10,31
bisacodyl,bowel preparation,10,8
tadalafil,erectile dysfunction,10,43
tadalafil,erectile dysfunction,10,35
levonorgestrel,emergency contraception,10,4
nortriptyline,neuralgia,10,59
levonorgestrel,birth control,4,2
armodafinil,chronic fatigue syndrome,8,32
levonorgestrel,birth control,7,8
alprazolam,anxiety,10,1
alprazolam,panic disorde,9,49
brexpiprazole,depression,10,45
metronidazole,bacterial infection,10,6
acetazolamide,pseudotumor cerebri,7,12
orlistat,obesity,7,56
clindamycin,bacterial infection,7,30
silver sulfadiazine,"burns, external",10,3
bisacodyl,constipation,4,5
topiramate,migraine prevention,10,25
adapalene,acne,1,3
fluconazole,vaginal yeast infection,3,13
mirabegron,overactive bladde,1,38
clarithromycin,bronchitis,3,18
insulin lispro,"diabetes, type 1",10,0
alprazolam,anxiety,10,30
levonorgestrel,birth control,8,5
levonorgestrel,emergency contraception,9,9
cefdinir,bronchitis,10,9
alprazolam,anxiety,10,10
nitrofurantoin,urinary tract infection,1,17
lorazepam,anxiety,10,60
alprazolam,anxiety,10,7
ramelteon,insomnia,1,20
nitrofurantoin,urinary tract infection,3,0
aripiprazole,bipolar disorde,4,7
alprazolam,panic disorde,9,6
ropinirole,restless legs syndrome,1,9
zolmitriptan,migraine,10,21
loratadine,allergic rhinitis,8,19
lorazepam,anxiety,9,65
tofacitinib,rheumatoid arthritis,6,17
levonorgestrel,emergency contraception,10,13
clonazepam,sleep paralysis,10,10
eluxadoline,irritable bowel syndrome,10,8
tioconazole,vaginal yeast infection,1,3
tioconazole,vaginal yeast infection,8,1
levonorgestrel,emergency contraception,10,10
clonazepam,benzodiazepine withdrawal,10,10
alprazolam,depression,5,6
clindamycin,acne,10,19
topiramate,obesity,8,9
hydrocortisone,adrenocortical insufficiency,9,42
glimepiride,"diabetes, type 2",9,47
lorazepam,anxiety,8,18
levonorgestrel,birth control,10,12
valacyclovir,cold sores,10,3
lamotrigine,bipolar disorde,9,6
alprazolam,anxiety,5,25
ibuprofen,pain,6,8
anastrozole,breast cance,6,29
lisinopril,high blood pressure,7,22
crisaborole,atopic dermatitis,10,23
paliperidone,schizophrenia,9,2
mirtazapine,depression,9,21
clonazepam,anxiety,9,30
methylprednisolone,inflammatory conditions,1,33
lamotrigine,bipolar disorde,10,87
tioconazole,vaginal yeast infection,10,5
gabapentin,ibromyalgia,7,23
perampanel,epilepsy,10,4
valacyclovir,cold sores,10,5
levonorgestrel,emergency contraception,10,8
eszopiclone,insomnia,10,31
anastrozole,breast cance,5,35
levonorgestrel,abnormal uterine bleeding,8,14
alprazolam,anxiety,10,112
lubiprostone,irritable bowel syndrome,1,24
clonazepam,nan,9,5
oxcarbazepine,bipolar disorde,10,7
topiramate,migraine prevention,10,68
clonazepam,panic disorde,10,30
alprazolam,anxiety,10,8
gabapentin,trigeminal neuralgia,10,33
metronidazole,bacterial vaginitis,5,1
levonorgestrel,birth control,8,2
mirtazapine,major depressive disorde,4,4
levonorgestrel,birth control,10,0
gabapentin,migraine,8,119
lisinopril,high blood pressure,7,121
acetazolamide,mountain sickness / altitude sickness,9,79
levonorgestrel,birth control,5,5
apremilast,plaque psoriasis,10,23
mirtazapine,post traumatic stress disorde,4,23
clarithromycin,bronchitis,6,9
ezetimibe,high cholesterol,9,52
nortriptyline,migraine prevention,1,23
gabapentin,benign essential trem,1,13
rosuvastatin,high cholesterol,6,17
levonorgestrel,emergency contraception,9,4
cephalexin,skin or soft tissue infection,10,34
armodafinil,narcolepsy,10,26
gabapentin,restless legs syndrome,9,9
levonorgestrel,emergency contraception,1,1
levonorgestrel,emergency contraception,10,8
lorazepam,anxiety,2,47
mirtazapine,anxiety,10,33
lamotrigine,bipolar disorde,8,46
tadalafil,erectile dysfunction,10,61
alprazolam,anxiety,10,55
levonorgestrel,birth control,10,2
alprazolam,nan,10,30
paliperidone,schizoaffective disorde,8,10
desvenlafaxine,depression,8,37
sumatriptan,cluster headaches,10,14
metronidazole,bacterial vaginitis,1,0
liraglutide,"diabetes, type 2",10,9
lubiprostone,nan,9,12
desvenlafaxine,anxiety,9,28
oxcarbazepine,bipolar disorde,10,99
carbamazepine,trigeminal neuralgia,6,9
levonorgestrel,emergency contraception,10,8
hydrocortisone,adrenocortical insufficiency,10,16
nortriptyline,migraine prevention,10,24
liraglutide,obesity,10,52
pregabalin,ibromyalgia,1,2
lorazepam,anxiety,10,4
levonorgestrel,birth control,2,5
nortriptyline,migraine prevention,4,31
lansoprazole,gerd,9,20
allopurinol,gout,3,10
aripiprazole,bipolar disorde,7,9
mirtazapine,anxiety,9,30
lamotrigine,bipolar disorde,10,24
omeprazole,gerd,10,81
lacosamide,seizures,2,0
anastrozole,breast cance,10,14
diazepam,seizures,5,10
lisinopril,high blood pressure,7,41
methylprednisolone,allergic rhinitis,3,6
atenolol,high blood pressure,10,54
levonorgestrel,birth control,5,5
diazepam,anxiety,9,37
suvorexant,insomnia,1,21
estradiol,postmenopausal symptoms,1,4
lamotrigine,bipolar disorde,10,22
topiramate,obesity,10,72
gabapentin,migraine,10,55
sucralfate,stress ulcer prophylaxis,10,88
levonorgestrel,birth control,10,5
acetazolamide,pseudotumor cerebri,9,31
liraglutide,obesity,10,0
suvorexant,insomnia,9,21
nortriptyline,depression,7,9
flurbiprofen,sciatica,10,1
lactase,lactose intolerance,3,4
cefdinir,skin or soft tissue infection,1,4
liraglutide,"diabetes, type 2",9,11
oseltamivir,swine flu,7,21
ribavirin,hepatitis c,4,10
metronidazole,bacterial vaginitis,1,4
sumatriptan,migraine,9,10
nitrofurantoin,bladder infection,7,18
propofol,anesthesia,10,51
levonorgestrel,emergency contraception,10,4
clarithromycin,strep throat,1,1
esomeprazole,gerd,6,45
melatonin,insomnia,9,10
topiramate,obesity,8,23
clonazepam,anxiety,10,31
levonorgestrel,emergency contraception,10,1
alprazolam,depression,9,15
diazepam,anxiety,10,211
nalbuphine,pain,10,19
levonorgestrel,birth control,8,0
topiramate,migraine prevention,1,11
methotrexate,rheumatoid arthritis,7,39
gabapentin,ibromyalgia,1,22
suvorexant,insomnia,1,14
pregabalin,neuralgia,10,13
valacyclovir,cold sores,10,7
levonorgestrel,emergency contraception,10,95
clonazepam,burning mouth syndrome,6,14
topiramate,migraine prevention,1,33
pregabalin,neuropathic pain,5,67
levonorgestrel,birth control,1,0
cephalexin,bacterial infection,8,28
metronidazole,bacterial vaginitis,7,31
levonorgestrel,abnormal uterine bleeding,9,18
metronidazole,dental abscess,10,23
linagliptin,"diabetes, type 2",1,25
alprazolam,anxiety,10,57
desvenlafaxine,depression,7,7
lamotrigine,epilepsy,6,2
ziprasidone,bipolar disorde,1,29
suvorexant,insomnia,1,16
gabapentin,hot flashes,10,19
cephalexin,kidney infections,9,36
tioconazole,vaginal yeast infection,1,3
calcium carbonate,indigestion,10,4
clindamycin,skin or soft tissue infection,1,2
ticagrelor,acute coronary syndrome,1,22
lamotrigine,bipolar disorde,7,11
zolmitriptan,migraine,10,7
lisinopril,high blood pressure,10,15
adapalene,acne,1,7
methotrexate,rheumatoid arthritis,10,77
esomeprazole,gerd,5,23
clarithromycin,sinusitis,4,28
levonorgestrel,birth control,10,1
desvenlafaxine,depression,9,23
tadalafil,benign prostatic hyperplasia,1,97
adalimumab,crohn's disease,5,18
lamotrigine,depression,9,27
tioconazole,vaginal yeast infection,1,0
liraglutide,"diabetes, type 2",7,9
celecoxib,osteoarthritis,8,56
adalimumab,psoriatic arthritis,5,46
meloxicam,inflammatory conditions,10,49
carbamazepine,epilepsy,9,17
levonorgestrel,birth control,8,8
suvorexant,insomnia,1,11
desvenlafaxine,depression,9,78
levonorgestrel,birth control,9,5
mirtazapine,depression,2,55
clonazepam,insomnia,10,116
topiramate,migraine prevention,8,5
gabapentin,migraine,10,179
omeprazole,gerd,7,52
levonorgestrel,birth control,8,4
spironolactone,acne,7,6
ropinirole,restless legs syndrome,3,8
clonazepam,anxiety,10,27
gabapentin,peripheral neuropathy,8,72
meloxicam,ibromyalgia,10,23
metronidazole,bacterial vaginitis,3,5
ramelteon,insomnia,8,24
dexamethasone,cerebral edema,8,3
alprazolam,anxiety,10,19
topiramate,migraine prevention,10,43
loratadine,urticaria,1,6
sumatriptan,migraine,10,4
mirtazapine,anxiety,7,60
naltrexone,opiate dependence,8,15
levonorgestrel,abnormal uterine bleeding,1,12
sitagliptin,"diabetes, type 2",8,13
clozapine,schizophrenia,7,12
alprazolam,panic disorde,10,13
fluconazole,vaginal yeast infection,10,15
tegaserod,irritable bowel syndrome,10,17
lorazepam,anxiety,8,21
lubiprostone,"constipation, chronic",8,35
gabapentin,neuropathic pain,10,9
levonorgestrel,birth control,8,13
metronidazole,bacterial infection,10,9
naltrexone,alcohol dependence,9,74
aripiprazole,nan,7,3
adalimumab,psoriasis,5,8
baclofen,alcohol withdrawal,10,116
clonazepam,bipolar disorde,9,39
liraglutide,weight loss,4,4
levonorgestrel,emergency contraception,10,5
ethosuximide,seizures,7,4
acetazolamide,pseudotumor cerebri,7,3
levonorgestrel,birth control,1,14
suvorexant,insomnia,1,14
alprazolam,anxiety,10,38
atenolol,anxiety,10,47
secukinumab,ankylosing spondylitis,2,24
aripiprazole,bipolar disorde,9,20
magnesium hydroxide,constipation,10,20
aripiprazole,agitated state,6,23
azelaic acid,rosacea,10,12
armodafinil,obstructive sleep apnea/hypopnea syndrome,10,45
dexlansoprazole,gerd,9,7
omalizumab,urticaria,10,40
lorazepam,anxiety,10,99
fluconazole,vaginal yeast infection,6,20
etodolac,osteoarthritis,10,17
bisacodyl,constipation,1,7
levonorgestrel,emergency contraception,10,6
topiramate,migraine prevention,9,36
imiquimod,human papilloma virus,10,30
liraglutide,"diabetes, type 2",4,11
loratadine,allergic rhinitis,1,10
alprazolam,anxiety,10,61
levonorgestrel,birth control,10,14
celecoxib,osteoarthritis,8,68
fluorouracil,skin cance,10,108
armodafinil,obstructive sleep apnea/hypopnea syndrome,8,15
diazepam,meniere's disease,10,19
liraglutide,obesity,8,18
pregabalin,ibromyalgia,10,31
sulfasalazine,ulcerative colitis,4,0
levonorgestrel,birth control,1,5
apremilast,plaque psoriasis,1,10
levonorgestrel,emergency contraception,10,1
iloperidone,bipolar disorde,1,12
levonorgestrel,emergency contraception,10,18
ifosfamide,testicular cance,10,0
metronidazole,bacterial vaginitis,9,2
spironolactone,acne,10,53
anastrozole,breast cance,2,38
dutasteride,benign prostatic hyperplasia,1,117
metronidazole,bacterial infection,10,8
levonorgestrel,emergency contraception,10,22
erlotinib,non-small cell lung cance,9,178
desvenlafaxine,depression,1,16
lubiprostone,"constipation, chronic",10,3
nitrofurantoin,urinary tract infection,1,16
bisacodyl,constipation,10,2
mirtazapine,depression,10,35
diazepam,anxiety,7,10
levonorgestrel,birth control,9,1
hydrocortisone,adrenocortical insufficiency,9,22
topiramate,ibromyalgia,10,100
spironolactone,acne,10,27
rivaroxaban,deep vein thrombosis,9,17
nabumetone,osteoarthritis,7,113
aripiprazole,post traumatic stress disorde,9,9
baclofen,muscle spasm,10,118
valacyclovir,"herpes simplex, suppression",9,7
oseltamivir,influenza,10,2
linagliptin,"diabetes, type 2",1,47
magnesium hydroxide,indigestion,9,24
levonorgestrel,emergency contraception,10,15
propofol,anesthesia,10,13
topiramate,obesity,10,87
meloxicam,rheumatoid arthritis,7,24
gabapentin,pain,9,79
orlistat,obesity,10,60
ramipril,high blood pressure,10,40
nitrofurantoin,prevention of bladder infection,5,73
oxcarbazepine,bipolar disorde,8,38
spironolactone,acne,6,8
bisacodyl,constipation,10,13
gabapentin,hot flashes,9,90
loratadine,allergic rhinitis,10,0
levonorgestrel,emergency contraception,1,3
latanoprost,"glaucoma, open angle",10,66
ropinirole,restless legs syndrome,9,65
clindamycin,bacterial vaginitis,1,8
diazepam,muscle spasm,10,56
clarithromycin,bronchitis,1,4
sumatriptan,migraine,10,11
paliperidone,schizophrenia,7,43
levonorgestrel,birth control,3,13
nitrofurantoin,urinary tract infection,2,5
clindamycin,acne,10,60
etanercept,ankylosing spondylitis,10,34
levetiracetam,nan,9,13
metronidazole,bacterial vaginitis,8,0
metronidazole,bacterial infection,2,15
valacyclovir,cold sores,10,24
gabapentin,peripheral neuropathy,8,40
levonorgestrel,birth control,10,22
famotidine,gerd,9,30
bisacodyl,constipation,10,21
dulaglutide,"diabetes, type 2",10,35
levonorgestrel,birth control,6,6
empagliflozin,"diabetes, type 2",1,8
levonorgestrel,emergency contraception,10,114
simvastatin,high cholesterol,7,11
nitrofurantoin,urinary tract infection,6,17
aripiprazole,major depressive disorde,1,14
levonorgestrel,birth control,10,7
gabapentin,ibromyalgia,6,23
alprazolam,anxiety,10,1
topiramate,seizure prevention,10,11
aripiprazole,bipolar disorde,1,33
lorazepam,insomnia,10,103
estradiol,not listed / othe,5,5
naltrexone,opiate dependence,10,59
nitrofurantoin,urinary tract infection,1,24
magnesium hydroxide,constipation,5,7
pregabalin,neuralgia,6,34
lamotrigine,bipolar disorde,9,101
sumatriptan,migraine,10,4
brexpiprazole,schizophrenia,1,11
azelaic acid,acne,5,21
denosumab,osteoporosis,1,146
mirtazapine,depression,8,28
levonorgestrel,emergency contraception,5,27
dexlansoprazole,gerd,1,17
dapsone,acne,2,11
clonazepam,anxiety,10,89
clonazepam,panic disorde,10,23
bevacizumab,ovarian cance,6,12
dulaglutide,"diabetes, type 2",6,23
levetiracetam,seizures,5,0
mefenamic acid,period pain,5,11
carisoprodol,muscle spasm,10,90
apremilast,plaque psoriasis,10,40
meloxicam,tendonitis,10,123
levonorgestrel,birth control,10,1
ropinirole,restless legs syndrome,4,8
ciprofloxacin,kidney infections,8,36
topiramate,obesity,10,81
esomeprazole,nsaid-induced gastric ulce,10,24
desvenlafaxine,anxiety,9,17
ondansetron,nausea/vomiting,10,7
fluconazole,vaginal yeast infection,3,6
gabapentin,pain,1,46
lisinopril,high blood pressure,1,19
levonorgestrel,emergency contraception,10,18
metronidazole,trichomoniasis,9,17
sumatriptan,migraine,8,3
adalimumab,plaque psoriasis,10,35
levonorgestrel,birth control,9,14
mirtazapine,anxiety,8,29
carbamazepine,epilepsy,10,15
metronidazole,bacterial vaginitis,10,43
estradiol,nan,1,7
gabapentin,ibromyalgia,8,107
topiramate,trigeminal neuralgia,10,40
cyanocobalamin,vitamin b12 deficiency,10,10
nortriptyline,panic disorde,9,95
baclofen,alcohol withdrawal,10,92
etanercept,psoriasis,8,9
levonorgestrel,abnormal uterine bleeding,10,22
gabapentin,neuropathic pain,10,7
dulaglutide,"diabetes, type 2",4,29
ciprofloxacin,bacterial infection,3,11
dapsone,acne,5,1
topiramate,obesity,9,32
nitrofurantoin,bladder infection,6,12
gabapentin,epilepsy,10,50
metronidazole,bacterial vaginitis,5,4
levonorgestrel,birth control,8,82
levonorgestrel,birth control,2,6
levonorgestrel,birth control,9,2
metronidazole,bacterial vaginitis,8,48
tranexamic acid,menorrhagia,10,155
levonorgestrel,birth control,10,27
ramipril,high blood pressure,2,60
ondansetron,nausea/vomiting,10,44
alprazolam,anxiety,10,49
alprazolam,anxiety,10,40
salicylic acid,warts,10,0
colchicine,behcet's disease,10,0
levonorgestrel,birth control,10,3
levonorgestrel,birth control,8,2
meloxicam,tendonitis,10,45
baclofen,muscle spasm,6,35
tioconazole,vaginal yeast infection,1,3
tioconazole,vaginal yeast infection,4,89
levonorgestrel,birth control,1,1
folic acid,vitamin/mineral supplementation and deficiency,10,8
adalimumab,rheumatoid arthritis,10,35
ciprofloxacin,urinary tract infection,1,6
esomeprazole,gerd,1,51
carisoprodol,muscle spasm,1,10
letrozole,"breast cancer, metastatic",10,47
oseltamivir,influenza,9,4
anastrozole,breast cance,10,49
famotidine,allergic urticaria,9,18
tadalafil,benign prostatic hyperplasia,10,57
liraglutide,obesity,5,11
metronidazole,trichomoniasis,10,84
telmisartan,high blood pressure,2,2
mirabegron,overactive bladde,5,57
mirtazapine,insomnia,5,14
esomeprazole,gerd,10,18
nitrofurantoin,urinary tract infection,10,29
liraglutide,obesity,10,31
eszopiclone,insomnia,10,12
ciprofloxacin,kidney infections,1,9
aripiprazole,major depressive disorde,8,3
silodosin,benign prostatic hyperplasia,1,1
dulaglutide,"diabetes, type 2",10,25
pregabalin,diabetic peripheral neuropathy,3,17
levonorgestrel,abnormal uterine bleeding,10,6
levonorgestrel,birth control,10,3
valacyclovir,cold sores,10,1
metronidazole,bacterial infection,6,23
methylprednisolone,inflammatory conditions,10,31
dexlansoprazole,gerd,10,7
dapsone,acne,2,3
atenolol,migraine prevention,10,46
gabapentin,restless legs syndrome,9,111
mirtazapine,anxiety,10,123
metronidazole,bacterial vaginitis,9,15
levonorgestrel,emergency contraception,10,8
ciprofloxacin,prostatitis,9,6
pregabalin,ibromyalgia,10,86
perampanel,epilepsy,6,1
levonorgestrel,emergency contraception,10,7
lisinopril,high blood pressure,8,38
eluxadoline,irritable bowel syndrome,1,18
nitrofurantoin,urinary tract infection,1,1
tioconazole,vaginal yeast infection,1,4
sumatriptan,cluster headaches,10,13
nitrofurantoin,urinary tract infection,10,14
ibuprofen,spondylolisthesis,2,6
topiramate,migraine prevention,1,12
desvenlafaxine,depression,9,59
alprazolam,anxiety,4,84
estradiol,postmenopausal symptoms,9,21
cefprozil,sinusitis,1,7
lifitegrast,dry eye disease,8,11
levetiracetam,seizures,1,18
methocarbamol,opiate withdrawal,9,91
bisacodyl,bowel preparation,10,3
alprazolam,anxiety,10,91
sumatriptan,migraine,8,1
levonorgestrel,birth control,1,0
telmisartan,high blood pressure,5,105
clarithromycin,helicobacter pylori infection,1,1
oxcarbazepine,seizures,7,28
ranibizumab,macular degeneration,9,21
methotrexate,psoriasis,10,95
lorazepam,sedation,10,18
levonorgestrel,birth control,7,4
dexlansoprazole,barrett's esophagus,10,9
ciprofloxacin,urinary tract infection,10,11
letrozole,"breast cancer, adjuvant",5,108
clonazepam,anxiety,1,51
gabapentin,anxiety,10,106
etanercept,psoriatic arthritis,10,40
adalimumab,psoriatic arthritis,1,6
alprazolam,anxiety,1,4
estradiol,atrophic vaginitis,1,50
aripiprazole,depression,5,17
levonorgestrel,birth control,1,5
spironolactone,acne,10,38
levonorgestrel,birth control,2,2
carbamazepine,epilepsy,6,4
levonorgestrel,abnormal uterine bleeding,10,49
clindamycin,acne,9,29
tioconazole,vaginal yeast infection,5,5
sumatriptan,migraine,10,7
gabapentin,anxiety,10,50
tioconazole,vaginal yeast infection,1,1
tadalafil,erectile dysfunction,9,41
famciclovir,cold sores,8,8
diazepam,muscle spasm,6,92
mycophenolate mofetil,myasthenia gravis,10,9
levonorgestrel,birth control,9,103
temazepam,insomnia,1,21
meloxicam,osteoarthritis,10,125
liraglutide,obesity,10,12
eszopiclone,insomnia,10,62
pregabalin,nan,9,20
lacosamide,seizures,9,69
ondansetron,nausea/vomiting,8,2
levonorgestrel,abnormal uterine bleeding,8,23
metronidazole,bacterial vaginitis,10,8
levonorgestrel,birth control,2,0
tadalafil,erectile dysfunction,9,54
baclofen,muscle spasm,8,57
metronidazole,dental abscess,10,16
propofol,anesthesia,1,8
mycophenolate mofetil,nan,9,12
apremilast,plaque psoriasis,10,27
azilsartan medoxomil,high blood pressure,3,1
desvenlafaxine,depression,6,6
lamotrigine,seizure prevention,10,14
estradiol,osteoporosis,4,7
metronidazole,bacterial vaginitis,10,2
levonorgestrel,emergency contraception,10,7
alprazolam,anxiety,10,10
omalizumab,urticaria,1,1
omalizumab,"asthma, maintenance",10,34
nitrofurantoin,prevention of bladder infection,1,16
alprazolam,panic disorde,8,17
alprazolam,anxiety,10,1
imiquimod,human papilloma virus,8,9
levonorgestrel,emergency contraception,8,9
hydrochlorothiazide,high blood pressure,3,27
tioconazole,vaginal yeast infection,6,0
estradiol,atrophic vaginitis,1,25
eszopiclone,insomnia,10,17
rituximab,rheumatoid arthritis,7,18
adalimumab,psoriasis,10,58
levonorgestrel,emergency contraception,10,10
tadalafil,erectile dysfunction,10,68
alprazolam,depression,10,16
gabapentin,anxiety,9,77
capecitabine,colorectal cance,8,13
clindamycin,acne,3,1
bisacodyl,constipation,6,19
bisacodyl,constipation,1,5
levonorgestrel,birth control,5,6
nabumetone,muscle pain,1,20
temazepam,insomnia,10,16
lamotrigine,bipolar disorde,10,240
lacosamide,seizures,7,41
levonorgestrel,emergency contraception,10,10
cilostazol,intermittent claudication,10,34
carisoprodol,muscle spasm,9,26
clarithromycin,upper respiratory tract infection,1,8
levonorgestrel,birth control,10,0
tioconazole,vaginal yeast infection,4,1
mirtazapine,anxiety,7,45
temazepam,insomnia,1,8
ciprofloxacin,kidney infections,7,23
gabapentin,anxiety,10,86
levonorgestrel,birth control,3,3
alprazolam,anxiety,10,19
gabapentin,reflex sympathetic dystrophy syndrome,2,7
desvenlafaxine,major depressive disorde,7,1
naltrexone,alcohol dependence,10,144
gabapentin,neuropathic pain,1,18
gabapentin,anxiety,7,0
tioconazole,vaginal yeast infection,5,2
desvenlafaxine,anxiety,8,50
sumatriptan,migraine,9,5
suvorexant,insomnia,1,22
levonorgestrel,emergency contraception,10,29
crisaborole,atopic dermatitis,9,17
lamotrigine,bipolar disorde,9,40
furosemide,edema,7,38
adapalene,acne,10,42
lansoprazole,gerd,10,46
apremilast,psoriatic arthritis,9,21
levonorgestrel,birth control,3,14
desvenlafaxine,depression,1,12
ciprofloxacin,bladder infection,10,82
clindamycin,not listed / othe,2,2
levonorgestrel,emergency contraception,10,28
levonorgestrel,birth control,10,15
lisinopril,high blood pressure,5,49
paliperidone,schizoaffective disorde,1,16
carbamazepine,trigeminal neuralgia,5,16
furosemide,edema,4,107
orlistat,obesity,10,144
levonorgestrel,birth control,8,1
silver sulfadiazine,"burns, external",10,21
pregabalin,ibromyalgia,8,54
clindamycin,sinusitis,9,67
levonorgestrel,abnormal uterine bleeding,2,15
itraconazole,"onychomycosis, toenail",10,3
fluconazole,vaginal yeast infection,8,87
clonazepam,anxiety,10,16
carbamazepine,trigeminal neuralgia,10,12
bisacodyl,constipation,4,0
rosuvastatin,high cholesterol,6,10
levonorgestrel,birth control,9,2
bisacodyl,constipation,4,5
topiramate,bipolar disorde,8,45
spironolactone,acne,9,15
dexlansoprazole,gerd,1,1
lamotrigine,borderline personality disorde,10,30
mirtazapine,major depressive disorde,10,7
levonorgestrel,emergency contraception,6,0
hylan g-f 20,osteoarthritis,10,43
desonide,psoriasis,9,25
levonorgestrel,birth control,9,4
rosuvastatin,high cholesterol,1,77
valsartan,high blood pressure,1,47
etanercept,ankylosing spondylitis,7,21
lisinopril,high blood pressure,10,51
methocarbamol,not listed / othe,10,10
ondansetron,nausea/vomiting,10,48
gabapentin,restless legs syndrome,9,90
nabumetone,osteoarthritis,7,26
pioglitazone,"diabetes, type 2",3,45
atenolol,anxiety,1,16
nitrofurantoin,urinary tract infection,9,1
diazepam,muscle spasm,9,11
bisacodyl,nan,10,26
methocarbamol,muscle spasm,8,25
methocarbamol,muscle spasm,3,82
liraglutide,obesity,9,13
eszopiclone,insomnia,6,27
gabapentin,postherpetic neuralgia,9,23
estradiol,postmenopausal symptoms,1,3
letrozole,"breast cancer, metastatic",1,3
mirtazapine,insomnia,1,2
tioconazole,vaginal yeast infection,10,14
pimecrolimus,eczema,6,41
levonorgestrel,birth control,4,14
zaleplon,insomnia,10,72
levonorgestrel,birth control,8,1
levonorgestrel,birth control,9,8
diazepam,anxiety,10,53
levonorgestrel,birth control,10,3
tioconazole,vaginal yeast infection,1,16
ondansetron,nausea/vomiting,2,7
topiramate,migraine prevention,5,15
desvenlafaxine,depression,9,36
sumatriptan,migraine,9,3
nilotinib,chronic myelogenous leukemia,1,2
metronidazole,clostridial infection,1,10
rituximab,rheumatoid arthritis,10,85
clindamycin,bacterial vaginitis,2,14
tioconazole,vaginal yeast infection,1,5
levonorgestrel,birth control,9,0
methocarbamol,opiate withdrawal,10,341
apremilast,plaque psoriasis,7,2
pentoxifylline,intermittent claudication,8,47
ropinirole,restless legs syndrome,10,8
levetiracetam,epilepsy,2,11
mirtazapine,insomnia,5,68
desvenlafaxine,depression,6,20
eszopiclone,insomnia,9,11
armodafinil,narcolepsy,9,9
fluconazole,esophageal candidiasis,10,21
cefdinir,sinusitis,1,10
ondansetron,nausea/vomiting,10,32
levonorgestrel,birth control,10,43
suvorexant,insomnia,1,2
desvenlafaxine,depression,9,12
levonorgestrel,emergency contraception,10,7
oseltamivir,influenza,4,9
levonorgestrel,birth control,8,3
allopurinol,gout,10,83
spironolactone,hirsutism,8,152
hydrocortisone,eczema,10,9
ticagrelor,prevention of atherothrombotic events,8,1
imiquimod,human papilloma virus,10,18
imiquimod,basal cell carcinoma,10,47
oxazepam,anxiety,10,78
melatonin,insomnia,5,23
tadalafil,erectile dysfunction,10,99
levonorgestrel,birth control,3,1
lisinopril,high blood pressure,8,40
levonorgestrel,birth control,9,12
methotrexate,rheumatoid arthritis,2,37
temazepam,insomnia,1,22
desvenlafaxine,bipolar disorde,1,0
armodafinil,narcolepsy,6,34
aripiprazole,bipolar disorde,10,114
alprazolam,tinnitus,4,19
pramipexole,restless legs syndrome,3,19
omalizumab,urticaria,10,25
nitrofurantoin,urinary tract infection,1,32
cefdinir,bronchitis,6,8
eluxadoline,irritable bowel syndrome,10,12
nortriptyline,pain,8,178
infliximab,ankylosing spondylitis,8,26
pregabalin,ibromyalgia,10,67
tadalafil,erectile dysfunction,8,34
clonazepam,anxiety,10,207
metronidazole,perioral dermatitis,8,15
desvenlafaxine,depression,8,23
topiramate,migraine prevention,7,5
desvenlafaxine,depression,5,15
levonorgestrel,emergency contraception,10,2
levonorgestrel,emergency contraception,9,39
olanzapine,tourette's syndrome,6,7
ketamine,anesthesia,10,27
topiramate,migraine prevention,10,23
nortriptyline,vulvodynia,5,14
levonorgestrel,emergency contraception,7,19
tadalafil,erectile dysfunction,10,20
levonorgestrel,birth control,9,102
eluxadoline,irritable bowel syndrome,10,13
capsaicin,osteoarthritis,9,40
clonazepam,anxiety,9,24
levonorgestrel,birth control,4,4
rasagiline,parkinson's disease,10,68
alprazolam,panic disorde,10,117
tioconazole,vaginal yeast infection,1,5
clarithromycin,dental abscess,10,11
pregabalin,postherpetic neuralgia,8,28
dapsone,acne,10,21
methotrexate,psoriasis,9,14
loratadine,allergic rhinitis,4,13
ranolazine,angina,9,91
desvenlafaxine,depression,10,30
dexlansoprazole,barrett's esophagus,9,9
ziprasidone,bipolar disorde,1,14
tioconazole,vaginal yeast infection,10,3
tioconazole,vaginal yeast infection,5,0
suvorexant,insomnia,3,17
levonorgestrel,birth control,9,2
baclofen,muscle spasm,1,32
cephalexin,bacterial infection,8,22
dulaglutide,"diabetes, type 2",5,10
mycophenolate mofetil,myasthenia gravis,7,8
levonorgestrel,emergency contraception,10,4
clonazepam,anxiety,10,52
apixaban,"deep vein thrombosis, prophylaxis",4,36
desvenlafaxine,depression,10,14
clindamycin,bacterial infection,7,72
pentosan polysulfate sodium,interstitial cystitis,10,21
lisinopril,high blood pressure,6,114
tadalafil,erectile dysfunction,7,44
bisacodyl,constipation,10,32
ziprasidone,bipolar disorde,10,4
desvenlafaxine,depression,10,3
levonorgestrel,abnormal uterine bleeding,3,12
clarithromycin,sinusitis,6,7
clonazepam,migraine prevention,8,26
secukinumab,plaque psoriasis,9,14
nortriptyline,pain,6,26
desvenlafaxine,depression,9,113
regorafenib,gastrointestinal stromal tum,1,6
desvenlafaxine,depression,8,21
nortriptyline,depression,1,13
gabapentin,bipolar disorde,4,15
levonorgestrel,abnormal uterine bleeding,7,21
celecoxib,pain,2,38
