drugName,condition,rating,usefulCount
olanzapine,schizophrenia,8,30
nitrofurantoin,urinary tract infection,2,38
solifenacin,overactive bladde,8,27
venlafaxine,depression,8,6
diazepam,anxiety,6,20
paroxetine,anxiety,7,15
paroxetine,hot flashes,10,35
sodium hyaluronate,osteoarthritis,9,30
desvenlafaxine,depression,8,142
diclofenac,osteoarthritis,10,1
metformin,"diabetes, type 2",7,24
sertraline,nan,7,8
ropinirole,restless legs syndrome,10,14
bisacodyl,constipation,2,5
testosterone,"hypogonadism, male",9,32
canagliflozin,"diabetes, type 2",10,10
imiquimod,human papilloma virus,7,14
levonorgestrel,birth control,9,2
clarithromycin,bronchitis,1,1
tioconazole,vaginal yeast infection,9,2
amiodarone,arrhythmia,8,77
diazepam,anxiety,10,44
liraglutide,"diabetes, type 2",3,12
bisoprolol,high blood pressure,10,69
amitriptyline,migraine prevention,3,6
metronidazole,trichomoniasis,8,7
pregabalin,ibromyalgia,7,95
tamsulosin,nan,10,9
aripiprazole,bipolar disorde,8,8
desvenlafaxine,depression,9,22
fluticasone,"asthma, maintenance",4,3
morphine,pain,8,38
diazepam,anxiety,8,47
levonorgestrel,emergency contraception,10,17
disopyramide,arrhythmia,8,17
amiodarone,arrhythmia,8,28
brimonidine,rosacea,10,30
norethindrone,birth control,10,10
meloxicam,osteoarthritis,10,84
levonorgestrel,emergency contraception,8,13
propranolol,anxiety,9,71
tadalafil,erectile dysfunction,10,50
melatonin,insomnia,10,29
duloxetine,osteoarthritis,10,109
minocycline,acne,9,5
methotrexate,psoriasis,10,63
azithromycin,bronchitis,10,27
glimepiride,"diabetes, type 2",7,26
diphenhydramine,insomnia,1,2
tapentadol,pain,9,5
hydroxyzine,pruritus,8,11
citalopram,anxiety and stress,1,40
nortriptyline,pain,10,58
montelukast,asthma,1,12
levonorgestrel,birth control,8,4
escitalopram,anxiety,10,21
topiramate,bipolar disorde,9,39
adapalene,acne,9,11
atorvastatin,"high cholesterol, familial heterozygous",10,66
medroxyprogesterone,birth control,9,1
levonorgestrel,birth control,9,1
metoprolol,high blood pressure,8,17
amoxicillin,bacterial infection,8,16
atenolol,high blood pressure,4,21
alprazolam,anxiety,7,5
nitrofurantoin,urinary tract infection,1,6
famciclovir,cold sores,9,5
levothyroxine,underactive thyroid,9,11
tramadol,pain,10,61
cipro,urinary tract infection,5,53
alprazolam,anxiety,9,29
liraglutide,"diabetes, type 2",10,75
paroxetine,postmenopausal symptoms,4,1
nitrofurantoin,urinary tract infection,6,26
duloxetine,bipolar disorde,8,23
azelaic acid,rosacea,4,29
miconazole,vaginal yeast infection,5,15
topiramate,migraine prevention,10,47
roflumilast,copd,10,79
topiramate,migraine prevention,10,14
eszopiclone,insomnia,9,28
macitentan,pulmonary hypertension,10,5
cabergoline,hyperprolactinemia,4,21
levonorgestrel,birth control,6,2
azithromycin,"mycobacterium avium-intracellulare, treatment",7,14
topiramate,migraine prevention,9,22
clonazepam,panic disorde,10,97
quetiapine,bipolar disorde,9,54
melatonin,insomnia,9,36
venlafaxine,anxiety,10,71
tizanidine,muscle spasm,7,25
hydroxychloroquine,rheumatoid arthritis,9,144
escitalopram,depression,5,33
topiramate,obesity,9,1
escitalopram,generalized anxiety disorde,10,15
modafinil,obstructive sleep apnea/hypopnea syndrome,8,38
milnacipran,ibromyalgia,10,76
sertraline,depression,2,19
duloxetine,ibromyalgia,4,1
levetiracetam,epilepsy,9,6
ranitidine,indigestion,6,4
doxepin,anxiety,9,55
sertraline,major depressive disorde,10,12
megestrol,abnormal uterine bleeding,10,107
varenicline,smoking cessation,9,31
oxazepam,anxiety,7,41
diazepam,anxiety,10,119
testosterone,"hypogonadism, male",1,30
prochlorperazine,nausea/vomiting,9,9
acyclovir,mononucleosis,10,9
varenicline,smoking cessation,10,57
clindamycin,bacterial vaginitis,8,6
mirtazapine,anxiety,8,127
tramadol,pain,10,7
naproxen,period pain,9,2
hydroxyzine,allergies,10,15
sertraline,postpartum depression,9,30
naproxen,tendonitis,10,10
citalopram,panic disorde,10,117
duloxetine,depression,4,28
modafinil,narcolepsy,10,34
miconazole,vaginal yeast infection,5,4
tioconazole,vaginal yeast infection,1,6
diazepam,anxiety,8,21
diclofenac,osteoarthritis,9,50
meloxicam,not listed / othe,10,36
oxymetazoline,rosacea,4,9
venlafaxine,panic disorde,5,3
alprazolam,anxiety,10,3
levofloxacin,pneumonia,10,67
sertraline,depression,3,48
lithium,bipolar disorde,7,31
escitalopram,not listed / othe,10,2
adalimumab,psoriasis,9,33
aripiprazole,bipolar disorde,7,12
ziprasidone,schizophrenia,9,26
adapalene,acne,6,9
levonorgestrel,birth control,1,4
bisacodyl,constipation,1,5
adalimumab,spondyloarthritis,2,0
hydroxyzine,anxiety,7,25
rifaximin,hepatic encephalopathy,10,17
lisinopril,high blood pressure,1,14
mirtazapine,insomnia,7,35
citalopram,panic disorde,4,22
valsartan,high blood pressure,1,8
levofloxacin,bacterial infection,2,8
dexlansoprazole,gerd,10,6
fluoxetine,hot flashes,7,15
tramadol,chronic pain,1,21
spironolactone,acne,10,16
aripiprazole,bipolar disorde,9,29
hydroxyzine,sedation,9,49
vilazodone,depression,1,12
atenolol,high blood pressure,8,20
gabapentin,neuropathic pain,10,23
metronidazole,bacterial infection,8,22
duloxetine,chronic pain,1,45
paroxetine,major depressive disorde,7,4
meloxicam,inflammatory conditions,5,31
amlodipine,high blood pressure,6,28
losartan,high blood pressure,9,22
furosemide,high blood pressure,5,31
fluoxetine,depression,9,14
ropinirole,restless legs syndrome,7,19
tamsulosin,overactive bladde,5,61
zaleplon,insomnia,1,28
gabapentin,ibromyalgia,3,22
nortriptyline,migraine prevention,9,1
levonorgestrel,emergency contraception,9,13
tapentadol,pain,8,48
desvenlafaxine,postmenopausal symptoms,10,20
levofloxacin,prostatitis,2,3
sildenafil,pulmonary hypertension,1,26
salicylic acid,dermatological disorders,10,5
clindamycin,bacterial infection,2,20
baclofen,cervical dystonia,7,31
bisacodyl,constipation,2,1
mirabegron,overactive bladde,10,46
fluoxetine,depression,10,7
fluoxetine,anxiety and stress,8,27
simvastatin,high cholesterol,3,39
miconazole,vaginal yeast infection,1,17
venlafaxine,major depressive disorde,8,37
clonazepam,insomnia,9,18
pregabalin,ibromyalgia,10,29
doxycycline,chlamydia infection,9,10
miconazole,vaginal yeast infection,1,13
lamotrigine,bipolar disorde,10,39
quetiapine,bipolar disorde,2,31
topiramate,obesity,2,20
metronidazole,bacterial vaginitis,9,5
cipro,bladder infection,1,19
duloxetine,pain,8,48
citalopram,depression,10,28
dulaglutide,"diabetes, type 2",10,0
pregabalin,pain,8,62
prasugrel,acute coronary syndrome,10,32
tioconazole,vaginal yeast infection,10,5
methylphenidate,adhd,8,2
azithromycin,bronchitis,10,16
lithium,bipolar disorde,10,154
norethindrone,birth control,1,11
tamsulosin,benign prostatic hyperplasia,5,23
tramadol,depression,10,45
rivaroxaban,deep vein thrombosis,1,76
amitriptyline,chronic myofascial pain,10,1
pregabalin,generalized anxiety disorde,9,73
tioconazole,vaginal yeast infection,1,6
metronidazole,bacterial infection,10,19
lamotrigine,bipolar disorde,9,32
amitriptyline,migraine prevention,9,32
echinacea,cold symptoms,10,7
pramipexole,restless legs syndrome,9,58
citalopram,depression,7,10
escitalopram,anxiety,9,82
venlafaxine,major depressive disorde,8,33
norethindrone,birth control,10,17
fexofenadine,allergic rhinitis,9,5
sertraline,depression,7,22
levomilnacipran,depression,3,47
levonorgestrel,emergency contraception,10,7
lubiprostone,"constipation, chronic",9,37
vardenafil,erectile dysfunction,2,32
amitriptyline,anxiety and stress,10,1
clarithromycin,sinusitis,5,18
nitrofurantoin,urinary tract infection,1,9
clonazepam,insomnia,10,27
paliperidone,schizophrenia,1,3
dulaglutide,"diabetes, type 2",10,0
budesonide,ulcerative colitis,1,2
canagliflozin,"diabetes, type 2",9,47
digoxin,atrial fibrillation,3,99
exemestane,breast cance,1,1
alprazolam,panic disorde,8,29
bisacodyl,constipation,10,13
ramipril,high blood pressure,10,15
clonazepam,panic disorde,10,20
ondansetron,gastroenteritis,10,55
levonorgestrel,birth control,9,6
clonidine,perimenopausal symptoms,10,32
venlafaxine,depression,5,22
lurasidone,bipolar disorde,8,23
metronidazole,diverticulitis,8,28
fluoxetine,depression,8,38
doxycycline,bronchitis,1,13
levonorgestrel,birth control,8,5
topiramate,migraine prevention,9,18
desvenlafaxine,depression,10,0
linaclotide,irritable bowel syndrome,9,1
clobazam,lennox-gastaut syndrome,10,12
levonorgestrel,birth control,10,2
pregabalin,peripheral neuropathy,3,19
doxycycline,bacterial infection,1,17
varenicline,smoking cessation,10,31
bisacodyl,constipation,7,0
amitriptyline,insomnia,10,60
canagliflozin,"diabetes, type 2",10,31
imatinib,chronic eosinophilic leukemia,8,4
levocetirizine,allergies,1,7
sulfasalazine,rheumatoid arthritis,9,26
levonorgestrel,emergency contraception,10,34
latanoprost,"glaucoma, open angle",5,89
paroxetine,generalized anxiety disorde,6,22
amitriptyline,migraine prevention,9,25
moxifloxacin,sinusitis,4,18
cyclobenzaprine,muscle spasm,10,17
montelukast,allergic rhinitis,1,6
sotalol,atrial fibrillation,7,117
diclofenac,pain,9,7
acyclovir,herpes zoste,7,10
escitalopram,depression,10,80
donepezil,alzheimer's disease,5,37
levonorgestrel,emergency contraception,10,2
hydroxychloroquine,systemic lupus erythematosus,10,39
tramadol,pain,7,8
aripiprazole,bipolar disorde,9,16
apri,birth control,1,0
tazarotene,acial wrinkles,8,3
metoprolol,atrial fibrillation,5,20
levonorgestrel,birth control,8,4
diclofenac,rheumatoid arthritis,9,19
metoprolol,high blood pressure,9,29
diazepam,meniere's disease,10,33
vilazodone,depression,8,30
aripiprazole,bipolar disorde,6,40
miconazole,vaginal yeast infection,8,7
tamoxifen,breast cance,7,61
guaifenesin,ibromyalgia,1,44
alprazolam,anxiety,10,13
ranexa,angina,4,5
duloxetine,generalized anxiety disorde,1,1
lurasidone,bipolar disorde,5,0
levonorgestrel,birth control,5,2
medroxyprogesterone,birth control,10,7
paliperidone,bipolar disorde,10,6
topiramate,obesity,10,82
oseltamivir,influenza,2,0
paroxetine,anxiety,10,40
gabapentin,bipolar disorde,8,51
fluorouracil,keratosis,10,70
polyethylene glycol 3350,constipation,9,59
diclofenac,osteoarthritis,9,15
zolpidem,insomnia,1,9
clonazepam,anxiety,10,36
levonorgestrel,abnormal uterine bleeding,1,12
pregabalin,ibromyalgia,10,100
apremilast,psoriatic arthritis,1,15
liraglutide,obesity,10,43
paroxetine,generalized anxiety disorde,7,20
methylphenidate,narcolepsy,1,17
escitalopram,depression,5,4
albendazole,cutaneous larva migrans,9,7
duloxetine,generalized anxiety disorde,8,118
gabapentin,hot flashes,10,23
mirtazapine,depression,10,40
morphine,pain,8,42
medroxyprogesterone,abnormal uterine bleeding,10,15
dulaglutide,"diabetes, type 2",7,34
ivermectin,rosacea,1,34
carbamazepine,trigeminal neuralgia,8,16
levonorgestrel,birth control,9,2
levonorgestrel,emergency contraception,10,37
desvenlafaxine,depression,10,42
levonorgestrel,birth control,5,1
dulaglutide,"diabetes, type 2",5,19
olmesartan,high blood pressure,9,46
desvenlafaxine,anxiety,9,49
methyl salicylate,osteoarthritis,10,1
modafinil,obstructive sleep apnea/hypopnea syndrome,9,1
medroxyprogesterone,birth control,10,0
medroxyprogesterone,abnormal uterine bleeding,1,2
phenytoin,seizures,10,19
dexlansoprazole,barrett's esophagus,1,9
promethazine,allergic reactions,10,22
isotretinoin,acne,10,36
clarithromycin,sinusitis,9,13
modafinil,multiple sclerosis,10,21
medroxyprogesterone,birth control,4,14
mometasone,psoriasis,10,39
metronidazole,amebiasis,6,1
nebivolol,mitral valve prolapse,9,34
guaifenesin,cough,7,7
lorazepam,anxiety,6,4
alprazolam,anxiety,10,0
amlodipine,high blood pressure,6,22
azathioprine,myasthenia gravis,8,43
metronidazole,bacterial vaginitis,9,5
levofloxacin,otitis media,1,3
escitalopram,anxiety,1,16
levofloxacin,pneumonia,10,1
naproxen,back pain,10,16
naproxen,muscle pain,10,7
lysine,"herpes simplex, suppression",10,134
venlafaxine,anxiety,9,30
darifenacin,overactive bladde,10,20
griseofulvin,tinea corporis,5,1
vardenafil,erectile dysfunction,10,86
levonorgestrel,emergency contraception,9,1
ceftriaxone,bacterial infection,10,19
sertraline,major depressive disorde,7,18
dabigatran,prevention of thromboembolism in atrial fibrillation,10,33
fluoxetine,depression,10,95
bupropion,"sexual dysfunction, ssri induced",1,59
lidocaine,pain,8,59
pregabalin,restless legs syndrome,10,41
sertraline,depression,8,23
doxycycline,acne,6,6
venlafaxine,depression,9,59
escitalopram,generalized anxiety disorde,1,4
eplerenone,high blood pressure,6,27
levofloxacin,pneumonia,1,4
paroxetine,anxiety,1,17
sodium hyaluronate,osteoarthritis,10,48
testosterone,"hypogonadism, male",10,19
copper,birth control,3,11
terbinafine,"onychomycosis, toenail",10,58
isotretinoin,acne,7,4
duloxetine,depression,3,102
apri,birth control,9,5
miconazole,vaginal yeast infection,10,10
lorazepam,anxiety,10,68
esomeprazole,gerd,10,10
eluxadoline,irritable bowel syndrome,8,17
nitroglycerin,anal fissure and fistula,10,2
fluconazole,vaginal yeast infection,10,58
norethindrone,abnormal uterine bleeding,9,26
sumatriptan,cluster headaches,10,2
gabapentin,bipolar disorde,9,1
escitalopram,depression,9,39
methotrexate,psoriasis,10,16
quetiapine,bipolar disorde,10,10
lifitegrast,dry eye disease,7,23
olanzapine,bipolar disorde,7,16
losartan,high blood pressure,2,71
cyclobenzaprine,ibromyalgia,8,58
metronidazole,bacterial vaginitis,7,4
aripiprazole,major depressive disorde,10,10
zoledronic acid,osteoporosis,6,66
levonorgestrel,birth control,10,3
lamotrigine,bipolar disorde,10,4
metronidazole,bacterial infection,5,3
amoxicillin,urinary tract infection,10,197
carbamazepine,epilepsy,10,10
citalopram,anxiety and stress,10,65
propranolol,mance anxiety,10,28
montelukast,allergic rhinitis,1,4
metformin,polycystic ovary syndrome,7,24
azithromycin,chlamydia infection,9,3
fluoxetine,depression,9,26
methylphenidate,adhd,10,9
duloxetine,ibromyalgia,8,19
meloxicam,tendonitis,10,75
lurasidone,bipolar disorde,10,45
duloxetine,depression,10,93
suvorexant,insomnia,1,10
miconazole,vaginal yeast infection,1,5
bupropion,depression,8,5
cefdinir,otitis media,1,8
indomethacin,"gout, acute",8,23
clindamycin,bacterial infection,8,103
liraglutide,obesity,10,10
levonorgestrel,emergency contraception,10,7
valsartan,high blood pressure,7,7
clarithromycin,sinusitis,10,11
venlafaxine,generalized anxiety disorde,9,22
quetiapine,borderline personality disorde,7,2
gabapentin,anxiety,10,62
medroxyprogesterone,birth control,3,6
levonorgestrel,birth control,1,4
sertraline,depression,1,30
alprazolam,anxiety,9,36
levonorgestrel,abnormal uterine bleeding,8,0
teriparatide,osteoporosis,3,77
testosterone,"hypogonadism, male",6,30
miconazole,vaginal yeast infection,2,8
tioconazole,vaginal yeast infection,10,3
tramadol,back pain,3,14
ondansetron,nausea/vomiting,9,9
omalizumab,"asthma, maintenance",1,0
bupropion,anxiety,7,58
tapentadol,pain,10,2
oxymetazoline,nasal congestion,1,10
cefdinir,sinusitis,8,4
copper,birth control,10,3
sumatriptan,migraine,10,11
atomoxetine,adhd,1,11
magnesium hydroxide,constipation,10,38
paliperidone,schizophrenia,9,77
zolpidem,insomnia,6,31
armodafinil,hypersomnia,2,9
vilazodone,depression,7,18
niacin,high cholesterol,9,28
megestrol,abnormal uterine bleeding,9,1
magnesium hydroxide,constipation,10,31
tioconazole,vaginal yeast infection,10,19
levonorgestrel,birth control,1,9
medroxyprogesterone,endometriosis,1,18
nortriptyline,migraine prevention,9,19
ropinirole,restless legs syndrome,10,20
clonazepam,anxiety,8,10
fluoxetine,premenstrual dysphoric disorde,10,37
erythromycin,pharyngitis,7,6
clarithromycin,upper respiratory tract infection,8,79
fentanyl,pain,10,27
fluphenazine,psychosis,10,16
meloxicam,not listed / othe,10,1
vardenafil,erectile dysfunction,10,16
doxylamine,insomnia,3,4
acyclovir,herpes simplex,10,25
methylphenidate,adhd,8,38
diclofenac,pain,9,39
canagliflozin,"diabetes, type 2",9,49
letrozole,"breast cancer, metastatic",10,122
topiramate,migraine prevention,6,30
levonorgestrel,birth control,10,3
bupropion,anxiety,6,15
azithromycin,bronchitis,7,29
pantoprazole,gerd,4,0
hydroxocobalamin,vitamin b12 deficiency,1,0
minocycline,acne,10,37
tramadol,back pain,1,23
sertraline,depression,1,13
varenicline,smoking cessation,1,13
donepezil,alzheimer's disease,1,39
quetiapine,bipolar disorde,10,26
lamotrigine,seizure prevention,4,7
propofol,anesthesia,10,21
sumatriptan,migraine,7,16
levonorgestrel,birth control,9,7
omalizumab,"asthma, maintenance",10,28
vilazodone,anxiety,9,28
carbamazepine,epilepsy,8,23
clindamycin,bacterial infection,10,23
metronidazole,bacterial vaginitis,10,29
nortriptyline,pain,10,88
tretinoin,acne,10,100
tramadol,back pain,10,10
venlafaxine,depression,1,47
baclofen,muscle spasm,3,4
infliximab,"crohn's disease, maintenance",7,25
venlafaxine,depression,9,38
levonorgestrel,birth control,5,0
metformin,min),6,70
risperidone,asperger syndrome,5,1
varenicline,smoking cessation,10,37
medroxyprogesterone,abnormal uterine bleeding,3,8
varenicline,smoking cessation,10,1
gabapentin,pain,9,28
acyclovir,"herpes simplex, suppression",10,28
ropinirole,restless legs syndrome,10,2
finasteride,androgenetic alopecia,1,31
medroxyprogesterone,abnormal uterine bleeding,1,6
alprazolam,panic disorde,9,2
nitrofurantoin,urinary tract infection,9,5
fluoxetine,binge eating disorde,10,32
ethosuximide,seizures,10,2
diclofenac,pain,9,29
clindamycin,skin or soft tissue infection,2,7
paroxetine,generalized anxiety disorde,10,8
duloxetine,depression,10,106
aripiprazole,major depressive disorde,1,4
topiramate,migraine prevention,2,13
fluorouracil,keratosis,8,39
clonazepam,panic disorde,10,261
tioconazole,vaginal yeast infection,1,2
lisinopril,high blood pressure,1,37
sertraline,post traumatic stress disorde,8,57
melatonin,insomnia,7,16
topiramate,bipolar disorde,2,33
apri,birth control,3,1
ceftibuten,sinusitis,8,7
exemestane,breast cance,3,69
melatonin,insomnia,9,43
paroxetine,anxiety,8,25
clonazepam,panic disorde,10,41
zolpidem,insomnia,5,19
carisoprodol,muscle spasm,9,43
clonidine,opiate withdrawal,10,118
imiquimod,human papilloma virus,2,3
ciprofloxacin,urinary tract infection,2,17
bupropion,not listed / othe,8,0
metformin,polycystic ovary syndrome,6,31
diazepam,anxiety,10,37
venlafaxine,generalized anxiety disorde,7,18
paliperidone,schizophrenia,8,2
nortriptyline,migraine prevention,9,60
capecitabine,"breast cancer, metastatic",3,6
levetiracetam,seizures,9,8
diazepam,anxiety,1,45
methylphenidate,adhd,10,42
ketamine,anesthesia,2,0
hylan g-f 20,osteoarthritis,8,25
medroxyprogesterone,abnormal uterine bleeding,1,10
hydroxyzine,anxiety,8,26
azithromycin,sinusitis,1,12
varenicline,smoking cessation,10,14
fluoxetine,major depressive disorde,10,5
armodafinil,depression,8,23
sertraline,premenstrual dysphoric disorde,9,28
sertraline,anxiety and stress,1,17
clonazepam,night terrors,4,2
rivaroxaban,atrial fibrillation,1,49
famciclovir,cold sores,9,3
alprazolam,anxiety,10,74
olanzapine,bipolar disorde,6,44
citalopram,anxiety and stress,10,37
tramadol,depression,10,129
triamcinolone,alopecia,2,3
pentoxifylline,intermittent claudication,9,73
pramipexole,restless legs syndrome,1,5
aspirin,heart attack,9,20
sumatriptan,migraine,10,11
levonorgestrel,birth control,8,3
levothyroxine,underactive thyroid,10,26
ketamine,anesthesia,1,21
risperidone,autism,5,81
hydroxyzine,nausea/vomiting,1,7
escitalopram,obsessive compulsive disorde,10,18
mycophenolate mofetil,"organ transplant, rejection prophylaxis",9,11
clonazepam,anxiety,8,23
sertraline,panic disorde,9,61
zonisamide,seizures,8,14
venlafaxine,depression,1,30
escitalopram,depression,5,5
topiramate,migraine prevention,1,9
clopidogrel,heart attack,8,7
dabigatran,prevention of thromboembolism in atrial fibrillation,1,19
trospium,overactive bladde,7,39
miconazole,vaginal yeast infection,1,3
sertraline,anxiety and stress,8,46
gabapentin,anxiety,1,12
niacin,high cholesterol,10,26
desvenlafaxine,depression,10,32
losartan,high blood pressure,1,71
budesonide,crohn's disease,1,0
aripiprazole,borderline personality disorde,10,37
fentanyl,pain,10,99
testosterone,"hypogonadism, male",6,23
oxymorphone,pain,10,24
imiquimod,basal cell carcinoma,7,23
citalopram,anxiety and stress,9,77
duloxetine,ibromyalgia,1,24
duloxetine,depression,2,25
clonidine,hypertensive emergency,9,14
oxcarbazepine,anxiety,1,2
mirtazapine,insomnia,8,59
fluoxetine,hot flashes,1,2
escitalopram,depression,8,10
liraglutide,obesity,10,47
lamotrigine,bipolar disorde,10,13
propranolol,migraine prevention,8,40
amitriptyline,pudendal neuralgia,1,5
clonazepam,panic disorde,10,161
temazepam,insomnia,10,29
venlafaxine,generalized anxiety disorde,10,148
sertraline,social anxiety disorde,10,12
tioconazole,vaginal yeast infection,5,2
eszopiclone,insomnia,9,2
dexamethasone,inflammatory conditions,10,28
montelukast,allergic rhinitis,8,0
benzoyl peroxide,acne,8,20
metoprolol,high blood pressure,6,11
adapalene,acne,10,8
diclofenac,back pain,9,36
evening primrose oil,chronic fatigue syndrome,1,4
tioconazole,vaginal yeast infection,1,0
varenicline,smoking cessation,9,1
naproxen,back pain,1,25
duloxetine,depression,10,30
fentanyl,pain,7,13
propofol,anesthesia,10,7
palbociclib,"breast cancer, metastatic",9,48
varenicline,smoking cessation,10,11
clonazepam,anxiety,9,0
citalopram,generalized anxiety disorde,8,259
levonorgestrel,birth control,9,0
medroxyprogesterone,birth control,4,7
liraglutide,"diabetes, type 2",10,43
desvenlafaxine,depression,7,11
estradiol,oophorectomy,9,18
duloxetine,depression,10,138
levonorgestrel,birth control,9,4
citalopram,depression,10,106
cipro,urinary tract infection,10,68
levofloxacin,sinusitis,2,9
atomoxetine,adhd,7,114
tretinoin,acne,9,31
olanzapine,bipolar disorde,4,0
diclofenac,osteoarthritis,8,47
duloxetine,ibromyalgia,10,16
quetiapine,generalized anxiety disorde,2,3
sulfasalazine,ulcerative colitis,8,17
bisacodyl,constipation,10,1
pregabalin,ibromyalgia,1,29
mirtazapine,anxiety,1,78
metronidazole,bacterial infection,7,29
iloperidone,bipolar disorde,10,3
quetiapine,generalized anxiety disorde,2,47
miconazole,vaginal yeast infection,5,2
sodium hyaluronate,osteoarthritis,10,99
bupropion,depression,8,69
mirtazapine,anxiety,10,6
paliperidone,bipolar disorde,8,3
isotretinoin,acne,9,21
oxcarbazepine,bipolar disorde,10,20
aripiprazole,depression,9,135
ciprofloxacin,urinary tract infection,1,26
bupropion,depression,1,1
metronidazole,dental abscess,8,9
escitalopram,anxiety,10,31
lisinopril,high blood pressure,1,37
copper,birth control,2,9
celecoxib,osteoarthritis,1,23
methylphenidate,adhd,9,49
ziprasidone,bipolar disorde,1,3
levonorgestrel,emergency contraception,1,9
ondansetron,nausea/vomiting,10,13
citalopram,anxiety and stress,5,25
docusate,constipation,4,12
diclofenac,osteoarthritis,9,78
escitalopram,anxiety,1,0
levonorgestrel,birth control,1,0
suvorexant,insomnia,3,58
levonorgestrel,birth control,2,7
levocetirizine,allergic rhinitis,10,17
lamotrigine,bipolar disorde,9,36
terbinafine,"onychomycosis, toenail",9,21
famciclovir,cold sores,10,31
aripiprazole,major depressive disorde,8,11
atorvastatin,high cholesterol,10,65
fulvestrant,"breast cancer, metastatic",5,15
pantoprazole,gerd,1,45
diclofenac,sciatica,9,39
aripiprazole,agitated state,6,48
levonorgestrel,emergency contraception,10,33
copper,birth control,10,1
dulaglutide,"diabetes, type 2",3,23
atomoxetine,adhd,8,2
medroxyprogesterone,birth control,8,3
gabapentin,migraine,9,64
fluoxetine,depression,5,6
azithromycin,sinusitis,10,28
risperidone,schizoaffective disorde,8,8
bupropion,depression,7,0
cyclobenzaprine,muscle spasm,8,17
tioconazole,vaginal yeast infection,10,37
diclofenac,pain,10,17
liraglutide,weight loss,8,12
amitriptyline,ibromyalgia,10,23
nitrofurantoin,urinary tract infection,10,20
metronidazole,bacterial vaginitis,6,1
medroxyprogesterone,amenorrhea,10,20
levocetirizine,allergies,5,10
levonorgestrel,abnormal uterine bleeding,8,2
metronidazole,trichomoniasis,10,9
lorazepam,anxiety,9,12
gabapentin,peripheral neuropathy,10,88
ezetimibe,high cholesterol,3,4
levothyroxine,underactive thyroid,10,128
escitalopram,anxiety,10,27
spironolactone,acne,9,28
tramadol,pain,1,15
brexpiprazole,major depressive disorde,1,13
medroxyprogesterone,abnormal uterine bleeding,1,3
tioconazole,vaginal yeast infection,8,8
brexpiprazole,major depressive disorde,10,50
esomeprazole,gerd,10,17
bupropion,bipolar disorde,2,8
alprazolam,anxiety,9,10
levonorgestrel,birth control,6,1
medroxyprogesterone,abnormal uterine bleeding,2,0
meclizine,vertig,10,79
vilazodone,anxiety,9,9
terbinafine,"onychomycosis, toenail",2,29
apremilast,plaque psoriasis,5,18
duloxetine,ibromyalgia,10,71
diazepam,anxiety,10,152
capecitabine,breast cance,10,19
citalopram,anxiety and stress,9,50
alprazolam,panic disorde,9,37
amitriptyline,anxiety and stress,10,78
nitrofurantoin,bladder infection,9,63
gabapentin,ibromyalgia,3,29
sertraline,anxiety and stress,9,19
tranexamic acid,menstrual disorders,3,5
medroxyprogesterone,birth control,9,5
tadalafil,erectile dysfunction,10,75
nitrofurantoin,prevention of bladder infection,10,11
diazepam,anxiety,10,69
amitriptyline,depression,1,17
linaclotide,"constipation, chronic",8,21
sertraline,social anxiety disorde,10,195
clomiphene,emale infertility,10,164
tramadol,ibromyalgia,10,71
lithium,bipolar disorde,10,51
bisacodyl,constipation,10,20
levonorgestrel,birth control,9,0
vardenafil,erectile dysfunction,10,44
clindamycin,acne,10,42
risedronate,osteoporosis,5,93
amlodipine,high blood pressure,1,29
fentanyl,breakthrough pain,9,18
nebivolol,high blood pressure,9,18
prochlorperazine,hiccups,5,6
baclofen,muscle spasm,10,138
vardenafil,erectile dysfunction,10,32
propranolol,mance anxiety,10,41
lamotrigine,depression,10,129
varenicline,smoking cessation,10,4
citalopram,depression,6,14
escitalopram,major depressive disorde,7,7
lubiprostone,"constipation, drug induced",10,35
caffeine,hypersomnia,10,5
lorazepam,insomnia,9,93
metronidazole,bacterial vaginitis,9,17
sertraline,postpartum depression,9,22
aripiprazole,major depressive disorde,1,13
tramadol,ibromyalgia,10,39
levonorgestrel,abnormal uterine bleeding,3,22
temazepam,not listed / othe,9,1
escitalopram,anxiety,5,22
montelukast,asthma,3,67
fluoxetine,obsessive compulsive disorde,10,149
metronidazole,bacterial infection,10,37
apri,birth control,9,16
miconazole,vaginal yeast infection,1,6
clonazepam,restless legs syndrome,10,111
loperamide,traveler's diarrhea,2,23
gabapentin,ibromyalgia,9,153
cetirizine,allergic rhinitis,9,3
clonidine,perimenopausal symptoms,1,9
cefdinir,sinusitis,6,17
apri,birth control,10,3
amitriptyline,depression,9,62
duloxetine,ibromyalgia,10,80
rizatriptan,migraine,9,2
insulin glargine,"diabetes, type 2",3,15
luvox,obsessive compulsive disorde,9,83
venlafaxine,generalized anxiety disorde,7,12
metoprolol,benign essential trem,9,51
naphazoline,nasal congestion,10,36
amlodipine,high blood pressure,10,75
indomethacin,"gout, acute",8,28
gabapentin,bipolar disorde,8,42
bupropion,major depressive disorde,5,49
levonorgestrel,birth control,8,12
quetiapine,generalized anxiety disorde,8,44
bupropion,smoking cessation,1,15
topiramate,obesity,8,31
opium,diarrhea,10,5
nitrofurantoin,urinary tract infection,6,11
aripiprazole,depression,10,178
triamcinolone,iritis,10,1
ceftriaxone,pneumonia,9,40
