usp_category,usp_class,usp_drug,drug_example
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,benazepril,benazepril hydrochloride
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,captopril,captopril
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,enalapril,enalapril
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,enalapril,enalapril maleate
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,fosinopril,fosinopril
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,fosinopril,fosinopril sodium
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,lisinopril,lisinopril
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,lisinopril,lisinopril
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,moexipril,moexipril
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,moexipril,moexipril hydrochloride
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,perindopril,perindopril
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,perindopril,perindopril erbumine
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,quinapril,quinapril
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,quinapril,quinapril hydrochloride
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,ramipril,ramipril
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,trandolapril,trandolapril
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,azilsartan
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,azilsartan medoxomil
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,azilsartan kamedoxomil
Cardiovascular Agents,Angiotensin II Receptor Antagonists,candesartan,candesartan
Cardiovascular Agents,Angiotensin II Receptor Antagonists,candesartan,candesartan cilexetil
Cardiovascular Agents,Angiotensin II Receptor Antagonists,eprosartan,eprosartan
Cardiovascular Agents,Angiotensin II Receptor Antagonists,eprosartan,eprosartan mesylate
Cardiovascular Agents,Angiotensin II Receptor Antagonists,irbesartan,irbesartan
Cardiovascular Agents,Angiotensin II Receptor Antagonists,losartan,losartan
Cardiovascular Agents,Angiotensin II Receptor Antagonists,losartan,losartan potassium
Cardiovascular Agents,Angiotensin II Receptor Antagonists,olmesartan,olmesartan
Cardiovascular Agents,Angiotensin II Receptor Antagonists,olmesartan,olmesartan medoxomil
Cardiovascular Agents,Angiotensin II Receptor Antagonists,telmisartan,telmisartan
Cardiovascular Agents,Angiotensin II Receptor Antagonists,valsartan,valsartan
Cardiovascular Agents,Antiarrhythmics,amiodarone,amiodarone
Cardiovascular Agents,Antiarrhythmics,amiodarone,amiodarone hydrochloride
Cardiovascular Agents,Antiarrhythmics,disopyramide,disopyramide
Cardiovascular Agents,Antiarrhythmics,disopyramide,disopyramide phosphate
Cardiovascular Agents,Antiarrhythmics,dofetilide,dofetilide
Cardiovascular Agents,Antiarrhythmics,dronedarone,dronedarone
Cardiovascular Agents,Antiarrhythmics,dronedarone,dronedarone hydrochloride
Cardiovascular Agents,Antiarrhythmics,flecainide,flecainide
Cardiovascular Agents,Antiarrhythmics,flecainide,flecainide acetate
Cardiovascular Agents,Antiarrhythmics,mexiletine,mexiletine
Cardiovascular Agents,Antiarrhythmics,mexiletine,mexiletine hydrochloride
Cardiovascular Agents,Antiarrhythmics,procainamide,procainamide
Cardiovascular Agents,Antiarrhythmics,procainamide,procainamide hydrochloride
Cardiovascular Agents,Antiarrhythmics,propafenone,propafenone
Cardiovascular Agents,Antiarrhythmics,propafenone,propafenone hydrochloride
Cardiovascular Agents,Antiarrhythmics,quinidine,quinidine
Cardiovascular Agents,Antiarrhythmics,quinidine,quinidine gluconate
Cardiovascular Agents,Antiarrhythmics,quinidine,quinidine polygalacturonate
Cardiovascular Agents,Antiarrhythmics,quinidine,quinidine sulfate
Cardiovascular Agents,Antiarrhythmics,quinidine,quinidine phenylethylbarbiturate
Cardiovascular Agents,Antiarrhythmics,sotalol,sotalol
Cardiovascular Agents,Antiarrhythmics,sotalol,sotalol hydrochloride
Cardiovascular Agents,Beta-adrenergic Blocking Agents,acebutolol,acebutolol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,acebutolol,acebutolol hydrochloride
Cardiovascular Agents,Beta-adrenergic Blocking Agents,atenolol,atenolol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,betaxolol,betaxolol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,betaxolol,betaxolol hydrochloride
Cardiovascular Agents,Beta-adrenergic Blocking Agents,bisoprolol,bisoprolol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,bisoprolol,bisoprolol fumarate
Cardiovascular Agents,Beta-adrenergic Blocking Agents,carvedilol,carvedilol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,carvedilol,carvedilol phosphate
Cardiovascular Agents,Beta-adrenergic Blocking Agents,labetalol,labetalol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,labetalol,labetalol hydrochloride
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,metoprolol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,metoprolol tartrate
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,metoprolol succinate
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,metoprolol fumarate
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nadolol,nadolol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nebivolol,nebivolol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nebivolol,nebivolol hydrochloride
Cardiovascular Agents,Beta-adrenergic Blocking Agents,penbutolol,penbutolol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,penbutolol,penbutolol sulfate
Cardiovascular Agents,Beta-adrenergic Blocking Agents,pindolol,pindolol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,propranolol,propranolol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,propranolol,propranolol hydrochloride
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,timolol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,timolol
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,timolol maleate
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,amlodipine
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,amlodipine besylate
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,amlodipine maleate
Cardiovascular Agents,Calcium Channel Blocking Agents,felodipine,felodipine
Cardiovascular Agents,Calcium Channel Blocking Agents,isradipine,isradipine
Cardiovascular Agents,Calcium Channel Blocking Agents,nicardipine,nicardipine
Cardiovascular Agents,Calcium Channel Blocking Agents,nicardipine,nicardipine hydrochloride
Cardiovascular Agents,Calcium Channel Blocking Agents,nifedipine,nifedipine
Cardiovascular Agents,Calcium Channel Blocking Agents,nimodipine,nimodipine
Cardiovascular Agents,Calcium Channel Blocking Agents,nisoldipine,nisoldipine
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,diltiazem
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,diltiazem hydrochloride
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,diltiazem malate
Cardiovascular Agents,Calcium Channel Blocking Agents,verapamil,verapamil
Cardiovascular Agents,Calcium Channel Blocking Agents,verapamil,verapamil hydrochloride
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",acetazolamide,acetazolamide
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",acetazolamide,acetazolamide sodium
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",methazolamide,methazolamide
Cardiovascular Agents,"Diuretics, Loop",bumetanide,bumetanide
Cardiovascular Agents,"Diuretics, Loop",ethacrynate/ethacrynic acid,ethacrynic acid
Cardiovascular Agents,"Diuretics, Loop",ethacrynate/ethacrynic acid,ethacrynate sodium
Cardiovascular Agents,"Diuretics, Loop",furosemide,furosemide
Cardiovascular Agents,"Diuretics, Loop",furosemide,sodium furosemide
Cardiovascular Agents,"Diuretics, Loop",furosemide,furosemide diolamine
Cardiovascular Agents,"Diuretics, Loop",torsemide,torsemide
Cardiovascular Agents,"Diuretics, Potassium-sparing",amiloride,amiloride
Cardiovascular Agents,"Diuretics, Potassium-sparing",amiloride,amiloride hydrochloride
Cardiovascular Agents,"Diuretics, Potassium-sparing",eplerenone,eplerenone
Cardiovascular Agents,"Diuretics, Potassium-sparing",spironolactone,spironolactone
Cardiovascular Agents,"Diuretics, Potassium-sparing",triamterene,triamterene
Cardiovascular Agents,"Diuretics, Thiazide",bendroflumethiazide,bendroflumethiazide
Cardiovascular Agents,"Diuretics, Thiazide",chlorothiazide,chlorothiazide
Cardiovascular Agents,"Diuretics, Thiazide",chlorothiazide,chlorothiazide sodium
Cardiovascular Agents,"Diuretics, Thiazide",chlorthalidone,chlorthalidone
Cardiovascular Agents,"Diuretics, Thiazide",hydrochlorothiazide,hydrochlorothiazide
Cardiovascular Agents,"Diuretics, Thiazide",indapamide,indapamide
Cardiovascular Agents,"Diuretics, Thiazide",indapamide,indapamide hydrate
Cardiovascular Agents,"Diuretics, Thiazide",methyclothiazide,methyclothiazide
Cardiovascular Agents,"Diuretics, Thiazide",metolazone,metolazone
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",choline fenofibrate,choline fenofibrate
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",fenofibrate/fenofibric acid,fenofibrate
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",gemfibrozil,gemfibrozil
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,atorvastatin
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,atorvastatin calcium anhydorous
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,atorvastatin calcium
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",fluvastatin,fluvastatin
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",fluvastatin,fluvastatin sodium
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",lovastatin,lovastatin
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pitavastatin,pitavastatin calcium
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pitavastatin,pitavastatin calcium hydrate
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pravastatin,pravastatin
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pravastatin,pravastatin sodium
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",rosuvastatin,rosuvastatin
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",rosuvastatin,rosuvastatin calcium
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",simvastatin,simvastatin
Cardiovascular Agents,"Dyslipidemics, Other",cholestyramine,cholestyramine resin
Cardiovascular Agents,"Dyslipidemics, Other",colesevelam,colesevelam
Cardiovascular Agents,"Dyslipidemics, Other",colesevelam,colesevelam hydrochloride
Cardiovascular Agents,"Dyslipidemics, Other",colestipol,colestipol
Cardiovascular Agents,"Dyslipidemics, Other",colestipol,colestipol hydrochloride
Cardiovascular Agents,"Dyslipidemics, Other",ezetimibe,ezetimibe
Cardiovascular Agents,"Dyslipidemics, Other",icosapent ethyl,icosapent ethyl
Cardiovascular Agents,"Dyslipidemics, Other",lomitapide,lomitapide
Cardiovascular Agents,"Dyslipidemics, Other",lomitapide,lomitapide mesylate
Cardiovascular Agents,"Dyslipidemics, Other",mipomersen,mipomersen sodium
Cardiovascular Agents,"Dyslipidemics, Other",niacin,niacin
Cardiovascular Agents,"Dyslipidemics, Other",omega-3-acid ethyl esters,omega-3-acid ethyl esters
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,hydralazine
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,hydralazine hydrochloride
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,hydralazine polistirex
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",minoxidil,minoxidil
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",isosorbide dinitrate,isosorbide dinitrate
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",isosorbide mononitrate,isosorbide mononitrate
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",nitroglycerin,nitroglycerin
Cardiovascular Agents,"Cardiovascular Agents, Other",aliskiren,aliskiren
Cardiovascular Agents,"Cardiovascular Agents, Other",aliskiren,aliskiren fumarate
Cardiovascular Agents,"Cardiovascular Agents, Other",digoxin,digoxin
Cardiovascular Agents,"Cardiovascular Agents, Other",pentoxifylline,pentoxifylline
Cardiovascular Agents,"Cardiovascular Agents, Other",ranolazine,ranolazine
Cardiovascular Agents,"Cardiovascular Agents, Other",ranolazine,ranolazine hydrochloride
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",dextroamphetamine,dextroamphetamine
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",dextroamphetamine,dextroamphetamine sulfate
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",lisdexamfetamine,lisdexamfetamine
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",lisdexamfetamine,lisdexamfetamine dimesylate
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",methamphetamine,metamfetamine
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",methamphetamine,methamphetamine hydrochloride
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",atomoxetine,atomoxetine
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",atomoxetine,atomoxetine hydrochloride
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",clonidine,clonidine
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",clonidine,clonidine hydrochloride
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",dexmethylphenidate,dexmethylphenidate
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",dexmethylphenidate,dexmethylphenidate hydrochloride
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",guanfacine,guanfacine
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",guanfacine,guanfacine hydrochloride
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",methylphenidate,methylphenidate
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",methylphenidate,methylphenidate hydrochloride
Central Nervous System Agents,Fibromyalgia Agents,duloxetine,duloxetine
Central Nervous System Agents,Fibromyalgia Agents,duloxetine,duloxetine hydrochloride
Central Nervous System Agents,Fibromyalgia Agents,milnacipran,milnacipran
Central Nervous System Agents,Fibromyalgia Agents,milnacipran,milnacipran hydrochloride
Central Nervous System Agents,Fibromyalgia Agents,pregabalin,pregabalin
Central Nervous System Agents,Multiple Sclerosis Agents,interferon beta-1a,interferon beta-1a
Central Nervous System Agents,Multiple Sclerosis Agents,interferon beta-1b,interferon beta-1b
Central Nervous System Agents,Multiple Sclerosis Agents,dalfampridine,dalfampridine
Central Nervous System Agents,Multiple Sclerosis Agents,teriflunomide,teriflunomide
Central Nervous System Agents,Multiple Sclerosis Agents,fingolimod,fingolimod hydrochloride
Central Nervous System Agents,Multiple Sclerosis Agents,dimethyl fumarate,dimethyl fumarate
Central Nervous System Agents,Multiple Sclerosis Agents,glatiramer,glatiramer acetate
Central Nervous System Agents,Multiple Sclerosis Agents,mitoxantrone,mitoxantrone
Central Nervous System Agents,Multiple Sclerosis Agents,mitoxantrone,mitoxantrone hydrochloride
Central Nervous System Agents,Multiple Sclerosis Agents,natalizumab,natalizumab
Central Nervous System Agents,"Central Nervous System, Other",gabapentin enacarbil,gabapentin enacarbil
Central Nervous System Agents,"Central Nervous System, Other",tetrabenazine,tetrabenazine
Central Nervous System Agents,"Central Nervous System, Other",riluzole,riluzole
Central Nervous System Agents,"Central Nervous System, Other",dextromethorphan/quinidine,dextromethorphan hydrobromide and quinidine sulfate
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,atropine
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,methylatropine nitrate
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,atropine methylbromide
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,atropine oxide hydrochloride
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,atropine oxide
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,atropine sulfate
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",dicyclomine,dicycloverine
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",dicyclomine,dicyclomine hydrochloride
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",glycopyrrolate,glycopyrrolate
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",mepenzolate,mepenzolate bromide
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",methscopolamine,methscopolamine bromide
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",scopolamine,scopolamine
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",scopolamine,scopolamine butylbromide
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",scopolamine,scopolamine hydrobromide
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,cimetidine,cimetidine
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,cimetidine,cimetidine hydrochloride
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,famotidine,famotidine
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,nizatidine,nizatidine
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,ranitidine,ranitidine
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,ranitidine,ranitidine bismuth citrate
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,ranitidine,ranitidine hydrochloride
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,alosetron,alosetron
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,alosetron,alosetron hydrochloride
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,linaclotide,linaclotide
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,linaclotide,linaclotide acetate
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,lubiprostone,lubiprostone
Gastrointestinal Agents,Laxatives,lactulose,lactulose
Gastrointestinal Agents,Protectants,misoprostol,misoprostol
Gastrointestinal Agents,Protectants,sucralfate,sucralfate
Gastrointestinal Agents,Proton Pump Inhibitors,dexlansoprazole,dexlansoprazole
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,esomeprazole
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,esomeprazole magnesium
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,esomeprazole sodium
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,esomeprazole potassium
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,esomeprazole strontium
Gastrointestinal Agents,Proton Pump Inhibitors,lansoprazole,lansoprazole
Gastrointestinal Agents,Proton Pump Inhibitors,omeprazole,omeprazole
Gastrointestinal Agents,Proton Pump Inhibitors,omeprazole,omeprazole sodium
Gastrointestinal Agents,Proton Pump Inhibitors,omeprazole,omeprazole sodium injection
Gastrointestinal Agents,Proton Pump Inhibitors,omeprazole,omeprazole magnesium
Gastrointestinal Agents,Proton Pump Inhibitors,pantoprazole,pantoprazole
Gastrointestinal Agents,Proton Pump Inhibitors,pantoprazole,pantoprazole sodium
Gastrointestinal Agents,Proton Pump Inhibitors,rabeprazole,rabeprazole
Gastrointestinal Agents,Proton Pump Inhibitors,rabeprazole,rabeprazole sodium
Gastrointestinal Agents,"Gastrointestinal Agents, Other",alvimopan,alvimopan
Gastrointestinal Agents,"Gastrointestinal Agents, Other",crofelemer,crofelemer
Gastrointestinal Agents,"Gastrointestinal Agents, Other",diphenoxylate hydrochloride and atropine sulfate,atropine sulfate - diphenoxylate hydrochloride mixt
Gastrointestinal Agents,"Gastrointestinal Agents, Other",loperamide,loperamide
Gastrointestinal Agents,"Gastrointestinal Agents, Other",loperamide,loperamide hydrochloride
Gastrointestinal Agents,"Gastrointestinal Agents, Other",loperamide,loperamide oxide
Gastrointestinal Agents,"Gastrointestinal Agents, Other",methylnaltrexone,methylnaltrexone bromide
Gastrointestinal Agents,"Gastrointestinal Agents, Other",metoclopramide,metoclopramide
Gastrointestinal Agents,"Gastrointestinal Agents, Other",metoclopramide,metoclopramide hydrochloride
Gastrointestinal Agents,"Gastrointestinal Agents, Other",metoclopramide,metoclopramide hydrochloride
Gastrointestinal Agents,"Gastrointestinal Agents, Other",rifaximin,rifaximin
Gastrointestinal Agents,"Gastrointestinal Agents, Other",ursodiol,ursodiol
Gastrointestinal Agents,"Gastrointestinal Agents, Other",glutamine,glutamine
Gastrointestinal Agents,"Gastrointestinal Agents, Other",somatropin,somatropin
Gastrointestinal Agents,"Gastrointestinal Agents, Other",teduglutide,teduglutide
Genitourinary Agents,"Antispasmodics, Urinary",mirabegron,mirabegron
Genitourinary Agents,"Antispasmodics, Urinary",darifenacin,darifenacin
Genitourinary Agents,"Antispasmodics, Urinary",darifenacin,darifenacin hydrobromide
Genitourinary Agents,"Antispasmodics, Urinary",fesoterodine,fesoterodine
Genitourinary Agents,"Antispasmodics, Urinary",fesoterodine,fesoterodine fumarate
Genitourinary Agents,"Antispasmodics, Urinary",flavoxate,flavoxate
Genitourinary Agents,"Antispasmodics, Urinary",flavoxate,flavoxate hydrochloride
Genitourinary Agents,"Antispasmodics, Urinary",oxybutynin,oxybutynin
Genitourinary Agents,"Antispasmodics, Urinary",oxybutynin,oxybutynin chloride
Genitourinary Agents,"Antispasmodics, Urinary",solifenacin,solifenacin
Genitourinary Agents,"Antispasmodics, Urinary",solifenacin,solifenacin succinate
Genitourinary Agents,"Antispasmodics, Urinary",tolterodine,tolterodine
Genitourinary Agents,"Antispasmodics, Urinary",tolterodine,tolterodine tartrate
Genitourinary Agents,"Antispasmodics, Urinary",trospium,trospium chloride
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,alfuzosin,alfuzosin
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,alfuzosin,alfuzosin hydrochloride
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,doxazosin,doxazosin
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,doxazosin,doxazosin mesylate
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,prazosin,prazosin
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,prazosin,prazosin hydrochloride
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,silodosin,silodosin
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,tamsulosin,tamsulosin
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,tamsulosin,tamsulosin hydrochloride
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,terazosin,terazosin
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,terazosin,terazosin hydrochloride
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,dutasteride,dutasteride
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,finasteride,finasteride
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,tadalafil,tadalafil
Genitourinary Agents,Phosphate Binders,calcium acetate,calcium acetate
Genitourinary Agents,Phosphate Binders,calcium acetate,calcium acetate
Genitourinary Agents,Phosphate Binders,lanthanum,lanthanum carbonate
Genitourinary Agents,Phosphate Binders,sevelamer,sevelamer
Genitourinary Agents,Phosphate Binders,sevelamer,sevelamer hydrochloride
Genitourinary Agents,Phosphate Binders,sevelamer,sevelamer carbonate
Genitourinary Agents,"Genitourinary Agents, Other",bethanechol,bethanechol chloride
Genitourinary Agents,"Genitourinary Agents, Other",penicillamine,penicillamine
Genitourinary Agents,"Genitourinary Agents, Other",penicillamine,penicillamine hydrochloride
Genitourinary Agents,"Genitourinary Agents, Other",pentosan polysulfate,pentosan polysulfate sodium
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Anabolic Steroids,oxandrolone,oxandrolone
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,danazol,danazol
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,fluoxymesterone,fluoxymesterone
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,methyltestosterone,methyltestosterone
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,testosterone
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,testosterone cypionate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,testosterone enanthate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,testosterone propionate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,testosterone ketolaurate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,testosterone phenylacetate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,testosterone undecanoate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,testosterone decanoate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,testosterone phenylpropionate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,estradiol
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,estradiol valerate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,estradiol dipropionate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,estradiol benzoate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,estradiol acetate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,estradiol cypionate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,estradiol enanthate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,estradiol undecylate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,estradiol hemihydrate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,estradiol 17 beta-hemisuccinate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,"estrogens, conjugated","estrogens, conjugated"
