group,indication,score,contraindications_description,generic_name,contraindication_result
medication,azole,0.9944165,"posaconazole is contraindicated in persons with known hypersensitivity to posaconazole or other azole antifungal agents. co-administration with ergot alkaloids, cyp3a4 substrates, terfenadine, astemizole, cisapride, pimozide, halofantrine or quinidine since this may result in increased plasma concentrations of these medicinal products leading to qtc prolongation and rare occurrences of torsades de pointes, hmg-coa reductase inhibitors simvastatin, lovastatin and atorvastatin is contraindicated.",posaconazole,hypersensitivity to posaconazole
medication,antifungal,0.7986515,"posaconazole is contraindicated in persons with known hypersensitivity to posaconazole or other azole antifungal agents. co-administration with ergot alkaloids, cyp3a4 substrates, terfenadine, astemizole, cisapride, pimozide, halofantrine or quinidine since this may result in increased plasma concentrations of these medicinal products leading to qtc prolongation and rare occurrences of torsades de pointes, hmg-coa reductase inhibitors simvastatin, lovastatin and atorvastatin is contraindicated.",posaconazole,hypersensitivity to posaconazole
medication,cyp3a,0.95207894,"posaconazole is contraindicated in persons with known hypersensitivity to posaconazole or other azole antifungal agents. co-administration with ergot alkaloids, cyp3a4 substrates, terfenadine, astemizole, cisapride, pimozide, halofantrine or quinidine since this may result in increased plasma concentrations of these medicinal products leading to qtc prolongation and rare occurrences of torsades de pointes, hmg-coa reductase inhibitors simvastatin, lovastatin and atorvastatin is contraindicated.",posaconazole,hypersensitivity to posaconazole
medication,cisap,0.7651543,"posaconazole is contraindicated in persons with known hypersensitivity to posaconazole or other azole antifungal agents. co-administration with ergot alkaloids, cyp3a4 substrates, terfenadine, astemizole, cisapride, pimozide, halofantrine or quinidine since this may result in increased plasma concentrations of these medicinal products leading to qtc prolongation and rare occurrences of torsades de pointes, hmg-coa reductase inhibitors simvastatin, lovastatin and atorvastatin is contraindicated.",posaconazole,hypersensitivity to posaconazole
medication,halo,0.99959296,"posaconazole is contraindicated in persons with known hypersensitivity to posaconazole or other azole antifungal agents. co-administration with ergot alkaloids, cyp3a4 substrates, terfenadine, astemizole, cisapride, pimozide, halofantrine or quinidine since this may result in increased plasma concentrations of these medicinal products leading to qtc prolongation and rare occurrences of torsades de pointes, hmg-coa reductase inhibitors simvastatin, lovastatin and atorvastatin is contraindicated.",posaconazole,hypersensitivity to posaconazole
medication,torsades de pointe,0.7528967,"posaconazole is contraindicated in persons with known hypersensitivity to posaconazole or other azole antifungal agents. co-administration with ergot alkaloids, cyp3a4 substrates, terfenadine, astemizole, cisapride, pimozide, halofantrine or quinidine since this may result in increased plasma concentrations of these medicinal products leading to qtc prolongation and rare occurrences of torsades de pointes, hmg-coa reductase inhibitors simvastatin, lovastatin and atorvastatin is contraindicated.",posaconazole,hypersensitivity to posaconazole
medication,hmg - coa reductase inhibitors,0.9327791,"posaconazole is contraindicated in persons with known hypersensitivity to posaconazole or other azole antifungal agents. co-administration with ergot alkaloids, cyp3a4 substrates, terfenadine, astemizole, cisapride, pimozide, halofantrine or quinidine since this may result in increased plasma concentrations of these medicinal products leading to qtc prolongation and rare occurrences of torsades de pointes, hmg-coa reductase inhibitors simvastatin, lovastatin and atorvastatin is contraindicated.",posaconazole,hypersensitivity to posaconazole
medication,simvas,0.919469,"posaconazole is contraindicated in persons with known hypersensitivity to posaconazole or other azole antifungal agents. co-administration with ergot alkaloids, cyp3a4 substrates, terfenadine, astemizole, cisapride, pimozide, halofantrine or quinidine since this may result in increased plasma concentrations of these medicinal products leading to qtc prolongation and rare occurrences of torsades de pointes, hmg-coa reductase inhibitors simvastatin, lovastatin and atorvastatin is contraindicated.",posaconazole,hypersensitivity to posaconazole
medication,lovastatin,0.9657049,"posaconazole is contraindicated in persons with known hypersensitivity to posaconazole or other azole antifungal agents. co-administration with ergot alkaloids, cyp3a4 substrates, terfenadine, astemizole, cisapride, pimozide, halofantrine or quinidine since this may result in increased plasma concentrations of these medicinal products leading to qtc prolongation and rare occurrences of torsades de pointes, hmg-coa reductase inhibitors simvastatin, lovastatin and atorvastatin is contraindicated.",posaconazole,hypersensitivity to posaconazole
medication,vaccine,0.4850522,do not administer pneumococcal vaccine to individuals with a history of anaphylactic/anaphylactoid or severe allergic reaction to any component of the vaccine.,polysaccharide pneumococcal vaccine,anaphylactic/anaphylactoid or severe allergic reaction
history,anaphylactic / anaphylactoid,0.95867044,do not administer pneumococcal vaccine to individuals with a history of anaphylactic/anaphylactoid or severe allergic reaction to any component of the vaccine.,polysaccharide pneumococcal vaccine,anaphylactic/anaphylactoid or severe allergic reaction
medication,glycol,0.74020797,polyethylene glycol is contraindicated in patients with known or suspected bowel obstruction and patients known to be allergic to polyethylene glycol.,polyethylene glycol,patients with known or suspected bowel obstruction
medication,proparacaine,0.9952141,proparacaine eye drops should be considered contraindicated in patients with known hypersensitivity to any of the ingredients of this preparation.,proparacaine hydrochloride,hypersensitivity to any of the ingredients
medication,eye drops,0.79248095,proparacaine eye drops should be considered contraindicated in patients with known hypersensitivity to any of the ingredients of this preparation.,proparacaine hydrochloride,hypersensitivity to any of the ingredients
medication,propanthel,0.8528598,"propantheline bromide is contraindicated in patients with- hypersensitivity to propantheline bromide or other anticholinergic agents; glaucoma; obstructive disease of the gastrointestinal tract (pyloroduodenal stenosis, paralytic ileus etc.); obstructive uropathy (e.g. prostatic hypertrophy) intestinal atony of elderly; myasthenia gravis.",propantheline bromide,hypersensitivity to propantheline bromide
medication,prop,0.99980146,"propantheline bromide is contraindicated in patients with- hypersensitivity to propantheline bromide or other anticholinergic agents; glaucoma; obstructive disease of the gastrointestinal tract (pyloroduodenal stenosis, paralytic ileus etc.); obstructive uropathy (e.g. prostatic hypertrophy) intestinal atony of elderly; myasthenia gravis.",propantheline bromide,hypersensitivity to propantheline bromide
medication,bromide,0.8426542,"propantheline bromide is contraindicated in patients with- hypersensitivity to propantheline bromide or other anticholinergic agents; glaucoma; obstructive disease of the gastrointestinal tract (pyloroduodenal stenosis, paralytic ileus etc.); obstructive uropathy (e.g. prostatic hypertrophy) intestinal atony of elderly; myasthenia gravis.",propantheline bromide,hypersensitivity to propantheline bromide
disease_disorder,uropathy,0.9757829,"propantheline bromide is contraindicated in patients with- hypersensitivity to propantheline bromide or other anticholinergic agents; glaucoma; obstructive disease of the gastrointestinal tract (pyloroduodenal stenosis, paralytic ileus etc.); obstructive uropathy (e.g. prostatic hypertrophy) intestinal atony of elderly; myasthenia gravis.",propantheline bromide,hypersensitivity to propantheline bromide
medication,propafenone,0.8465463,"propafenone is contraindicated in the presence of uncontrolled congestive heart failure, cardiogenic shock, sinoatrial, atrioventricular and intraventricular disorders of impulse generation and/or conduction (e.g. sick sinus node syndrome, atrioventricular block) in the absence of an artificial pacemaker, bradycardia, marked hypotension, bronchospastic disorders, manifest electrolyte imbalance and known hypersensitivity to the drug.",propafenone hydrochloride,"uncontrolled congestive heart failure, cardiogenic shock"
medication,medicines,0.50494826,"children under fiveyears of age. people with reduced awareness, slow reactions or extreme drowsiness caused by medicines or illnessesthat reduce activity in the central nervous system. people who have taken a type of medicine called amonoamine-oxidase inhibitor antidepressant(maoi) in the past 14 days. children and adolescents who have signs and symptoms suggestive of reye's syndrome. people who are allergic to any ingredients of the tablets. promethazine theoclate tablets contain lactose and should not be taken by people with rare hereditary problems of galactose intolerance, the lapp lactase deficiency or glucose-galactose malabsorption.",promethazine theoclate,allergic to any ingredients of the tablets
medication,of medicine,0.73377514,"children under fiveyears of age. people with reduced awareness, slow reactions or extreme drowsiness caused by medicines or illnessesthat reduce activity in the central nervous system. people who have taken a type of medicine called amonoamine-oxidase inhibitor antidepressant(maoi) in the past 14 days. children and adolescents who have signs and symptoms suggestive of reye's syndrome. people who are allergic to any ingredients of the tablets. promethazine theoclate tablets contain lactose and should not be taken by people with rare hereditary problems of galactose intolerance, the lapp lactase deficiency or glucose-galactose malabsorption.",promethazine theoclate,allergic to any ingredients of the tablets
medication,amonoamine - oxidase inhibitor antidepressant (,0.9962867,"children under fiveyears of age. people with reduced awareness, slow reactions or extreme drowsiness caused by medicines or illnessesthat reduce activity in the central nervous system. people who have taken a type of medicine called amonoamine-oxidase inhibitor antidepressant(maoi) in the past 14 days. children and adolescents who have signs and symptoms suggestive of reye's syndrome. people who are allergic to any ingredients of the tablets. promethazine theoclate tablets contain lactose and should not be taken by people with rare hereditary problems of galactose intolerance, the lapp lactase deficiency or glucose-galactose malabsorption.",promethazine theoclate,allergic to any ingredients of the tablets
medication,maoi,0.9951219,"children under fiveyears of age. people with reduced awareness, slow reactions or extreme drowsiness caused by medicines or illnessesthat reduce activity in the central nervous system. people who have taken a type of medicine called amonoamine-oxidase inhibitor antidepressant(maoi) in the past 14 days. children and adolescents who have signs and symptoms suggestive of reye's syndrome. people who are allergic to any ingredients of the tablets. promethazine theoclate tablets contain lactose and should not be taken by people with rare hereditary problems of galactose intolerance, the lapp lactase deficiency or glucose-galactose malabsorption.",promethazine theoclate,allergic to any ingredients of the tablets
subject,children,0.53992385,"children under fiveyears of age. people with reduced awareness, slow reactions or extreme drowsiness caused by medicines or illnessesthat reduce activity in the central nervous system. people who have taken a type of medicine called amonoamine-oxidase inhibitor antidepressant(maoi) in the past 14 days. children and adolescents who have signs and symptoms suggestive of reye's syndrome. people who are allergic to any ingredients of the tablets. promethazine theoclate tablets contain lactose and should not be taken by people with rare hereditary problems of galactose intolerance, the lapp lactase deficiency or glucose-galactose malabsorption.",promethazine theoclate,allergic to any ingredients of the tablets
disease_disorder,reye,0.99659634,"children under fiveyears of age. people with reduced awareness, slow reactions or extreme drowsiness caused by medicines or illnessesthat reduce activity in the central nervous system. people who have taken a type of medicine called amonoamine-oxidase inhibitor antidepressant(maoi) in the past 14 days. children and adolescents who have signs and symptoms suggestive of reye's syndrome. people who are allergic to any ingredients of the tablets. promethazine theoclate tablets contain lactose and should not be taken by people with rare hereditary problems of galactose intolerance, the lapp lactase deficiency or glucose-galactose malabsorption.",promethazine theoclate,allergic to any ingredients of the tablets
medication,promethazine,0.99720776,"children under fiveyears of age. people with reduced awareness, slow reactions or extreme drowsiness caused by medicines or illnessesthat reduce activity in the central nervous system. people who have taken a type of medicine called amonoamine-oxidase inhibitor antidepressant(maoi) in the past 14 days. children and adolescents who have signs and symptoms suggestive of reye's syndrome. people who are allergic to any ingredients of the tablets. promethazine theoclate tablets contain lactose and should not be taken by people with rare hereditary problems of galactose intolerance, the lapp lactase deficiency or glucose-galactose malabsorption.",promethazine theoclate,allergic to any ingredients of the tablets
medication,theoclate,0.9983086,"children under fiveyears of age. people with reduced awareness, slow reactions or extreme drowsiness caused by medicines or illnessesthat reduce activity in the central nervous system. people who have taken a type of medicine called amonoamine-oxidase inhibitor antidepressant(maoi) in the past 14 days. children and adolescents who have signs and symptoms suggestive of reye's syndrome. people who are allergic to any ingredients of the tablets. promethazine theoclate tablets contain lactose and should not be taken by people with rare hereditary problems of galactose intolerance, the lapp lactase deficiency or glucose-galactose malabsorption.",promethazine theoclate,allergic to any ingredients of the tablets
disease_disorder,galactose,0.55273944,"children under fiveyears of age. people with reduced awareness, slow reactions or extreme drowsiness caused by medicines or illnessesthat reduce activity in the central nervous system. people who have taken a type of medicine called amonoamine-oxidase inhibitor antidepressant(maoi) in the past 14 days. children and adolescents who have signs and symptoms suggestive of reye's syndrome. people who are allergic to any ingredients of the tablets. promethazine theoclate tablets contain lactose and should not be taken by people with rare hereditary problems of galactose intolerance, the lapp lactase deficiency or glucose-galactose malabsorption.",promethazine theoclate,allergic to any ingredients of the tablets
disease_disorder,lapp,0.92626655,"children under fiveyears of age. people with reduced awareness, slow reactions or extreme drowsiness caused by medicines or illnessesthat reduce activity in the central nervous system. people who have taken a type of medicine called amonoamine-oxidase inhibitor antidepressant(maoi) in the past 14 days. children and adolescents who have signs and symptoms suggestive of reye's syndrome. people who are allergic to any ingredients of the tablets. promethazine theoclate tablets contain lactose and should not be taken by people with rare hereditary problems of galactose intolerance, the lapp lactase deficiency or glucose-galactose malabsorption.",promethazine theoclate,allergic to any ingredients of the tablets
medication,galactose,0.5618748,"children under fiveyears of age. people with reduced awareness, slow reactions or extreme drowsiness caused by medicines or illnessesthat reduce activity in the central nervous system. people who have taken a type of medicine called amonoamine-oxidase inhibitor antidepressant(maoi) in the past 14 days. children and adolescents who have signs and symptoms suggestive of reye's syndrome. people who are allergic to any ingredients of the tablets. promethazine theoclate tablets contain lactose and should not be taken by people with rare hereditary problems of galactose intolerance, the lapp lactase deficiency or glucose-galactose malabsorption.",promethazine theoclate,allergic to any ingredients of the tablets
medication,promethazi,0.81634265,"promethazine hydrochloride injection is contraindicated in comatose states and in patients who have demonstrated an idiosyncrasy or hypersensitivity to promethazine or other phenothiazines. under no circumstances should promethazine hydrochloride injection be given by intra-arterial injection due to the likelihood of severe arteriospasm and the possibility of resultantgangrene. promethazine hydrochloride injection should not be given by thesubcutaneousroute; evidence of chemical irritation has been noted, andnecroticlesions have resulted on rare occasions following subcutaneous injection. the preferred parenteral route of administration is by deepintramuscularinjection.",promethazine hydrochloride (injection),in comatose states
medication,promethazi,0.8722089,"promethazine hydrochloride injection is contraindicated in comatose states and in patients who have demonstrated an idiosyncrasy or hypersensitivity to promethazine or other phenothiazines. under no circumstances should promethazine hydrochloride injection be given by intra-arterial injection due to the likelihood of severe arteriospasm and the possibility of resultantgangrene. promethazine hydrochloride injection should not be given by thesubcutaneousroute; evidence of chemical irritation has been noted, andnecroticlesions have resulted on rare occasions following subcutaneous injection. the preferred parenteral route of administration is by deepintramuscularinjection.",promethazine hydrochloride (injection),in comatose states
disease_disorder,arte,0.79611427,"promethazine hydrochloride injection is contraindicated in comatose states and in patients who have demonstrated an idiosyncrasy or hypersensitivity to promethazine or other phenothiazines. under no circumstances should promethazine hydrochloride injection be given by intra-arterial injection due to the likelihood of severe arteriospasm and the possibility of resultantgangrene. promethazine hydrochloride injection should not be given by thesubcutaneousroute; evidence of chemical irritation has been noted, andnecroticlesions have resulted on rare occasions following subcutaneous injection. the preferred parenteral route of administration is by deepintramuscularinjection.",promethazine hydrochloride (injection),in comatose states
medication,prometh,0.9369858,"promethazine hydrochloride injection is contraindicated in comatose states and in patients who have demonstrated an idiosyncrasy or hypersensitivity to promethazine or other phenothiazines. under no circumstances should promethazine hydrochloride injection be given by intra-arterial injection due to the likelihood of severe arteriospasm and the possibility of resultantgangrene. promethazine hydrochloride injection should not be given by thesubcutaneousroute; evidence of chemical irritation has been noted, andnecroticlesions have resulted on rare occasions following subcutaneous injection. the preferred parenteral route of administration is by deepintramuscularinjection.",promethazine hydrochloride (injection),in comatose states
medication,promethazi,0.989474,promethazine is contraindicated for use in children less than two years of age hypersensitivity to promethazine or to any of the excipients. phenergan should not be used in patients who are in a coma or suffering from cns depression of any cause. it must not be given to neonates or premature infants. phenergan should be avoided in patients who have been taking monoamine oxidase inhibitors within the previous 14 days,promethazine hydrochloride,hypersensitivity to promethazine
medication,promethazi,0.9437763,promethazine is contraindicated for use in children less than two years of age hypersensitivity to promethazine or to any of the excipients. phenergan should not be used in patients who are in a coma or suffering from cns depression of any cause. it must not be given to neonates or premature infants. phenergan should be avoided in patients who have been taking monoamine oxidase inhibitors within the previous 14 days,promethazine hydrochloride,hypersensitivity to promethazine
medication,phenergan,0.956248,promethazine is contraindicated for use in children less than two years of age hypersensitivity to promethazine or to any of the excipients. phenergan should not be used in patients who are in a coma or suffering from cns depression of any cause. it must not be given to neonates or premature infants. phenergan should be avoided in patients who have been taking monoamine oxidase inhibitors within the previous 14 days,promethazine hydrochloride,hypersensitivity to promethazine
disease_disorder,coma,0.9277492,promethazine is contraindicated for use in children less than two years of age hypersensitivity to promethazine or to any of the excipients. phenergan should not be used in patients who are in a coma or suffering from cns depression of any cause. it must not be given to neonates or premature infants. phenergan should be avoided in patients who have been taking monoamine oxidase inhibitors within the previous 14 days,promethazine hydrochloride,hypersensitivity to promethazine
medication,phenergan,0.99523,promethazine is contraindicated for use in children less than two years of age hypersensitivity to promethazine or to any of the excipients. phenergan should not be used in patients who are in a coma or suffering from cns depression of any cause. it must not be given to neonates or premature infants. phenergan should be avoided in patients who have been taking monoamine oxidase inhibitors within the previous 14 days,promethazine hydrochloride,hypersensitivity to promethazine
medication,monoamine oxidase inhibitors,0.99962765,promethazine is contraindicated for use in children less than two years of age hypersensitivity to promethazine or to any of the excipients. phenergan should not be used in patients who are in a coma or suffering from cns depression of any cause. it must not be given to neonates or premature infants. phenergan should be avoided in patients who have been taking monoamine oxidase inhibitors within the previous 14 days,promethazine hydrochloride,hypersensitivity to promethazine
medication,progesterone,0.98193085,hypersensitivity to the active substance or to any of the excipients undiagnosed vaginal bleeding known or suspected progesterone sensitive malignant tumors porphyria severe hepatic dysfunction or disease known missed abortion or ectopic pregnancy active arterial or venous thromboembolism or severe thrombophlebitis or a history of these events,progesterone (vaginal pessary),undiagnosed vaginal bleeding
disease_disorder,malignant tumors,0.9895818,hypersensitivity to the active substance or to any of the excipients undiagnosed vaginal bleeding known or suspected progesterone sensitive malignant tumors porphyria severe hepatic dysfunction or disease known missed abortion or ectopic pregnancy active arterial or venous thromboembolism or severe thrombophlebitis or a history of these events,progesterone (vaginal pessary),undiagnosed vaginal bleeding
disease_disorder,porphyria,0.99978215,hypersensitivity to the active substance or to any of the excipients undiagnosed vaginal bleeding known or suspected progesterone sensitive malignant tumors porphyria severe hepatic dysfunction or disease known missed abortion or ectopic pregnancy active arterial or venous thromboembolism or severe thrombophlebitis or a history of these events,progesterone (vaginal pessary),undiagnosed vaginal bleeding
disease_disorder,hepatic dysfunction,0.99848187,hypersensitivity to the active substance or to any of the excipients undiagnosed vaginal bleeding known or suspected progesterone sensitive malignant tumors porphyria severe hepatic dysfunction or disease known missed abortion or ectopic pregnancy active arterial or venous thromboembolism or severe thrombophlebitis or a history of these events,progesterone (vaginal pessary),undiagnosed vaginal bleeding
disease_disorder,disease,0.9582173,hypersensitivity to the active substance or to any of the excipients undiagnosed vaginal bleeding known or suspected progesterone sensitive malignant tumors porphyria severe hepatic dysfunction or disease known missed abortion or ectopic pregnancy active arterial or venous thromboembolism or severe thrombophlebitis or a history of these events,progesterone (vaginal pessary),undiagnosed vaginal bleeding
history,abortion,0.8948488,hypersensitivity to the active substance or to any of the excipients undiagnosed vaginal bleeding known or suspected progesterone sensitive malignant tumors porphyria severe hepatic dysfunction or disease known missed abortion or ectopic pregnancy active arterial or venous thromboembolism or severe thrombophlebitis or a history of these events,progesterone (vaginal pessary),undiagnosed vaginal bleeding
history,pregnancy,0.594677,hypersensitivity to the active substance or to any of the excipients undiagnosed vaginal bleeding known or suspected progesterone sensitive malignant tumors porphyria severe hepatic dysfunction or disease known missed abortion or ectopic pregnancy active arterial or venous thromboembolism or severe thrombophlebitis or a history of these events,progesterone (vaginal pessary),undiagnosed vaginal bleeding
medication,active substance,0.99042416,"if you are allergic to the active substance or any of the other ingredients of this medicine. if you have unexplained vaginal bleeding. if you have porphyria (an inability to break down certain substances (porphyrins) in your blood that is passed down in families). if you have or think you might have cancer in your breasts or genital organs. if you have ever had a blood clot due to swollen veins (thrombophlebitis), a blocked blood vessel (thromboembolic disorder) or a stroke. if you are pregnant but your baby has died inside of you (missed abortion).",progesterone (vaginalgel),if you are allergic to the active substance or any of the other ingredients
disease_disorder,porphyria,0.9961231,"if you are allergic to the active substance or any of the other ingredients of this medicine. if you have unexplained vaginal bleeding. if you have porphyria (an inability to break down certain substances (porphyrins) in your blood that is passed down in families). if you have or think you might have cancer in your breasts or genital organs. if you have ever had a blood clot due to swollen veins (thrombophlebitis), a blocked blood vessel (thromboembolic disorder) or a stroke. if you are pregnant but your baby has died inside of you (missed abortion).",progesterone (vaginalgel),if you are allergic to the active substance or any of the other ingredients
disease_disorder,cancer,0.9401036,"if you are allergic to the active substance or any of the other ingredients of this medicine. if you have unexplained vaginal bleeding. if you have porphyria (an inability to break down certain substances (porphyrins) in your blood that is passed down in families). if you have or think you might have cancer in your breasts or genital organs. if you have ever had a blood clot due to swollen veins (thrombophlebitis), a blocked blood vessel (thromboembolic disorder) or a stroke. if you are pregnant but your baby has died inside of you (missed abortion).",progesterone (vaginalgel),if you are allergic to the active substance or any of the other ingredients
disease_disorder,blocked,0.7642144,"if you are allergic to the active substance or any of the other ingredients of this medicine. if you have unexplained vaginal bleeding. if you have porphyria (an inability to break down certain substances (porphyrins) in your blood that is passed down in families). if you have or think you might have cancer in your breasts or genital organs. if you have ever had a blood clot due to swollen veins (thrombophlebitis), a blocked blood vessel (thromboembolic disorder) or a stroke. if you are pregnant but your baby has died inside of you (missed abortion).",progesterone (vaginalgel),if you are allergic to the active substance or any of the other ingredients
subject,pregnant,0.57346046,"if you are allergic to the active substance or any of the other ingredients of this medicine. if you have unexplained vaginal bleeding. if you have porphyria (an inability to break down certain substances (porphyrins) in your blood that is passed down in families). if you have or think you might have cancer in your breasts or genital organs. if you have ever had a blood clot due to swollen veins (thrombophlebitis), a blocked blood vessel (thromboembolic disorder) or a stroke. if you are pregnant but your baby has died inside of you (missed abortion).",progesterone (vaginalgel),if you are allergic to the active substance or any of the other ingredients
subject,baby,0.99432653,"if you are allergic to the active substance or any of the other ingredients of this medicine. if you have unexplained vaginal bleeding. if you have porphyria (an inability to break down certain substances (porphyrins) in your blood that is passed down in families). if you have or think you might have cancer in your breasts or genital organs. if you have ever had a blood clot due to swollen veins (thrombophlebitis), a blocked blood vessel (thromboembolic disorder) or a stroke. if you are pregnant but your baby has died inside of you (missed abortion).",progesterone (vaginalgel),if you are allergic to the active substance or any of the other ingredients
history,hypersensitivity,0.86636573,"hypersensitivity, hepatic dysfunction, undiagnosed vaginal bleeding, porphyria, cancers of uterus and genital organs, breast cancers, history of stroke or blood clots. it should not be used in a case of miscarriage and tissue left in the uterus.",progesterone (capsule),miscarriage and tissue left in the uterus
history,hepatic,0.9138572,"hypersensitivity, hepatic dysfunction, undiagnosed vaginal bleeding, porphyria, cancers of uterus and genital organs, breast cancers, history of stroke or blood clots. it should not be used in a case of miscarriage and tissue left in the uterus.",progesterone (capsule),miscarriage and tissue left in the uterus
history,undiagnosed vaginal,0.9016833,"hypersensitivity, hepatic dysfunction, undiagnosed vaginal bleeding, porphyria, cancers of uterus and genital organs, breast cancers, history of stroke or blood clots. it should not be used in a case of miscarriage and tissue left in the uterus.",progesterone (capsule),miscarriage and tissue left in the uterus
history,porphyria,0.87892866,"hypersensitivity, hepatic dysfunction, undiagnosed vaginal bleeding, porphyria, cancers of uterus and genital organs, breast cancers, history of stroke or blood clots. it should not be used in a case of miscarriage and tissue left in the uterus.",progesterone (capsule),miscarriage and tissue left in the uterus
history,cancers of uterus,0.97135276,"hypersensitivity, hepatic dysfunction, undiagnosed vaginal bleeding, porphyria, cancers of uterus and genital organs, breast cancers, history of stroke or blood clots. it should not be used in a case of miscarriage and tissue left in the uterus.",progesterone (capsule),miscarriage and tissue left in the uterus
history,breast,0.78531057,"hypersensitivity, hepatic dysfunction, undiagnosed vaginal bleeding, porphyria, cancers of uterus and genital organs, breast cancers, history of stroke or blood clots. it should not be used in a case of miscarriage and tissue left in the uterus.",progesterone (capsule),miscarriage and tissue left in the uterus
history,history of stroke,0.9143557,"hypersensitivity, hepatic dysfunction, undiagnosed vaginal bleeding, porphyria, cancers of uterus and genital organs, breast cancers, history of stroke or blood clots. it should not be used in a case of miscarriage and tissue left in the uterus.",progesterone (capsule),miscarriage and tissue left in the uterus
medication,procyclidine,0.7619506,"it should be given with caution in children and geriatric patients. it is advisable to be cautious in giving procyclidine to patients with diarrhoea and cardiovascular disease, glaucoma, urinary retention, hepatic or renal impairment. the safety of using procyclidine during pregnancy has not been established. no data are available on the excretion of this drug in breast milk.",procyclidine hydrochloride,the safety of using procyclidine during pregnancy
medication,procyclidine,0.95242274,"it should be given with caution in children and geriatric patients. it is advisable to be cautious in giving procyclidine to patients with diarrhoea and cardiovascular disease, glaucoma, urinary retention, hepatic or renal impairment. the safety of using procyclidine during pregnancy has not been established. no data are available on the excretion of this drug in breast milk.",procyclidine hydrochloride,the safety of using procyclidine during pregnancy
medication,proch,0.77056324,"hypersensitivity to prochlorperazine or any component of the formulation, severe cns depression; coma; should not be used in children &lt;2 years of age or &lt;10 kg.",prochlorperazine maleate,should not be used in children
medication,probiotics,0.8312513,probiotics are contraindicated in those who are hypersensitive to any component of a probiotic-containing product.,probiotic combination [9 billion],probiotics
medication,drug,0.7618779,the drug is contraindicated if patient has any hypersensitivity to it.,probiotic combination [20 billion],if patient has any hypersensitivity to it
disease_disorder,systemic disease,0.9914632,"acutely ill patients suffering from systemic disease manifested by tendency to develop granulocytopenia (e.g. rheumatoid arthritis, lupus erythematosus). concurrent use with other potentially haemolytic drugs or depressants of myeloid elements of the bone marrow. concomitant admin with mepacrine.",primaquine phosphate,concurrent use with other potentially haemolytic drugs or depressants
medication,pregabal,0.9076476,pregabalin is contraindicated in patients with known hypersensitivity to pregabalin or any of its components.,pregabalin,hypersensitivity to pregabalin or any of its components
medication,pregabal,0.913177,pregabalin is contraindicated in patients with known hypersensitivity to pregabalin or any of its components.,pregabalin,hypersensitivity to pregabalin or any of its components
disease_disorder,viral,0.85588187,"prednisolone acetate is contraindicated in viral diseases of the cornea, conjunctiva and known hypersensitivity to any of the ingredients of this preparation or other corticosteroids.",prednisolone acetate,viral diseases
disease_disorder,viral,0.85588187,"prednisolone acetate is contraindicated in viral diseases of the cornea, conjunctiva and known hypersensitivity to any of the ingredients of this preparation or other corticosteroids.",prednisolone + neomycin sulphate + polymixin b sulphate,viral diseases
medication,rabeprazole,0.82155955,hypersensitivity to the active substance or to any of the excipients. rabeprazole is contra-indicated in pregnancy and during breastfeeding.,rabeprazole sodium,hypersensitivity
medication,quetiapine,0.87641597,quetiapine is contra-indicated in patients who are hypersensitive to it.,quetiapine fumarate,hypersensitive
medication,folate,0.7500162,use of pyrimethamine is contraindicated in patients with known hypersensitivity to pyrimethamine or to any component of the formulation. use of the drug is also contraindicated in patients with documented megaloblastic anemia due to folate deficiency.,pyrimethamine,patients with known hypersensitivity to pyrimethamine
medication,doxylamine succinate,0.99823016,"doxylamine succinate &amp; pyridoxine hydrochloride is contraindicated in women with any of the following conditions: known hypersensitivity to doxylamine succinate, other ethanolamine derivative antihistamines, pyridoxine hydrochloride or any inactive ingredient in the formulation monoamine oxidase (mao) inhibitors intensify and prolong the adverse central nervous system effects of doxylamine succinate &amp; pyridoxine hydrochloride",pyridoxine hydrochloride + doxylamine succinate,known hypersensitivity to doxylamine succinate
medication,pyridoxine hydrochloride,0.98769116,"doxylamine succinate &amp; pyridoxine hydrochloride is contraindicated in women with any of the following conditions: known hypersensitivity to doxylamine succinate, other ethanolamine derivative antihistamines, pyridoxine hydrochloride or any inactive ingredient in the formulation monoamine oxidase (mao) inhibitors intensify and prolong the adverse central nervous system effects of doxylamine succinate &amp; pyridoxine hydrochloride",pyridoxine hydrochloride + doxylamine succinate,known hypersensitivity to doxylamine succinate
medication,doxylamine,0.87651664,"doxylamine succinate &amp; pyridoxine hydrochloride is contraindicated in women with any of the following conditions: known hypersensitivity to doxylamine succinate, other ethanolamine derivative antihistamines, pyridoxine hydrochloride or any inactive ingredient in the formulation monoamine oxidase (mao) inhibitors intensify and prolong the adverse central nervous system effects of doxylamine succinate &amp; pyridoxine hydrochloride",pyridoxine hydrochloride + doxylamine succinate,known hypersensitivity to doxylamine succinate
medication,ethanol,0.69395196,"doxylamine succinate &amp; pyridoxine hydrochloride is contraindicated in women with any of the following conditions: known hypersensitivity to doxylamine succinate, other ethanolamine derivative antihistamines, pyridoxine hydrochloride or any inactive ingredient in the formulation monoamine oxidase (mao) inhibitors intensify and prolong the adverse central nervous system effects of doxylamine succinate &amp; pyridoxine hydrochloride",pyridoxine hydrochloride + doxylamine succinate,known hypersensitivity to doxylamine succinate
