group,indication,score,contraindications_description,generic_name,contraindication_result
contradicted drug,didanosin,0.8797436,"women who are pregnant. ribavirinmay cause fetal harm when administered to a pregnant woman. ribavirinis contraindicated in women who are or may become pregnant. if this drug is used during pregnancy, or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential hazard to the fetus. patients with hemoglobinopathies (e.g., thalassemia major or sickle-cell anemia). in combination with didanosine. reports of fatal hepatic failure, as well as peripheral neuropathy, pancreatitis and symptomatic hyperlactatemia/lactic acidosis have been reported in clinical trials.",ribavirin,ribavirinis contraindicated in women who are or may become pregnant
contradicted disease,lactic acidosis,0.8622672,"women who are pregnant. ribavirinmay cause fetal harm when administered to a pregnant woman. ribavirinis contraindicated in women who are or may become pregnant. if this drug is used during pregnancy, or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential hazard to the fetus. patients with hemoglobinopathies (e.g., thalassemia major or sickle-cell anemia). in combination with didanosine. reports of fatal hepatic failure, as well as peripheral neuropathy, pancreatitis and symptomatic hyperlactatemia/lactic acidosis have been reported in clinical trials.",ribavirin,ribavirinis contraindicated in women who are or may become pregnant
contradicted disease,type 1 diabetes mellitus,0.9806838,"repaglinide is contraindicated in patients with: diabetic ketoacidosis, with or without coma. type 1 diabetes mellitus and known hypersensitivity to the drug or its inactive ingredients.",repaglinide,"diabetic ketoacidosis, with or without coma"
contradicted patient history,pregnancy,0.6082646,"tumors of the ovary, breast, uterus, pituitary or hypothalamus pregnancy or lactation undiagnosed vaginal bleeding hypersensitivity to the active substance or to any of the excipients primary ovarian failure fibroid tumors of the uterus incompatible with pregnancy primary testicular failure.",recombinant follicle stimulating hormone (rfsh),hypersensitivity to the active substance
contradicted disease,failure,0.8342812,"tumors of the ovary, breast, uterus, pituitary or hypothalamus pregnancy or lactation undiagnosed vaginal bleeding hypersensitivity to the active substance or to any of the excipients primary ovarian failure fibroid tumors of the uterus incompatible with pregnancy primary testicular failure.",recombinant follicle stimulating hormone (rfsh),hypersensitivity to the active substance
contradicted drug,rasagi,0.9930128,"rasagiline is contraindicated for use with meperidine, tramadol, methadone, propoxyphene and mao inhibitors (maois), including other selective mao-b inhibitors, because of risk of serotonin syndrome.",rasagiline,"meperidine, tramadol, methadone"
contradicted drug,tramadol,0.88346934,"rasagiline is contraindicated for use with meperidine, tramadol, methadone, propoxyphene and mao inhibitors (maois), including other selective mao-b inhibitors, because of risk of serotonin syndrome.",rasagiline,"meperidine, tramadol, methadone"
contradicted drug,methadone,0.97044235,"rasagiline is contraindicated for use with meperidine, tramadol, methadone, propoxyphene and mao inhibitors (maois), including other selective mao-b inhibitors, because of risk of serotonin syndrome.",rasagiline,"meperidine, tramadol, methadone"
contradicted drug,propoxyphene,0.9943372,"rasagiline is contraindicated for use with meperidine, tramadol, methadone, propoxyphene and mao inhibitors (maois), including other selective mao-b inhibitors, because of risk of serotonin syndrome.",rasagiline,"meperidine, tramadol, methadone"
contradicted drug,mao inhibitors,0.9660612,"rasagiline is contraindicated for use with meperidine, tramadol, methadone, propoxyphene and mao inhibitors (maois), including other selective mao-b inhibitors, because of risk of serotonin syndrome.",rasagiline,"meperidine, tramadol, methadone"
contradicted drug,ranolazine,0.99879056,"ranolazine is contraindicated in patients: with pre-existing qt prolongation with hepatic impairment taking qt prolonging drugs taking potent and moderately potent cyp3a inhibitors such as ketoconazole, itraconazole, clarithromycin, nefazodone, nelfinavir, ritonavir, indinavir, and saquinavir, including diltiazem.",ranolazine,pre-existing qt prolongation with hepatic impairment
contradicted drug,cyp3a inhibitors,0.9876257,"ranolazine is contraindicated in patients: with pre-existing qt prolongation with hepatic impairment taking qt prolonging drugs taking potent and moderately potent cyp3a inhibitors such as ketoconazole, itraconazole, clarithromycin, nefazodone, nelfinavir, ritonavir, indinavir, and saquinavir, including diltiazem.",ranolazine,pre-existing qt prolongation with hepatic impairment
contradicted drug,ranitidine,0.99959326,patients hypersensitive to ranitidine,ranitidine hydrochloride,patients hypersensitive to ranitidine
contradicted drug,hydrochlorothiazide,0.93626267,"this preparation must not be used in patients with hypersensitivity to ramipril, hydrochlorothiazide or other thiazide diuretics. history of hereditary angioneurotic oedema. severe impairment of renal function. haemodynamically relevant unilateral or bilateral renal artery stenosis, mitral stenosis, aortic stenosis, and in patients with low blood pressure (hypotensive patients) or in patients with an unstable circulatory situation (haemodynamically unstable patients) where there might be a risk of life-threatening fall in blood pressure and renal failure. clinically relevant electrolyte disturbances e.g. hypokalemia, hyponatremia or hypercalcemia which may worsen following treatment.",ramipril + hydrochlorothiazide,hypersensitivity to ramipril
contradicted drug,ramipril,0.89341193,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,ramip,0.8830538,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,valsartan,0.8625531,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,sacub,0.92681444,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,valsartan,0.96704215,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,sacub,0.9272212,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,valsartan,0.97264117,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,ramipril,0.92542267,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,aliskiren,0.8215122,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,containing medicines,0.9188214,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted disease,diabetes,0.9997882,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted disease,renal impairment,0.9997807,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,angiot,0.9928266,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,aiiras,0.99300385,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted disease,diabet,0.75068784,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,ace inhibitors,0.9994998,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,high,0.8316441,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,lipoprotein,0.67017686,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted drug,dextran,0.9890662,"ramipril must not be used in patients with hypersensitivity to ramipril, to any other ace inhibitor, or any of the excipients of ramipril. in patients with a history of angioedema. concomitantly with sacubitril/valsartan therapy. do not initiate ramipril until sacubitril/valsartan is eliminated from the body. in case of switch from ramipril to sacubitril/valsartan, do not start sacubitril/valsartan until ramipril is eliminated from the body. in patients with haemodynamically relevant renal artery stenosis, bilateral or unilateral in the single kidney. in patients with hypotensive or haemodynamically unstable states. with aliskiren-containing medicines in patients with diabetes or with moderate to severe renal impairment (creatinine clearance &lt;60 ml/min). with angiotensin ii receptor antagonists (aiiras) in patients with diabetic nephropathy. during pregnancy. concomitant use of ace inhibitors and extracorporeal treatments leading to contact of blood with negatively charged surfaces must be avoided, since such use may lead to severe anaphylactoid reactions. such extracorporeal treatments include dialysis or haemofiltration with certain high-fux (e.g. polyacrylonitril) membranes and low-density lipoprotein apheresis with dextran sulfate.",ramipril,such use may lead to severe anaphylactoid reactions
contradicted disease,angioedema,0.99908584,history of angioedema while taking ramelteon. fluvoxamine (strong cyp1a2 inhibitor) : increases auc for ramelteon and should not be used in combination,ramelteon,should not be used in combination
contradicted drug,fluvoxamine,0.997673,history of angioedema while taking ramelteon. fluvoxamine (strong cyp1a2 inhibitor) : increases auc for ramelteon and should not be used in combination,ramelteon,should not be used in combination
contradicted disease,rabies,0.84300697,"rabies vaccine is contraindicated in the following cases: pre-exposure : severe fever, febrile infection, acute disease, progressive chronic diseases. known hypersensitivity reactions to rabies vaccine or any of its components post-exposure : no contraindication to post-exposure treatment, because rabies is lethal disease, any contraindication to exposure, treatment should be considered carefully before disqualifying an individual for anti-rabies treatment.",rabies vaccine,known hypersensitivity reactions
contradicted disease,rabies,0.7066108,"rabies vaccine is contraindicated in the following cases: pre-exposure : severe fever, febrile infection, acute disease, progressive chronic diseases. known hypersensitivity reactions to rabies vaccine or any of its components post-exposure : no contraindication to post-exposure treatment, because rabies is lethal disease, any contraindication to exposure, treatment should be considered carefully before disqualifying an individual for anti-rabies treatment.",rabies vaccine,known hypersensitivity reactions
contradicted disease,ischemiccoronary artery disease,0.99939907,"rizatriptan benzoate is contraindicated in patients with: ischemiccoronary artery disease(angina pectoris, history ofmyocardial infarction, or documented silent ischemia), or other significant underlyingcardiovascular disease coronary artery vasospasm including prinzmetal'sangina history ofstrokeortransient ischemic attack(tia) peripheral vascular disease(pvd) ischemic bowel disease uncontrolled hypertension recent use (i.e., within 24 hours) of another 5-ht1agonist, ergotamine-containing medication, orergot-type medication (such as dihydroergotamine or methysergide) hemiplegicorbasilarmigraine concurrent administration or recent discontinuation (i.e., within 2 weeks) of a mao-a inhibitor hypersensitivity to rizatriptan benzoate (angioedema andanaphylaxisseen)",rizatriptan benzoate,ischemiccoronary artery disease
contradicted disease,underlying,0.9880755,"rizatriptan benzoate is contraindicated in patients with: ischemiccoronary artery disease(angina pectoris, history ofmyocardial infarction, or documented silent ischemia), or other significant underlyingcardiovascular disease coronary artery vasospasm including prinzmetal'sangina history ofstrokeortransient ischemic attack(tia) peripheral vascular disease(pvd) ischemic bowel disease uncontrolled hypertension recent use (i.e., within 24 hours) of another 5-ht1agonist, ergotamine-containing medication, orergot-type medication (such as dihydroergotamine or methysergide) hemiplegicorbasilarmigraine concurrent administration or recent discontinuation (i.e., within 2 weeks) of a mao-a inhibitor hypersensitivity to rizatriptan benzoate (angioedema andanaphylaxisseen)",rizatriptan benzoate,ischemiccoronary artery disease
contradicted disease,coronary artery,0.9785404,"rizatriptan benzoate is contraindicated in patients with: ischemiccoronary artery disease(angina pectoris, history ofmyocardial infarction, or documented silent ischemia), or other significant underlyingcardiovascular disease coronary artery vasospasm including prinzmetal'sangina history ofstrokeortransient ischemic attack(tia) peripheral vascular disease(pvd) ischemic bowel disease uncontrolled hypertension recent use (i.e., within 24 hours) of another 5-ht1agonist, ergotamine-containing medication, orergot-type medication (such as dihydroergotamine or methysergide) hemiplegicorbasilarmigraine concurrent administration or recent discontinuation (i.e., within 2 weeks) of a mao-a inhibitor hypersensitivity to rizatriptan benzoate (angioedema andanaphylaxisseen)",rizatriptan benzoate,ischemiccoronary artery disease
contradicted disease,ischemic attack,0.9917871,"rizatriptan benzoate is contraindicated in patients with: ischemiccoronary artery disease(angina pectoris, history ofmyocardial infarction, or documented silent ischemia), or other significant underlyingcardiovascular disease coronary artery vasospasm including prinzmetal'sangina history ofstrokeortransient ischemic attack(tia) peripheral vascular disease(pvd) ischemic bowel disease uncontrolled hypertension recent use (i.e., within 24 hours) of another 5-ht1agonist, ergotamine-containing medication, orergot-type medication (such as dihydroergotamine or methysergide) hemiplegicorbasilarmigraine concurrent administration or recent discontinuation (i.e., within 2 weeks) of a mao-a inhibitor hypersensitivity to rizatriptan benzoate (angioedema andanaphylaxisseen)",rizatriptan benzoate,ischemiccoronary artery disease
contradicted disease,peripheral vascular disease,0.99916106,"rizatriptan benzoate is contraindicated in patients with: ischemiccoronary artery disease(angina pectoris, history ofmyocardial infarction, or documented silent ischemia), or other significant underlyingcardiovascular disease coronary artery vasospasm including prinzmetal'sangina history ofstrokeortransient ischemic attack(tia) peripheral vascular disease(pvd) ischemic bowel disease uncontrolled hypertension recent use (i.e., within 24 hours) of another 5-ht1agonist, ergotamine-containing medication, orergot-type medication (such as dihydroergotamine or methysergide) hemiplegicorbasilarmigraine concurrent administration or recent discontinuation (i.e., within 2 weeks) of a mao-a inhibitor hypersensitivity to rizatriptan benzoate (angioedema andanaphylaxisseen)",rizatriptan benzoate,ischemiccoronary artery disease
