group,indication,Score,side_effects,generic_name
sign_symptom,adverse reactions,0.9859805," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,adverse events,0.9958186," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,adverse,0.99971277," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
medication,salmeter,0.767683," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
medication,beta,0.81194586," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,subjective,0.9292002," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,palpitations,0.90448266," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,extra systoles,0.911446," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,arthralgia,0.99821156," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,hyper,0.9999349," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,rash,0.99754447," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,irritation,0.99914694," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,hoarseness,0.9989777," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,candidiasis,0.99975324," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,thrush,0.9955951," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,hypersensitivity reactions,0.9795715," as this preparation contains salmeterol and fluticasone propionate, the type and severity of adverse reactions associated with each of the compounds may be expected. there is no incidence of additional adverse events following concurrent administration of the two compounds. adverse events, which have been associated with salmeterol or fluticasone propionate, are given below.  salmeterol: the pharmacological side effects of beta-2-agonist treatment, such as tremor, subjective palpitations and headache, have been reported, but tend to be transient and reduce with regular therapy. cardiac arrhythmia (including atrial fibrillation, supraventricular tachycardia and extra systoles) may occur, usually in susceptible patients. there have been reports of arthralgia and hypersensitivity reactions, including rash, oedema and angioedema. there have been reports of oropharyngeal irritation. there have been rare reports of muscle cramps.  fluticasone propionate: hoarseness and candidiasis (thrush) of the mouth and throat can occur in some patients. cutaneous hypersensitivity reactions have been reported. rare cases of facial and oropharyngeal oedema have been reported. both hoarseness and incidence of candidiasis may be relieved by gargling with water after use of salmeterol/ fluticasone propionate inhaler. ",salmeterol + fluticasone propionate
sign_symptom,irritation,0.99111545," stinging, burning, or irritation of the skin,itching, prolonged use over a large skin area may cause salicylate toxicity, ringing sound in the ears (tinnitus), diarrhoea, vomiting. ",salicylic acid + lactic acid
sign_symptom,allergic reaction,0.9997665," an allergic reaction (shortness of breath, closing of the throat, swelling of the lips, face or tongue or hives) or severe skin irritation. ",salicylic acid
sign_symptom,short,0.999899," an allergic reaction (shortness of breath, closing of the throat, swelling of the lips, face or tongue or hives) or severe skin irritation. ",salicylic acid
sign_symptom,closing,0.99915695," an allergic reaction (shortness of breath, closing of the throat, swelling of the lips, face or tongue or hives) or severe skin irritation. ",salicylic acid
sign_symptom,swelling,0.99994934," an allergic reaction (shortness of breath, closing of the throat, swelling of the lips, face or tongue or hives) or severe skin irritation. ",salicylic acid
medication,beta - agonist,0.8889619," in common with other beta-agonists containing products, side effects of this solution can include fine tremor of skeletal muscles and nervousness and less frequently tachycardia, dizziness, palpitations or headache, especially in hypersensitive patients.  potentially serious hypokalaemia may result from prolonged and/or high dose beta2 agonist therapy.  as with use of other inhalation therapy, cough, local irritation and less commonly inhalation induced bronchospasm can occur. as with other beta-mimetics, nausea, vomiting, sweating, weakness and myalgia/muscle cramps may occur. in rare cases decrease in diastolic blood pressure, increase in systolic blood pressure, arrhythmias, particularly after higher doses, may occur.  in individual cases psychological alterations have been reported under inhalation therapy with beta-mimetics.  the most frequent non-respiratory anticholinergic related adverse events are dryness of mouth and dysphonia. there have been isolated reports of ocular complications (i.e. mydriasis, increased intraocular pressure, angle closure glaucoma, and eye pain) when aerosolised ipratropium bromide either alone or in combination with adrenergic beta2 agonist, has escaped into the eyes. ocular side effects, gastrointestinal motility disturbances and urinary retention may occur in rare cases and are reversible. ",salbutamol + ipratropium (solution for inhalation)
sign_symptom,tremor,0.9996176," in common with other beta-agonists containing products, side effects of this solution can include fine tremor of skeletal muscles and nervousness and less frequently tachycardia, dizziness, palpitations or headache, especially in hypersensitive patients.  potentially serious hypokalaemia may result from prolonged and/or high dose beta2 agonist therapy.  as with use of other inhalation therapy, cough, local irritation and less commonly inhalation induced bronchospasm can occur. as with other beta-mimetics, nausea, vomiting, sweating, weakness and myalgia/muscle cramps may occur. in rare cases decrease in diastolic blood pressure, increase in systolic blood pressure, arrhythmias, particularly after higher doses, may occur.  in individual cases psychological alterations have been reported under inhalation therapy with beta-mimetics.  the most frequent non-respiratory anticholinergic related adverse events are dryness of mouth and dysphonia. there have been isolated reports of ocular complications (i.e. mydriasis, increased intraocular pressure, angle closure glaucoma, and eye pain) when aerosolised ipratropium bromide either alone or in combination with adrenergic beta2 agonist, has escaped into the eyes. ocular side effects, gastrointestinal motility disturbances and urinary retention may occur in rare cases and are reversible. ",salbutamol + ipratropium (solution for inhalation)
sign_symptom,muscles,0.967512," in common with other beta-agonists containing products, side effects of this solution can include fine tremor of skeletal muscles and nervousness and less frequently tachycardia, dizziness, palpitations or headache, especially in hypersensitive patients.  potentially serious hypokalaemia may result from prolonged and/or high dose beta2 agonist therapy.  as with use of other inhalation therapy, cough, local irritation and less commonly inhalation induced bronchospasm can occur. as with other beta-mimetics, nausea, vomiting, sweating, weakness and myalgia/muscle cramps may occur. in rare cases decrease in diastolic blood pressure, increase in systolic blood pressure, arrhythmias, particularly after higher doses, may occur.  in individual cases psychological alterations have been reported under inhalation therapy with beta-mimetics.  the most frequent non-respiratory anticholinergic related adverse events are dryness of mouth and dysphonia. there have been isolated reports of ocular complications (i.e. mydriasis, increased intraocular pressure, angle closure glaucoma, and eye pain) when aerosolised ipratropium bromide either alone or in combination with adrenergic beta2 agonist, has escaped into the eyes. ocular side effects, gastrointestinal motility disturbances and urinary retention may occur in rare cases and are reversible. ",salbutamol + ipratropium (solution for inhalation)
sign_symptom,nervousness,0.9982394," in common with other beta-agonists containing products, side effects of this solution can include fine tremor of skeletal muscles and nervousness and less frequently tachycardia, dizziness, palpitations or headache, especially in hypersensitive patients.  potentially serious hypokalaemia may result from prolonged and/or high dose beta2 agonist therapy.  as with use of other inhalation therapy, cough, local irritation and less commonly inhalation induced bronchospasm can occur. as with other beta-mimetics, nausea, vomiting, sweating, weakness and myalgia/muscle cramps may occur. in rare cases decrease in diastolic blood pressure, increase in systolic blood pressure, arrhythmias, particularly after higher doses, may occur.  in individual cases psychological alterations have been reported under inhalation therapy with beta-mimetics.  the most frequent non-respiratory anticholinergic related adverse events are dryness of mouth and dysphonia. there have been isolated reports of ocular complications (i.e. mydriasis, increased intraocular pressure, angle closure glaucoma, and eye pain) when aerosolised ipratropium bromide either alone or in combination with adrenergic beta2 agonist, has escaped into the eyes. ocular side effects, gastrointestinal motility disturbances and urinary retention may occur in rare cases and are reversible. ",salbutamol + ipratropium (solution for inhalation)
sign_symptom,palpit,0.75242925," in common with other beta-agonists containing products, side effects of this solution can include fine tremor of skeletal muscles and nervousness and less frequently tachycardia, dizziness, palpitations or headache, especially in hypersensitive patients.  potentially serious hypokalaemia may result from prolonged and/or high dose beta2 agonist therapy.  as with use of other inhalation therapy, cough, local irritation and less commonly inhalation induced bronchospasm can occur. as with other beta-mimetics, nausea, vomiting, sweating, weakness and myalgia/muscle cramps may occur. in rare cases decrease in diastolic blood pressure, increase in systolic blood pressure, arrhythmias, particularly after higher doses, may occur.  in individual cases psychological alterations have been reported under inhalation therapy with beta-mimetics.  the most frequent non-respiratory anticholinergic related adverse events are dryness of mouth and dysphonia. there have been isolated reports of ocular complications (i.e. mydriasis, increased intraocular pressure, angle closure glaucoma, and eye pain) when aerosolised ipratropium bromide either alone or in combination with adrenergic beta2 agonist, has escaped into the eyes. ocular side effects, gastrointestinal motility disturbances and urinary retention may occur in rare cases and are reversible. ",salbutamol + ipratropium (solution for inhalation)
medication,beta2,0.8046167," in common with other beta-agonists containing products, side effects of this solution can include fine tremor of skeletal muscles and nervousness and less frequently tachycardia, dizziness, palpitations or headache, especially in hypersensitive patients.  potentially serious hypokalaemia may result from prolonged and/or high dose beta2 agonist therapy.  as with use of other inhalation therapy, cough, local irritation and less commonly inhalation induced bronchospasm can occur. as with other beta-mimetics, nausea, vomiting, sweating, weakness and myalgia/muscle cramps may occur. in rare cases decrease in diastolic blood pressure, increase in systolic blood pressure, arrhythmias, particularly after higher doses, may occur.  in individual cases psychological alterations have been reported under inhalation therapy with beta-mimetics.  the most frequent non-respiratory anticholinergic related adverse events are dryness of mouth and dysphonia. there have been isolated reports of ocular complications (i.e. mydriasis, increased intraocular pressure, angle closure glaucoma, and eye pain) when aerosolised ipratropium bromide either alone or in combination with adrenergic beta2 agonist, has escaped into the eyes. ocular side effects, gastrointestinal motility disturbances and urinary retention may occur in rare cases and are reversible. ",salbutamol + ipratropium (solution for inhalation)
sign_symptom,irritation,0.99971765," in common with other beta-agonists containing products, side effects of this solution can include fine tremor of skeletal muscles and nervousness and less frequently tachycardia, dizziness, palpitations or headache, especially in hypersensitive patients.  potentially serious hypokalaemia may result from prolonged and/or high dose beta2 agonist therapy.  as with use of other inhalation therapy, cough, local irritation and less commonly inhalation induced bronchospasm can occur. as with other beta-mimetics, nausea, vomiting, sweating, weakness and myalgia/muscle cramps may occur. in rare cases decrease in diastolic blood pressure, increase in systolic blood pressure, arrhythmias, particularly after higher doses, may occur.  in individual cases psychological alterations have been reported under inhalation therapy with beta-mimetics.  the most frequent non-respiratory anticholinergic related adverse events are dryness of mouth and dysphonia. there have been isolated reports of ocular complications (i.e. mydriasis, increased intraocular pressure, angle closure glaucoma, and eye pain) when aerosolised ipratropium bromide either alone or in combination with adrenergic beta2 agonist, has escaped into the eyes. ocular side effects, gastrointestinal motility disturbances and urinary retention may occur in rare cases and are reversible. ",salbutamol + ipratropium (solution for inhalation)
medication,- mi,0.891791," in common with other beta-agonists containing products, side effects of this solution can include fine tremor of skeletal muscles and nervousness and less frequently tachycardia, dizziness, palpitations or headache, especially in hypersensitive patients.  potentially serious hypokalaemia may result from prolonged and/or high dose beta2 agonist therapy.  as with use of other inhalation therapy, cough, local irritation and less commonly inhalation induced bronchospasm can occur. as with other beta-mimetics, nausea, vomiting, sweating, weakness and myalgia/muscle cramps may occur. in rare cases decrease in diastolic blood pressure, increase in systolic blood pressure, arrhythmias, particularly after higher doses, may occur.  in individual cases psychological alterations have been reported under inhalation therapy with beta-mimetics.  the most frequent non-respiratory anticholinergic related adverse events are dryness of mouth and dysphonia. there have been isolated reports of ocular complications (i.e. mydriasis, increased intraocular pressure, angle closure glaucoma, and eye pain) when aerosolised ipratropium bromide either alone or in combination with adrenergic beta2 agonist, has escaped into the eyes. ocular side effects, gastrointestinal motility disturbances and urinary retention may occur in rare cases and are reversible. ",salbutamol + ipratropium (solution for inhalation)
sign_symptom,vomiting,0.985355," in common with other beta-agonists containing products, side effects of this solution can include fine tremor of skeletal muscles and nervousness and less frequently tachycardia, dizziness, palpitations or headache, especially in hypersensitive patients.  potentially serious hypokalaemia may result from prolonged and/or high dose beta2 agonist therapy.  as with use of other inhalation therapy, cough, local irritation and less commonly inhalation induced bronchospasm can occur. as with other beta-mimetics, nausea, vomiting, sweating, weakness and myalgia/muscle cramps may occur. in rare cases decrease in diastolic blood pressure, increase in systolic blood pressure, arrhythmias, particularly after higher doses, may occur.  in individual cases psychological alterations have been reported under inhalation therapy with beta-mimetics.  the most frequent non-respiratory anticholinergic related adverse events are dryness of mouth and dysphonia. there have been isolated reports of ocular complications (i.e. mydriasis, increased intraocular pressure, angle closure glaucoma, and eye pain) when aerosolised ipratropium bromide either alone or in combination with adrenergic beta2 agonist, has escaped into the eyes. ocular side effects, gastrointestinal motility disturbances and urinary retention may occur in rare cases and are reversible. ",salbutamol + ipratropium (solution for inhalation)
sign_symptom,weakness,0.99984217," in common with other beta-agonists containing products, side effects of this solution can include fine tremor of skeletal muscles and nervousness and less frequently tachycardia, dizziness, palpitations or headache, especially in hypersensitive patients.  potentially serious hypokalaemia may result from prolonged and/or high dose beta2 agonist therapy.  as with use of other inhalation therapy, cough, local irritation and less commonly inhalation induced bronchospasm can occur. as with other beta-mimetics, nausea, vomiting, sweating, weakness and myalgia/muscle cramps may occur. in rare cases decrease in diastolic blood pressure, increase in systolic blood pressure, arrhythmias, particularly after higher doses, may occur.  in individual cases psychological alterations have been reported under inhalation therapy with beta-mimetics.  the most frequent non-respiratory anticholinergic related adverse events are dryness of mouth and dysphonia. there have been isolated reports of ocular complications (i.e. mydriasis, increased intraocular pressure, angle closure glaucoma, and eye pain) when aerosolised ipratropium bromide either alone or in combination with adrenergic beta2 agonist, has escaped into the eyes. ocular side effects, gastrointestinal motility disturbances and urinary retention may occur in rare cases and are reversible. ",salbutamol + ipratropium (solution for inhalation)
sign_symptom,myalgia,0.8397905," in common with other beta-agonists containing products, side effects of this solution can include fine tremor of skeletal muscles and nervousness and less frequently tachycardia, dizziness, palpitations or headache, especially in hypersensitive patients.  potentially serious hypokalaemia may result from prolonged and/or high dose beta2 agonist therapy.  as with use of other inhalation therapy, cough, local irritation and less commonly inhalation induced bronchospasm can occur. as with other beta-mimetics, nausea, vomiting, sweating, weakness and myalgia/muscle cramps may occur. in rare cases decrease in diastolic blood pressure, increase in systolic blood pressure, arrhythmias, particularly after higher doses, may occur.  in individual cases psychological alterations have been reported under inhalation therapy with beta-mimetics.  the most frequent non-respiratory anticholinergic related adverse events are dryness of mouth and dysphonia. there have been isolated reports of ocular complications (i.e. mydriasis, increased intraocular pressure, angle closure glaucoma, and eye pain) when aerosolised ipratropium bromide either alone or in combination with adrenergic beta2 agonist, has escaped into the eyes. ocular side effects, gastrointestinal motility disturbances and urinary retention may occur in rare cases and are reversible. ",salbutamol + ipratropium (solution for inhalation)
sign_symptom,muscle cramps,0.8377635," in common with other beta-agonists containing products, side effects of this solution can include fine tremor of skeletal muscles and nervousness and less frequently tachycardia, dizziness, palpitations or headache, especially in hypersensitive patients.  potentially serious hypokalaemia may result from prolonged and/or high dose beta2 agonist therapy.  as with use of other inhalation therapy, cough, local irritation and less commonly inhalation induced bronchospasm can occur. as with other beta-mimetics, nausea, vomiting, sweating, weakness and myalgia/muscle cramps may occur. in rare cases decrease in diastolic blood pressure, increase in systolic blood pressure, arrhythmias, particularly after higher doses, may occur.  in individual cases psychological alterations have been reported under inhalation therapy with beta-mimetics.  the most frequent non-respiratory anticholinergic related adverse events are dryness of mouth and dysphonia. there have been isolated reports of ocular complications (i.e. mydriasis, increased intraocular pressure, angle closure glaucoma, and eye pain) when aerosolised ipratropium bromide either alone or in combination with adrenergic beta2 agonist, has escaped into the eyes. ocular side effects, gastrointestinal motility disturbances and urinary retention may occur in rare cases and are reversible. ",salbutamol + ipratropium (solution for inhalation)
