Entity Group,Word,Score,Sentence
Medication,maprotili,0.961456,maprotiline hydrochloride tab lets are contraindicated in patients hypersensitive to maprotiline and in patients with known or suspected seizure disorders. it should not be given concomitantly with monoamine oxidase (mao) inhibitors. a minimum of 14 days should be allowed to elapse after discontinuation of mao inhibitors before treatment with maprotiline is initiated. effects should be monitored with gradual increase in dosage until optimum response is achieved. the drug is not recommended for use during the acute phase of myocardial infarction.
Duration,minimum of 14 days,0.87370175,maprotiline hydrochloride tab lets are contraindicated in patients hypersensitive to maprotiline and in patients with known or suspected seizure disorders. it should not be given concomitantly with monoamine oxidase (mao) inhibitors. a minimum of 14 days should be allowed to elapse after discontinuation of mao inhibitors before treatment with maprotiline is initiated. effects should be monitored with gradual increase in dosage until optimum response is achieved. the drug is not recommended for use during the acute phase of myocardial infarction.
Medication,maprotili,0.9780977,maprotiline hydrochloride tab lets are contraindicated in patients hypersensitive to maprotiline and in patients with known or suspected seizure disorders. it should not be given concomitantly with monoamine oxidase (mao) inhibitors. a minimum of 14 days should be allowed to elapse after discontinuation of mao inhibitors before treatment with maprotiline is initiated. effects should be monitored with gradual increase in dosage until optimum response is achieved. the drug is not recommended for use during the acute phase of myocardial infarction.
Medication,mannitol,0.99934405,"mannitol intravenous infusion is contraindicated in patients with pulmonary edema or congestive heart failure. it is also contraindicated during inadequate urine flow, dehydration or acidosis, intracranial bleeding and in patients with renal failure unless a test dose has produced a diuretic response."
Administration,intra,0.9873232,"mannitol intravenous infusion is contraindicated in patients with pulmonary edema or congestive heart failure. it is also contraindicated during inadequate urine flow, dehydration or acidosis, intracranial bleeding and in patients with renal failure unless a test dose has produced a diuretic response."
Biological_structure,pulmonary,0.8784618,"mannitol intravenous infusion is contraindicated in patients with pulmonary edema or congestive heart failure. it is also contraindicated during inadequate urine flow, dehydration or acidosis, intracranial bleeding and in patients with renal failure unless a test dose has produced a diuretic response."
Detailed_description,cong,0.99885213,"mannitol intravenous infusion is contraindicated in patients with pulmonary edema or congestive heart failure. it is also contraindicated during inadequate urine flow, dehydration or acidosis, intracranial bleeding and in patients with renal failure unless a test dose has produced a diuretic response."
Biological_structure,intra,0.99992085,"mannitol intravenous infusion is contraindicated in patients with pulmonary edema or congestive heart failure. it is also contraindicated during inadequate urine flow, dehydration or acidosis, intracranial bleeding and in patients with renal failure unless a test dose has produced a diuretic response."
Disease_disorder,renal failure,0.999625,"mannitol intravenous infusion is contraindicated in patients with pulmonary edema or congestive heart failure. it is also contraindicated during inadequate urine flow, dehydration or acidosis, intracranial bleeding and in patients with renal failure unless a test dose has produced a diuretic response."
Disease_disorder,heart block,0.77532446,it is contraindicated in patients with heart block or myocardial damage.
Medication,magnesium sulfate,0.9979148,"magnesium sulfate contra-indicated in the case of defect of the heart's electrical message pathways resulting in decreased function of the heart (heart block), severe damage to the muscular wall of the heart (myocardium) and significantly decreased kidney function."
Sign_symptom,defect,0.99975926,"magnesium sulfate contra-indicated in the case of defect of the heart's electrical message pathways resulting in decreased function of the heart (heart block), severe damage to the muscular wall of the heart (myocardium) and significantly decreased kidney function."
Sign_symptom,heart,0.84686905,"magnesium sulfate contra-indicated in the case of defect of the heart's electrical message pathways resulting in decreased function of the heart (heart block), severe damage to the muscular wall of the heart (myocardium) and significantly decreased kidney function."
Sign_symptom,electrical message pathways,0.8915513,"magnesium sulfate contra-indicated in the case of defect of the heart's electrical message pathways resulting in decreased function of the heart (heart block), severe damage to the muscular wall of the heart (myocardium) and significantly decreased kidney function."
Lab_value,decreased,0.9990588,"magnesium sulfate contra-indicated in the case of defect of the heart's electrical message pathways resulting in decreased function of the heart (heart block), severe damage to the muscular wall of the heart (myocardium) and significantly decreased kidney function."
Diagnostic_procedure,function,0.99198115,"magnesium sulfate contra-indicated in the case of defect of the heart's electrical message pathways resulting in decreased function of the heart (heart block), severe damage to the muscular wall of the heart (myocardium) and significantly decreased kidney function."
Severity,severe,0.999796,"magnesium sulfate contra-indicated in the case of defect of the heart's electrical message pathways resulting in decreased function of the heart (heart block), severe damage to the muscular wall of the heart (myocardium) and significantly decreased kidney function."
Sign_symptom,damage,0.9989881,"magnesium sulfate contra-indicated in the case of defect of the heart's electrical message pathways resulting in decreased function of the heart (heart block), severe damage to the muscular wall of the heart (myocardium) and significantly decreased kidney function."
Biological_structure,muscular wall of the heart,0.99980944,"magnesium sulfate contra-indicated in the case of defect of the heart's electrical message pathways resulting in decreased function of the heart (heart block), severe damage to the muscular wall of the heart (myocardium) and significantly decreased kidney function."
Lab_value,decreased,0.99201936,"magnesium sulfate contra-indicated in the case of defect of the heart's electrical message pathways resulting in decreased function of the heart (heart block), severe damage to the muscular wall of the heart (myocardium) and significantly decreased kidney function."
Sign_symptom,hypersensitivity,0.9838575,hypersensitivity and severe renal impairment.
Severity,severe,0.99982196,hypersensitivity and severe renal impairment.
Biological_structure,renal,0.94422793,hypersensitivity and severe renal impairment.
Detailed_description,acute,0.9998728,acute gl conditions like abdominal pain.
Biological_structure,abdominal,0.99995446,acute gl conditions like abdominal pain.
Medication,magnesium hydroxide,0.9990196,magnesium hydroxide should not be administered where use of laxative is contraindicated. long term treatment of magnesium hydroxide is contraindicated in patients with renal failure.
Medication,magnesium hydroxide,0.99886876,magnesium hydroxide should not be administered where use of laxative is contraindicated. long term treatment of magnesium hydroxide is contraindicated in patients with renal failure.
Medication,magaldrate,0.9985804,magaldrate is contraindicated in patients with known hypersensitivity to magnesium and aluminium. it is also contraindicated in patients with impaired renal functions.
Sign_symptom,hypersensitivity,0.7436472,magaldrate is contraindicated in patients with known hypersensitivity to magnesium and aluminium. it is also contraindicated in patients with impaired renal functions.
Diagnostic_procedure,magnesium,0.9967926,magaldrate is contraindicated in patients with known hypersensitivity to magnesium and aluminium. it is also contraindicated in patients with impaired renal functions.
