group,indication,Score,drug_class,generic_name
diagnostic_procedure,pylori,0.7674618,anti h. pylori drugs,lansoprazole + amoxicillin + clarithromycin
diagnostic_procedure,pylori,0.7674618,anti h. pylori drugs,rabeprazole + amoxicillin + clarithromycin
medication,drugs,0.6593793,anti h. pylori drugs,esomeprazole + amoxicillin + clarithromycin
medication,drugs,0.6593793,anti h. pylori drugs,lansoprazole + amoxicillin + clarithromycin
medication,drugs,0.6593793,anti h. pylori drugs,rabeprazole + amoxicillin + clarithromycin
administration,topical,0.9994562,topical antibiotics for acne,erythromycin (lotion)
medication,antibiotics,0.99972755,topical antibiotics for acne,erythromycin (lotion)
medication,acne,0.9835992,topical antibiotics for acne,erythromycin (lotion)
medication,drugs,0.496284,drugs for menopausal symptoms: hormone replacement therapy,ethinyl estradiol + drospirenone (hrt)
medication,drugs,0.496284,drugs for menopausal symptoms: hormone replacement therapy,tibolone
sign_symptom,menopausa,0.94751364,drugs for menopausal symptoms: hormone replacement therapy,ethinyl estradiol + drospirenone (hrt)
sign_symptom,menopausa,0.94751364,drugs for menopausal symptoms: hormone replacement therapy,tibolone
sign_symptom,symptoms,0.5432976,drugs for menopausal symptoms: hormone replacement therapy,ethinyl estradiol + drospirenone (hrt)
sign_symptom,symptoms,0.5432976,drugs for menopausal symptoms: hormone replacement therapy,tibolone
medication,hormone replacement therapy,0.9988082,drugs for menopausal symptoms: hormone replacement therapy,ethinyl estradiol + drospirenone (hrt)
medication,hormone replacement therapy,0.9988082,drugs for menopausal symptoms: hormone replacement therapy,tibolone
diagnostic_procedure,tubercular chemotherapeutics,0.9634361,anti-tubercular chemotherapeutics,ethambutol
diagnostic_procedure,tubercular chemotherapeutics,0.9634361,anti-tubercular chemotherapeutics,isoniazid
diagnostic_procedure,tubercular chemotherapeutics,0.9634361,anti-tubercular chemotherapeutics,pyrazinamide
administration,oral,0.7958317,oral iron preparations,ferrous ascorbate
administration,oral,0.7958317,oral iron preparations,ferric citrate
administration,oral,0.7958317,oral iron preparations,ferrous sulfate
administration,oral,0.7958317,oral iron preparations,ferrous gluconate
administration,oral,0.7958317,oral iron preparations,ferrous fumarate
administration,oral,0.7958317,oral iron preparations,iron polymaltose complex
diagnostic_procedure,iron preparations,0.9855355,oral iron preparations,ferrous ascorbate
diagnostic_procedure,iron preparations,0.9855355,oral iron preparations,ferric citrate
diagnostic_procedure,iron preparations,0.9855355,oral iron preparations,ferrous sulfate
diagnostic_procedure,iron preparations,0.9855355,oral iron preparations,ferrous gluconate
diagnostic_procedure,iron preparations,0.9855355,oral iron preparations,ferrous fumarate
diagnostic_procedure,iron preparations,0.9855355,oral iron preparations,iron polymaltose complex
administration,parent,0.9529622,parenteral iron preparations,ferric pyrophosphate citrate
administration,parent,0.9529622,parenteral iron preparations,ferric derisomaltose
administration,parent,0.9529622,parenteral iron preparations,ferric carboxymaltose
administration,parent,0.9529622,parenteral iron preparations,iron sucrose injection [elemental iron]
diagnostic_procedure,iron preparations,0.9191396,parenteral iron preparations,ferric pyrophosphate citrate
diagnostic_procedure,iron preparations,0.9191396,parenteral iron preparations,ferric derisomaltose
diagnostic_procedure,iron preparations,0.9191396,parenteral iron preparations,ferric carboxymaltose
diagnostic_procedure,iron preparations,0.9191396,parenteral iron preparations,iron sucrose injection [elemental iron]
therapeutic_procedure,analgesics,0.8711798,opioid analgesics,fentanyl citrate
therapeutic_procedure,analgesics,0.8711798,opioid analgesics,morphine sulfate
therapeutic_procedure,analgesics,0.8711798,opioid analgesics,nalbuphine
therapeutic_procedure,analgesics,0.8711798,opioid analgesics,oxymorphone hydrochloride
therapeutic_procedure,analgesics,0.8711798,opioid analgesics,pethidine hydrochloride
therapeutic_procedure,analgesics,0.8711798,opioid analgesics,pentazocine hydrochloride
therapeutic_procedure,analgesics,0.8711798,opioid analgesics,tapentadol hydrochloride
therapeutic_procedure,analgesics,0.8711798,opioid analgesics,tramadol hydrochloride
medication,anti - viral drugs,0.8844401,anti-viral drugs,favipiravir
medication,anti - viral drugs,0.8844401,anti-viral drugs,remdesivir
medication,anti - viral drugs,0.8844401,anti-viral drugs,saquinavir mesylate
medication,anti - viral drugs,0.8844401,anti-viral drugs,valganciclovir
medication,fluocinolone,0.89523447,fluocinolone & combined preparations,fluocinolone acetonide
medication,fluocinolone,0.89523447,fluocinolone & combined preparations,fluticasone propionate (nasal spray)
medication,fluocinolone,0.89523447,fluocinolone & combined preparations,fluticasone propionate (inhaler)
medication,fluocinolone,0.89523447,fluocinolone & combined preparations,fluticasone propionate (nebuliser suspension)
diagnostic_procedure,combined,0.5524875,fluocinolone & combined preparations,fluocinolone acetonide
diagnostic_procedure,combined,0.5524875,fluocinolone & combined preparations,fluticasone propionate (nasal spray)
diagnostic_procedure,combined,0.5524875,fluocinolone & combined preparations,fluticasone propionate (inhaler)
diagnostic_procedure,combined,0.5524875,fluocinolone & combined preparations,fluticasone propionate (nebuliser suspension)
therapeutic_procedure,preparations,0.5907505,fluocinolone & combined preparations,fluocinolone acetonide
therapeutic_procedure,preparations,0.5907505,fluocinolone & combined preparations,fluticasone propionate (nasal spray)
therapeutic_procedure,preparations,0.5907505,fluocinolone & combined preparations,fluticasone propionate (inhaler)
therapeutic_procedure,preparations,0.5907505,fluocinolone & combined preparations,fluticasone propionate (nebuliser suspension)
detailed_description,prop,0.9913692,miscellaneous prophylactic migraine preparations,flunarizine
therapeutic_procedure,migraine preparations,0.9819711,miscellaneous prophylactic migraine preparations,flunarizine
medication,phenothiazine drugs,0.99131936,phenothiazine drugs,fluphenazine decanoate
medication,phenothiazine drugs,0.99131936,phenothiazine drugs,thioridazine
medication,phenothiazine drugs,0.99131936,phenothiazine drugs,trifluoperazine
medication,phenothiazine related drugs,0.9929608,phenothiazine related drugs,fluoxetine hydrochloride
medication,phenothiazine related drugs,0.9929608,phenothiazine related drugs,isopropamide + trifluoperazine
medication,phenothiazine related drugs,0.9929608,phenothiazine related drugs,zuclopenthixol
medication,hydroquinone,0.9368556,hydroquinone preparations,fluocinolone acetonide + hydroquinone + tretinoin
medication,hydroquinone,0.9368556,hydroquinone preparations,hydroquinone
diagnostic_procedure,preparations,0.81992614,hydroquinone preparations,fluocinolone acetonide + hydroquinone + tretinoin
diagnostic_procedure,preparations,0.81992614,hydroquinone preparations,hydroquinone
detailed_description,intracellular,0.99968994,intracellular antibiotic,fosfomycin trometamol
medication,antibiotic,0.70699054,intracellular antibiotic,fosfomycin trometamol
detailed_description,long,0.9967128,long-acting selective -adrenoceptor stimulants,formoterol fumarate
detailed_description,long,0.9967128,long-acting selective -adrenoceptor stimulants,indacaterol maleate
detailed_description,long,0.9967128,long-acting selective -adrenoceptor stimulants,salmeterol + fluticasone propionate
detailed_description,long,0.9967128,long-acting selective -adrenoceptor stimulants,salmeterol xinafoate
detailed_description,acting,0.8324879,long-acting selective -adrenoceptor stimulants,formoterol fumarate
detailed_description,acting,0.8324879,long-acting selective -adrenoceptor stimulants,indacaterol maleate
detailed_description,acting,0.8324879,long-acting selective -adrenoceptor stimulants,salmeterol + fluticasone propionate
detailed_description,acting,0.8324879,long-acting selective -adrenoceptor stimulants,salmeterol xinafoate
medication,selective - adrenoceptor stimulants,0.97323203,long-acting selective -adrenoceptor stimulants,formoterol fumarate
medication,selective - adrenoceptor stimulants,0.97323203,long-acting selective -adrenoceptor stimulants,indacaterol maleate
medication,selective - adrenoceptor stimulants,0.97323203,long-acting selective -adrenoceptor stimulants,salmeterol + fluticasone propionate
medication,selective - adrenoceptor stimulants,0.97323203,long-acting selective -adrenoceptor stimulants,salmeterol xinafoate
medication,drugs,0.9731627,drugs for megaloblastic anemia,folic acid
medication,drugs,0.9731627,drugs for megaloblastic anemia,mecobalamin
disease_disorder,megaloblastic anemia,0.97738814,drugs for megaloblastic anemia,folic acid
disease_disorder,megaloblastic anemia,0.97738814,drugs for megaloblastic anemia,mecobalamin
diagnostic_procedure,combined,0.9320679,fluticasone & combined preparations topical,fluticasone propionate (topical)
medication,preparations,0.67851365,fluticasone & combined preparations topical,fluticasone propionate (topical)
administration,topical,0.997428,fluticasone & combined preparations topical,fluticasone propionate (topical)
medication,sulfonylureas,0.97780424,sulfonylureas,glibenclamide
medication,sulfonylureas,0.97780424,sulfonylureas,glipizide
medication,sulfonylureas,0.97780424,sulfonylureas,glimepiride
medication,sulfonylureas,0.97780424,sulfonylureas,gliclazide
detailed_description,crystal violet,0.9783865,crystal violet/ gentian violet preparations,gentian violet
diagnostic_procedure,preparations,0.9525254,crystal violet/ gentian violet preparations,gentian violet
administration,topical,0.98840684,topical antibiotic preparations,gentamicin sulfate (topical)
administration,topical,0.98840684,topical antibiotic preparations,mupirocin
administration,topical,0.98840684,topical antibiotic preparations,neomycin sulfate + bacitracin zinc + polymyxin b sulfate
administration,topical,0.98840684,topical antibiotic preparations,nitrofurazone
administration,topical,0.98840684,topical antibiotic preparations,oxytetracycline + polymixin b sulphate
administration,topical,0.98840684,topical antibiotic preparations,ozenoxacin
administration,topical,0.98840684,topical antibiotic preparations,retapamulin
administration,topical,0.98840684,topical antibiotic preparations,silver sulfadiazine
administration,topical,0.98840684,topical antibiotic preparations,sodium fusidate (topical)
administration,topical,0.98840684,topical antibiotic preparations,tetracycline hydrochloride (topical)
therapeutic_procedure,preparations,0.75157654,topical antibiotic preparations,gentamicin sulfate (topical)
therapeutic_procedure,preparations,0.75157654,topical antibiotic preparations,mupirocin
therapeutic_procedure,preparations,0.75157654,topical antibiotic preparations,neomycin sulfate + bacitracin zinc + polymyxin b sulfate
therapeutic_procedure,preparations,0.75157654,topical antibiotic preparations,nitrofurazone
therapeutic_procedure,preparations,0.75157654,topical antibiotic preparations,oxytetracycline + polymixin b sulphate
therapeutic_procedure,preparations,0.75157654,topical antibiotic preparations,ozenoxacin
therapeutic_procedure,preparations,0.75157654,topical antibiotic preparations,retapamulin
therapeutic_procedure,preparations,0.75157654,topical antibiotic preparations,silver sulfadiazine
therapeutic_procedure,preparations,0.75157654,topical antibiotic preparations,sodium fusidate (topical)
therapeutic_procedure,preparations,0.75157654,topical antibiotic preparations,tetracycline hydrochloride (topical)
therapeutic_procedure,irrigation solution,0.7146586,irrigation solution used in urological surgery,glycine
therapeutic_procedure,urological surgery,0.9994417,irrigation solution used in urological surgery,glycine
history,osmot,0.4902003,osmotic purgatives,glycerin
history,osmot,0.4902003,osmotic purgatives,lactulose
history,osmot,0.4902003,osmotic purgatives,lactitol monohydrate
history,osmot,0.4902003,osmotic purgatives,macrogol [polypropylene glycol] + electrolytes
history,osmot,0.4902003,osmotic purgatives,polyethylene glycol 3350 + electrolytes
history,osmot,0.4902003,osmotic purgatives,polyethylene glycol
history,osmot,0.4902003,osmotic purgatives,prucalopride succinate
history,osmot,0.4902003,osmotic purgatives,sennosides
history,osmot,0.4902003,osmotic purgatives,sodium picosulfate
history,purga,0.5707403,osmotic purgatives,glycerin
history,purga,0.5707403,osmotic purgatives,lactulose
history,purga,0.5707403,osmotic purgatives,lactitol monohydrate
history,purga,0.5707403,osmotic purgatives,macrogol [polypropylene glycol] + electrolytes
history,purga,0.5707403,osmotic purgatives,polyethylene glycol 3350 + electrolytes
history,purga,0.5707403,osmotic purgatives,polyethylene glycol
history,purga,0.5707403,osmotic purgatives,prucalopride succinate
history,purga,0.5707403,osmotic purgatives,sennosides
history,purga,0.5707403,osmotic purgatives,sodium picosulfate
diagnostic_procedure,cart,0.6465708,stimulation of cartilage formation,glucosamine sulfate + diacerein
diagnostic_procedure,cart,0.6465708,stimulation of cartilage formation,glucosamine sulfate + chondroitin
diagnostic_procedure,cart,0.6465708,stimulation of cartilage formation,glucosamine hydrochloride
diagnostic_procedure,formation,0.66140354,stimulation of cartilage formation,glucosamine sulfate + diacerein
diagnostic_procedure,formation,0.66140354,stimulation of cartilage formation,glucosamine sulfate + chondroitin
diagnostic_procedure,formation,0.66140354,stimulation of cartilage formation,glucosamine hydrochloride
medication,general,0.9717515,general (inhalation) anesthetics,halothane
medication,general,0.9717515,general (inhalation) anesthetics,isoflurane
medication,general,0.9717515,general (inhalation) anesthetics,sevoflurane
medication,anesthetics,0.9956057,general (inhalation) anesthetics,halothane
medication,anesthetics,0.9956057,general (inhalation) anesthetics,isoflurane
medication,anesthetics,0.9956057,general (inhalation) anesthetics,sevoflurane
disease_disorder,tremor,0.9954945,"drugs used in tremor, tics & related disorder",haloperidol
disease_disorder,tics,0.4835199,"drugs used in tremor, tics & related disorder",haloperidol
disease_disorder,related disorder,0.8538201,"drugs used in tremor, tics & related disorder",haloperidol
therapeutic_procedure,water purifying agent,0.9923876,water purifying agent,halazone
therapeutic_procedure,water purifying agent,0.9923876,water purifying agent,sodium dichloroisocyanurate
disease_disorder,rheumatoid arthritis,0.99514914,drugs used for rheumatoid arthritis,golimumab
disease_disorder,rheumatoid arthritis,0.99514914,drugs used for rheumatoid arthritis,ketorolac tromethamine
disease_disorder,rheumatoid arthritis,0.99514914,drugs used for rheumatoid arthritis,leflunomide
disease_disorder,rheumatoid arthritis,0.99514914,drugs used for rheumatoid arthritis,tocilizumab
disease_disorder,rheumatoid arthritis,0.99514914,drugs used for rheumatoid arthritis,upadacitinib
detailed_description,oxidising agent,0.87708926,oxidising agent with antibacterial and antiviral properties,hydrogen peroxide
detailed_description,antibacterial and antiviral properties,0.9666869,oxidising agent with antibacterial and antiviral properties,hydrogen peroxide
medication,hormone preparations,0.6901753,hormone preparations for other uses,hydroxyprogesterone caproate
diagnostic_procedure,other,0.26482612,hormone preparations for other uses,hydroxyprogesterone caproate
detailed_description,uses,0.36380804,hormone preparations for other uses,hydroxyprogesterone caproate
therapeutic_procedure,sunblock preparation,0.9993651,sunblock preparation,hydroquinone + octyldimethyl + dioxybenzone + oxybenzone
therapeutic_procedure,sunblock preparation,0.9993651,sunblock preparation,padimate o + avobenzone + oxybenzone + titanium dioxide
therapeutic_procedure,sunblock preparation,0.9993651,sunblock preparation,titanium dioxide + butyl methoxydibenzoyl methane + padimate + oxybenzone
therapeutic_procedure,sunblock preparation,0.9993651,sunblock preparation,"zinc oxide, octinoxate, enzacamene and avobenzone"
therapeutic_procedure,sunblock preparation,0.9993651,sunblock preparation,zinc oxide + ethylhexyl methoxycinnamate + 4-methylbenzylidene camphor + butyl methoxydibenzoylmethane
therapeutic_procedure,sunblock preparation,0.9993651,sunblock preparation,zinc oxide + benzyl alcohol + benzyl benzoate + benzyl cinnamate + lanolin
therapeutic_procedure,sunblock preparation,0.9993651,sunblock preparation,zinc oxide [microfine]
diagnostic_procedure,nicotinic acid group,0.9980996,nicotinic acid group,inositol nicotinate
medication,piperidinyl - benzisoxazole derivative,0.97959864,piperidinyl-benzisoxazole derivative,iloperidone
therapeutic_procedure,anticho,0.5940832,anticholinergic bronchodilators,ipratropium bromide (nebuliser solution)
therapeutic_procedure,anticho,0.5940832,anticholinergic bronchodilators,ipratropium bromide (inhaler)
therapeutic_procedure,anticho,0.5940832,anticholinergic bronchodilators,tiotropium (dry powder inhaler)
medication,chemotherapy,0.9871837,immunological chemotherapy,interferon alfa-2a [recombinant]
detailed_description,rapid acting,0.99982774,rapid acting insulin,insulin lispro
detailed_description,rapid acting,0.99982774,rapid acting insulin,insulin human [fast-acting]
detailed_description,rapid acting,0.99982774,rapid acting insulin,insulin glulisine
detailed_description,rapid acting,0.99982774,rapid acting insulin,insulin aspart + insulin aspart protamine
detailed_description,rapid acting,0.99982774,rapid acting insulin,insulin aspart
detailed_description,rapid acting,0.99982774,rapid acting insulin,protamine crystallised insulin aspart
medication,insulin,0.99549073,rapid acting insulin,insulin lispro
medication,insulin,0.99549073,rapid acting insulin,insulin human [fast-acting]
medication,insulin,0.99549073,rapid acting insulin,insulin glulisine
medication,insulin,0.99549073,rapid acting insulin,insulin aspart + insulin aspart protamine
medication,insulin,0.99549073,rapid acting insulin,insulin aspart
medication,insulin,0.99549073,rapid acting insulin,protamine crystallised insulin aspart
detailed_description,medium acting,0.9996088,medium acting insulin,insulin human [rdna] + isophane insulin human
medication,insulin,0.99806815,medium acting insulin,insulin human [rdna] + isophane insulin human
detailed_description,long acting,0.9970914,long acting insulin,insulin human [long-acting]
detailed_description,long acting,0.9970914,long acting insulin,insulin glargine [rdna]
detailed_description,long acting,0.9970914,long acting insulin,insulin detemir
detailed_description,long acting,0.9970914,long acting insulin,insulin degludec
medication,insulin,0.9965904,long acting insulin,insulin human [long-acting]
medication,insulin,0.9965904,long acting insulin,insulin glargine [rdna]
medication,insulin,0.9965904,long acting insulin,insulin detemir
medication,insulin,0.9965904,long acting insulin,insulin degludec
administration,oral,0.9950014,oral retinoids for acne,isotretinoin (oral)
diagnostic_procedure,nitrates,0.8410168,nitrates: coronary vasodilators,isosorbide mononitrate
diagnostic_procedure,nitrates,0.8410168,nitrates: coronary vasodilators,nitroglycerin (sublingual tablet)
diagnostic_procedure,nitrates,0.8410168,nitrates: coronary vasodilators,nitroglycerin (sublingual spray)
diagnostic_procedure,nitrates,0.8410168,nitrates: coronary vasodilators,nitroglycerin (oral preparation)
diagnostic_procedure,nitrates,0.8410168,nitrates: coronary vasodilators,nitroglycerin (iv infusion)
biological_structure,coronary,0.8145119,nitrates: coronary vasodilators,isosorbide mononitrate
biological_structure,coronary,0.8145119,nitrates: coronary vasodilators,nitroglycerin (sublingual tablet)
biological_structure,coronary,0.8145119,nitrates: coronary vasodilators,nitroglycerin (sublingual spray)
biological_structure,coronary,0.8145119,nitrates: coronary vasodilators,nitroglycerin (oral preparation)
biological_structure,coronary,0.8145119,nitrates: coronary vasodilators,nitroglycerin (iv infusion)
diagnostic_procedure,vasodilators,0.9349185,nitrates: coronary vasodilators,isosorbide mononitrate
diagnostic_procedure,vasodilators,0.9349185,nitrates: coronary vasodilators,nitroglycerin (sublingual tablet)
diagnostic_procedure,vasodilators,0.9349185,nitrates: coronary vasodilators,nitroglycerin (sublingual spray)
diagnostic_procedure,vasodilators,0.9349185,nitrates: coronary vasodilators,nitroglycerin (oral preparation)
diagnostic_procedure,vasodilators,0.9349185,nitrates: coronary vasodilators,nitroglycerin (iv infusion)
therapeutic_procedure,dressing,0.88684696,dressing products for wounds/burns/ulcers,l-lysine hydrochloride
therapeutic_procedure,wounds,0.77315,dressing products for wounds/burns/ulcers,l-lysine hydrochloride
sign_symptom,burns,0.9107289,dressing products for wounds/burns/ulcers,l-lysine hydrochloride
medication,cromoglycate & related drugs,0.9677244,cromoglycate & related drugs,ketotifen fumarate (oral)
therapeutic_procedure,analgesics,0.927403,non opioid analgesics,ketorolac tromethamine (ophthalmic)
therapeutic_procedure,analgesics,0.927403,non opioid analgesics,nefopam hydrochloride
therapeutic_procedure,analgesics,0.927403,non opioid analgesics,paracetamol + caffeine
therapeutic_procedure,analgesics,0.927403,non opioid analgesics,paracetamol
medication,general (,0.95353484,general (intravenous) anesthetics,ketamine
medication,general (,0.95353484,general (intravenous) anesthetics,propofol
medication,general (,0.95353484,general (intravenous) anesthetics,thiopental sodium
administration,intra,0.99727184,general (intravenous) anesthetics,ketamine
administration,intra,0.99727184,general (intravenous) anesthetics,propofol
administration,intra,0.99727184,general (intravenous) anesthetics,thiopental sodium
medication,) anesthetics,0.89906037,general (intravenous) anesthetics,ketamine
medication,) anesthetics,0.89906037,general (intravenous) anesthetics,propofol
medication,) anesthetics,0.89906037,general (intravenous) anesthetics,thiopental sodium
diagnostic_procedure,digestive enzyme,0.99868447,digestive enzyme,l-ornithine l-aspartate + pancreatin
diagnostic_procedure,digestive enzyme,0.99868447,digestive enzyme,l-ornithine l-aspartate
diagnostic_procedure,digestive enzyme,0.99868447,digestive enzyme,pancreatin
medication,drugs,0.9129294,drugs for muscular energy metabolism,levocarnitine
diagnostic_procedure,muscular energy metabolism,0.9875633,drugs for muscular energy metabolism,levocarnitine
disease_disorder,migraine,0.9826165,other drugs for migraine,lasmiditan hemisuccinate
disease_disorder,migraine,0.9826165,other drugs for migraine,pizotifen
disease_disorder,migraine,0.9826165,other drugs for migraine,tolfenamic acid
medication,thyroid,0.79653174,thyroid drugs & hormone,levothyroxine sodium
medication,thyroid,0.79653174,thyroid drugs & hormone,paricalcitol
medication,thyroid,0.79653174,thyroid drugs & hormone,propylthiouracil
medication,thyroid,0.79653174,thyroid drugs & hormone,teriparatide
diagnostic_procedure,drugs & hormone,0.7205525,thyroid drugs & hormone,levothyroxine sodium
diagnostic_procedure,drugs & hormone,0.7205525,thyroid drugs & hormone,paricalcitol
diagnostic_procedure,drugs & hormone,0.7205525,thyroid drugs & hormone,propylthiouracil
diagnostic_procedure,drugs & hormone,0.7205525,thyroid drugs & hormone,teriparatide
detailed_description,emergency,0.9981098,emergency contraceptive pill,levonorgestrel
medication,contra,0.9756749,emergency contraceptive pill,levonorgestrel
medication,histamine,0.86801416,anti-histamine & decongestant,loratadine + pseudoephedrine
medication,deco,0.88088536,anti-histamine & decongestant,loratadine + pseudoephedrine
sign_symptom,diarrhoeal,0.8803712,anti-diarrhoeal,loperamide hydrochloride
sign_symptom,diarrhoeal,0.8803712,anti-diarrhoeal,racecadotril
disease_disorder,manic,0.6920125,anti-manic drugs,lithium carbonate
medication,drugs,0.98265475,anti-manic drugs,lithium carbonate
therapeutic_procedure,osmotic diuretics,0.9340529,osmotic diuretics,mannitol
diagnostic_procedure,electrolytes preparations,0.98270977,electrolytes preparations,magnesium oxide
diagnostic_procedure,electrolytes preparations,0.98270977,electrolytes preparations,potassium chloride
diagnostic_procedure,electrolytes preparations,0.98270977,electrolytes preparations,sodium chloride + potassium chloride + sodium acetate
therapeutic_procedure,laxative preparations,0.9878686,other laxative preparations,lubiprostone
therapeutic_procedure,laxative preparations,0.9878686,other laxative preparations,monobasic sodium phosphate + dibasic sodium phosphate
medication,anti - alzheimer drugs,0.9719462,anti-alzheimer drugs,memantine + donepezil
medication,methoxsalen preparation,0.88435674,methoxsalen preparation,methoxsalen
diagnostic_procedure,aminosalicylates,0.99975646,aminosalicylates,mesalazine [5-aminosalicylic acid]
medication,leishmaniacides,0.89967424,leishmaniacides,miltefosine
medication,leishmaniacides,0.89967424,leishmaniacides,sodium stibogluconate
medication,leukotriene receptor antagonist,0.899064,leukotriene receptor antagonists,montelukast sodium
medication,leukotriene receptor antagonist,0.899064,leukotriene receptor antagonists,zafirlukast
detailed_description,multi,0.99918693,multi-vitamin & multi-mineral combined preparations,multivitamin & normal saline
detailed_description,multi,0.99918693,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral essentials [for nursing mother]
detailed_description,multi,0.99918693,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [for nursing mother]
detailed_description,multi,0.99918693,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z teen girls preparation]
detailed_description,multi,0.99918693,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z teen boys preparation]
detailed_description,multi,0.99918693,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z syrup preparation]
detailed_description,multi,0.99918693,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z silver preparation]
detailed_description,multi,0.99918693,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z juniors syrup preparation]
detailed_description,multi,0.99918693,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z junior infusion preparation]
detailed_description,multi,0.99918693,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z gold preparation]
detailed_description,multi,0.99918693,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z for infanrs & childrens]
detailed_description,multi,0.99918693,multi-vitamin & multi-mineral combined preparations,multivitamin & 5% dextrose
detailed_description,vitamin,0.8092595,multi-vitamin & multi-mineral combined preparations,multivitamin & normal saline
detailed_description,vitamin,0.8092595,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral essentials [for nursing mother]
detailed_description,vitamin,0.8092595,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [for nursing mother]
detailed_description,vitamin,0.8092595,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z teen girls preparation]
detailed_description,vitamin,0.8092595,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z teen boys preparation]
detailed_description,vitamin,0.8092595,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z syrup preparation]
detailed_description,vitamin,0.8092595,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z silver preparation]
detailed_description,vitamin,0.8092595,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z juniors syrup preparation]
detailed_description,vitamin,0.8092595,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z junior infusion preparation]
detailed_description,vitamin,0.8092595,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z gold preparation]
detailed_description,vitamin,0.8092595,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z for infanrs & childrens]
detailed_description,vitamin,0.8092595,multi-vitamin & multi-mineral combined preparations,multivitamin & 5% dextrose
detailed_description,multi - mineral,0.87136954,multi-vitamin & multi-mineral combined preparations,multivitamin & normal saline
detailed_description,multi - mineral,0.87136954,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral essentials [for nursing mother]
detailed_description,multi - mineral,0.87136954,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [for nursing mother]
detailed_description,multi - mineral,0.87136954,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z teen girls preparation]
detailed_description,multi - mineral,0.87136954,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z teen boys preparation]
detailed_description,multi - mineral,0.87136954,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z syrup preparation]
detailed_description,multi - mineral,0.87136954,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z silver preparation]
detailed_description,multi - mineral,0.87136954,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z juniors syrup preparation]
detailed_description,multi - mineral,0.87136954,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z junior infusion preparation]
detailed_description,multi - mineral,0.87136954,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z gold preparation]
detailed_description,multi - mineral,0.87136954,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z for infanrs & childrens]
detailed_description,multi - mineral,0.87136954,multi-vitamin & multi-mineral combined preparations,multivitamin & 5% dextrose
diagnostic_procedure,combined preparations,0.76874316,multi-vitamin & multi-mineral combined preparations,multivitamin & normal saline
diagnostic_procedure,combined preparations,0.76874316,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral essentials [for nursing mother]
diagnostic_procedure,combined preparations,0.76874316,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [for nursing mother]
diagnostic_procedure,combined preparations,0.76874316,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z teen girls preparation]
diagnostic_procedure,combined preparations,0.76874316,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z teen boys preparation]
diagnostic_procedure,combined preparations,0.76874316,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z syrup preparation]
diagnostic_procedure,combined preparations,0.76874316,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z silver preparation]
diagnostic_procedure,combined preparations,0.76874316,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z juniors syrup preparation]
diagnostic_procedure,combined preparations,0.76874316,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z junior infusion preparation]
diagnostic_procedure,combined preparations,0.76874316,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z gold preparation]
diagnostic_procedure,combined preparations,0.76874316,multi-vitamin & multi-mineral combined preparations,multivitamin & multimineral [a-z for infanrs & childrens]
