generic_name,cases,head
iron polymaltose complex + vitamin b complex + zinc,zinc deficiencies,zinc deficiencies
iron polymaltose complex + folic acid + zinc + vitamin b-complex,deficiency,deficiency
iron hydroxide polymaltose + folic acid + zinc sulfate monohydrate,zinc deficiencies,zinc deficiencies
l-lysine hydrochloride,lysine,lysine
l-lysine hydrochloride,hydroch,hydroch
l-lysine hydrochloride,infection,infection
ketotifen fumarate (ophthalmic),conjunctivitis,conjunctivitis
ketorolac tromethamine,pain,pain
ketoprofen (topical),pain,pain
ketoconazole (tablet),infections,infection
ketoconazole (cream),infections,infection
ketamine,skeletal,skeletal
kanamycin,infections,infection
ispaghula husk + ispaghula seed + tinnevelly senna pods,consti,consti
ispaghula [psyllium] husk,constipation,constipation
lanthanum carbonate,renal disease,kidney disease
lansoprazole,ulcer,ulcer
lamivudine + zidovudine,infection,infection
lamivudine [for chronic hepatitis b],hepatitis b,hepatitis
lamivudine [for chronic hepatitis b],inflammation,inflammation
lactobacillus rhamnosus gg,lactobacillus,lactobacillus
lactobacillus rhamnosus gg,bowel problems,bowel function
lactitol monohydrate,encephalopathy,encephalopathy
lactase,lactose,lactose
levocarnitine,chronic fatigue syndrome,nausea
levocarnitine,heart diseases,heart diseases
levobunolol,glaucoma,glaucoma
lercanidipine hydrochloride,hypertension,hypertension
latanoprost,glaucoma,glaucoma
larotrectinib,solid tumors,tumor
linagliptin,diabetes mellitus,diabetes
lifitegrast,lifitegrast,lifitegrast
levofloxacin hemihydrate,infections,infection
levofloxacin (ophthalmic),conjunctivitis,conjunctivitis
levodopa + carbidopa (fc tablet),motor recovery,motor recovery
loteprednol etabonate,inflammation,inflammation
lorazepam,anxiety,anxiety
loperamide hydrochloride,diarrhoea,diarrhoea
loperamide hydrochloride,cramps,cramps
lomefloxacin (oral),infections,infection
lomefloxacin (ophthalmic),infections,infection
liraglutide,weight - related comorbid condition,weight - related comorbid condition
measles and rubella,rubella,rubella
magnesium sulfate heptahydrate,convulsion,convulsion
magnesium oxide,magnesium defciency,magnesium defciency
magnesium hydroxide + liquid paraffin,constipation,constipation
magnesium hydroxide + liquid paraffin,cholecystitis,cholecystitis
magnesium hydroxide + liquid paraffin,hernia,hernia
magnesium hydroxide,nausea,nausea
magaldrate,hyperac,hyperac
magaldrate,peptic ulcer,ulcer
lynestrenol,poly,poly
lymecycline,sinus,sinus
lurasidone hydrochloride,depressive,depressive
lurasidone hydrochloride,episodes,episodes
lurasidone hydrochloride,bipolar disorder,bipolar disorder
lubiprostone,lubiprostone,lubiprostone
mepyramine maleate,sting,sting
mepyramine maleate,rash,rash
menthol + pramoxine hydrochloride,rash,rash
memantine hydrochloride,alzheimer ' s type,alzheimer ' s type
meloxicam,meloxicam,meloxicam
mefloquine,infections,infection
mefenamic acid,fever,cold-cough-fever
mefenamic acid,toothache,oral & dental
mefenamic acid,headache,headache
mefenamic acid,migraine,migraine
meclizine hydrochloride,motion,temporary sickness
meclizine hydrochloride,vertigo,vertigo
mebhydrolin napadisylate,allergic,allergic
methylprednisolone acetate,contact dermatitis,skin
methylergonovine maleate,atony,atony
methimazole,graves ' disease,graves ' disease
mesalazine [5-aminosalicylic acid],colitis,colitis
meropenem trihydrate,pneumonia,pneumonia
meropenem trihydrate,infections,infection
misoprostol,ulcer,ulcer
mirabegron,mira,mira
mirabegron,over,over
minoxidil,minoxidil,minoxidil
minocycline hydrochloride,infection,infection
miglitol,miglitol,miglitol
micronised diosmin + hesperidin,hemorrhoidal attacks,hemorrhoidal attacks
miconazole nitrate (oral gel),candidiasis,candidiasis
metronidazole + neomycin sulphate + polymyxin b + nystatin,infections,infection
metronidazole + miconazole nitrate,candidiasis,candidiasis
metronidazole,amoebiasis,amoebiasis
multivitamin [adult preparation],vitamin deficiencies,vitamin
mucopolysaccharide polysulphate + salicylic acid,anti - inflammatory,inflammation
moxonidine,high blood,high blood
moxifloxacin hydrochloride + xanthan gum,bacterial,bacterial
moxifloxacin hydrochloride + xanthan gum,conjunctivitis,conjunctivitis
moxifloxacin hydrochloride (tablet),bacterial sinusitis,bacterial
moxifloxacin hydrochloride (ophthalmic),conjunctivitis,conjunctivitis
moxifloxacin hydrochloride (injection),infections,infection
montelukast sodium,asthma,asthma
monosemicarbazone adrenochrome,bleeding,bleeding
mycophenolate mofetil,lupus nephritis,lupus
multivitamin & multimineral [a-z silver preparation],mineral deficiencies,mineral deficiencies
multivitamin & multimineral [a-z juniors syrup preparation],vitamin and minerals,vitamin
nelfinavir,infection,infection
nefopam hydrochloride,pain,pain
nebivolol + hydrochlorothiazide,hypertension,hypertension
naphazoline + pheniramine,conjunctivitis,conjunctivitis
naloxone hydrochloride,overdosage,overdosage
nalidixic acid,nalidixic,nalidixic
nalidixic acid,acid,acid
nalidixic acid,infection,infection
naftidrofuryl oxalate,peripheral vascular disorders,peripheral vascular disorders
nab-paclitaxel [nanoparticle albumin-bound paclitaxel],lung cancer,lymphoma
nintedanib,cancer,lymphoma
nimesulide,extra - articular disorders,extra - articular disorders
nilotinib,renal cell carcinoma,kidney disease
nifedipine,renal hypertension,kidney disease
netarsudil dimesylate,glaucoma,glaucoma
netarsudil dimesylate,ocular hypertension,hypertension
neomycin sulfate + bacitracin zinc + polymyxin b sulfate (ophthalmic),infections,infection
nystatin (oral),candidiasis,candidiasis
norethisterone acetate,metro,metro
norethisterone acetate,hemorrhagic,hemorrhagic
norepinephrine,cardiac arrest,cardiac arrest
nitroglycerin (sublingual spray),attack,attack
nitroglycerin (sublingual spray),prop,prop
nitroglycerin (iv infusion),hypertension,hypertension
nitrofurazone,infectious conditions,infectious conditions
nitrofurantoin,infections,infection
nitazoxanide,diarrhoea,diarrhoea
oral rehydration salt [powder],age groups,age groups
oral rehydration salt [flavored],diarrhoea,diarrhoea
oral polio vaccine,poliomyelitis,poliomyelitis
omeprazole (mups tablet),ulcer,ulcer
omeprazole,ulcer,ulcer
olopatadine hydrochloride (ophthalmic),itching,itching
olopatadine hydrochloride (ophthalmic),conjunctivitis,conjunctivitis
olaparib,breast cancer,lymphoma
olanzapine,psychotic features,psychotic features
ofloxacin + clotrimazole + beclomethasone + lidocaine,infections,infection
ofloxacin (oral & injection),infections,infection
ofloxacin (ophthalmic),infections,infection
octreotide acetate,carcinoid tumors,tumor
oxytetracycline + polymixin b sulphate,ocular,ocular
oxytetracycline + polymixin b sulphate,infections,infection
oxytetracycline,infections,infection
oxyphencyclimine hydrochloride,peptic ulcer,ulcer
oxymetazoline hydrochloride (cream),rosacea,skin
oxybuprocaine hydrochloride,numb,numb
oxiconazole nitrate,infections,infection
oxaprozin,symptoms,symptoms
oxaliplatin,colon cancer,lymphoma
ornidazole,infections,infection
orlistat,obesity,obesity
pefloxacin mesylate dihydrate,septicemia,septicemia
parecoxib,pain,pain
paracetamol+tramadolhydrochloride,pain,pain
paracetamol + caffeine,headache,headache
paracetamol (iv infusion),pain,pain
pantoprazole sodium sesquihydrate,acid secretion,acid secretion
paracetamol,common cold,cold-cough-fever
paracetamol,influenza,influenza
pancreatin,pancreatitis,pancreatitis
pancreatin,cystic fibrosis,cystic fibrosis
paliperidone palmitate,schizophrenia,schizophrenia
phenoxymethyl penicillin [penicillin v],bacterial,bacterial
phenoxymethyl penicillin [penicillin v],infections,infection
pheniramine maleate,skin conditions,skin
permethrin + crotamiton,pruritus,skin
perindopril arginine,heart failure,heart diseases
pentoxifylline,peripheral arterial occlusive disease,peripheral arterial occlusive disease
pentosan polysulfate sodium,cystitis,cystitis
pentazocine hydrochloride,pain,pain
pemirolast potassium,conjunctivitis,conjunctivitis
peginterferon alfa-2a [pegylated interferon alfa-2a],hepatitis b,hepatitis
podophyllotoxin,warts,warts
pizotifen,migraine,migraine
pivmecillinam,infections,infection
piperacillin + tazobactam,infections,infection
pioglitazone + metformin hydrochloride,diabetes mellitus,diabetes
pimavanserin,parkinson's disease,parkinsonism
pilocarpine hydrochloride (ophthalmic),hypertension,hypertension
pholcodine,dry cough,cold-cough-fever
prednisolone,hypersensitivity reactions,hypersensitivity
pramoxine hydrochloride + calamine,pain,pain
pramoxine hydrochloride + calamine,burns,burns
pramipexole,restless legs syndrome,muscular
pramipexole,syndrome,syndrome
pralidoxime chloride,poisoning,poisoning
potassium citrate,acid,acid
potassium citrate,calcium stones,calcium stones
potassium chloride,potassium deficit,potassium deficit
polymyxin b sulfate,infections,infection
polyethylene glycol 3350 + electrolytes,fecal impaction,fecal impaction
propantheline bromide,peptic,peptic
propantheline bromide,ulcer,ulcer
promethazine hydrochloride (injection),allergic,allergic
progesterone (capsule),abortion,abortion
procyclidine hydrochloride,parkinsonian syndrome,parkinsonism
probiotic combination [9 billion],problems,problems
probiotic combination [10 billion],constipation,constipation
prednisolone acetate,inflammation,inflammation
rabeprazole sodium,ulcer,ulcer
quinine sulfate,malaria,malaria
pyridoxine hydrochloride + doxylamine succinate,nausea,nausea
pyridoxine hydrochloride + doxylamine succinate,vomiting,vomiting
pyridoxine hydrochloride + doxylamine succinate,pregnancy,pregnancy
pyridoxine hydrochloride,certain hereditary disorders,certain hereditary disorders
prucalopride succinate,constipation,constipation
protamine crystallised insulin aspart,diabetes mellitus,diabetes
propylthiouracil,graves ' disease,graves ' disease
propylthiouracil,hyperthyroidism,thyroidism
propranolol hydrochloride,migraine,migraine
relugolix,prostate cancer,lymphoma
regorafenib,color,color
rasagiline,parkinson's disease,parkinsonism
rivastigmine tartrate,parkinson's disease,parkinsonism
ritodrine hydrochloride,premature labour,premature labour
risperidone (injection),schizophrenia,schizophrenia
rimexolone,inflammation,inflammation
riluzole,sclerosis,sclerosis
rifaximin,e. coli,e. coli
rifampicin + isoniazid + pyrazinamide + ethambutol,tuberculosis,tuberculosis
rifampicin + isoniazid + pyrazinamide,pulmonary tuberculosis,lung
rifampicin + isoniazid,tuberculosis,tuberculosis
salicylic acid,blackheads,acne
salicylic acid,redness,redness
salbutamol (inhaler),induced asthma,asthma
rupatadine fumarate,allergic,allergic
rupatadine fumarate,rhinitis,rhinitis
roxithromycin,infections,infection
roxithromycin,micro,micro
roxadustat,anemia,anemia
roxadustat,kidney disease,kidney disease
rosiglitazone + metformin hydrochloride,diabetes mellitus,diabetes
ropinirole,restless legs syndrome,muscular
ropinirole,syndrome,syndrome
sildenafil citrate,citrate erectile dysfunction,citrate erectile dysfunction
sevelamer hydrochloride,renal disease,kidney disease
sertaconazole nitrate,infections,infection
semaglutide (tablet),type,type
semaglutide (tablet),diabetes mellitus,diabetes
selexipag,pulmonary arterial hypertension,lung
secukinumab,plaque,plaque
secukinumab,psoriasis,skin
saxagliptin,saxag,saxag
salmon calcitonin,paget ' s disease,paget ' s disease
sodium chloride + dextrose,vomiting,vomiting
sodium chloride (nasal preparation),cold,cold-cough-fever
sodium alginate + sodium bicarbonate + calcium carbonate,epigastric,gastroenteritis
sodium alginate + sodium bicarbonate + calcium carbonate,retro,retro
sitagliptin,diabetes insipidus,diabetes
solifenacin succinate,overactive,overactive
solifenacin succinate,bladder syndrome,bladder
sofosbuvir + velpatasvir,cirrhosis,cirrhosis
sodium valproate,epilepsy,epilepsy
sodium stibogluconate,cancer,lymphoma
sodium stibogluconate,tumors,tumor
sodium stibogluconate,solid tumors,tumor
sodium hyaluronate (ophthalmic),dry eye,eye
sodium fusidate (topical),infections,infection
sodium fluoride (mouthwash),antiseptic,antiseptic
sulfasalazine,arthritis,arthritis
sulfacetamide sodium,infections,infection
streptokinase,pain,pain
spiramycin,infections,infection
tazarotene,plaque,plaque
tapentadol hydrochloride,pain,pain
tamsulosin hydrochloride,prostatic hyperplasia,lymphoma
tamoxifen citrate,breast cancer,lymphoma
tafluprost,glaucoma,glaucoma
super antioxidant [vitamins & minerals],cancer,lymphoma
sumatriptan,headache,headache
sulphonated surfactant,conditions,conditions
testosterone undecanoate,unable to produce enough on its,unable to produce enough on its
testosterone decanoate,spermatogenic disorders,spermatogenic disorders
terlipressin acetate,bleeding,bleeding
terlipressin acetate,varices,varices
terfenadine,skin disorders,skin
terbinafine hydrochloride,tinea capitis,tinea capitis
tenofovir disoproxil fumarate,hepatitis b,hepatitis
tenofovir disoproxil fumarate,infection,infection
tenofovir alafenamide,liver disease,liver disease
temozolomide,temozolomide,temozolomide
temozolomide,glioblastoma,glioblastoma
temozolomide,multiforme,multiforme
teicoplanin,infections,infection
teicoplanin,streptococci,streptococci
tegaserod,constipation,constipation
timolol maleate,ocular hypertension,hypertension
timolol maleate,glaucoma,glaucoma
tigecycline,infections,infection
tiemonium methylsulphate,pain,pain
tiemonium methylsulphate,functional disorders,functional disorders
ticagrelor,coronary syndromes,coronary syndromes
thiotepa,thiotepa,thiotepa
thiamine hydrochloride,encephalopathy,encephalopathy
theophylline,theophylline,theophylline
thalidomide,thalidomide,thalidomide
tetracycline hydrochloride (topical),infection,infection
tetracycline hydrochloride (oral),infections,infection
tetracycline hydrochloride (ophthalmic),conjunctivitis,conjunctivitis
tramadol hydrochloride,pain,pain
tolterodine tartrate,urge,urge
tolfenamic acid,pain,pain
tolfenamic acid,fever,cold-cough-fever
tobramycin (ophthalmic),infections,infection
tobramycin (nebuliser solution),fibrosis,fibrosis
tobramycin (nebuliser solution),pseudomonas aeruginosa,pseudomonas aeruginosa
tiotropium (dry powder inhaler),chronic obstructive pulmonary disease,lung
trihexyphenidyl hydrochloride,hydrochloride,hydrochloride
trihexyphenidyl hydrochloride,parkinsonism,parkinsonism
trifluoperazine,psychotic disorders,psychotic disorders
triamcinolone acetonide (injection),stevens - johnson syndrome,stevens - johnson syndrome
tretinoin (topical),vulgaris,vulgaris
tretinoin (oral),remission,remission
travoprost,glaucoma,glaucoma
trastuzumab emtansine,cancer,lymphoma
valganciclovir,risk,risk
ursodeoxycholic acid,cholestasis,cholestasis
ursodeoxycholic acid,viral hepatitis,hepatitis
urea (10%),dry skin conditions,skin
undenatured type ii collagen + glucosamine sulfate + chondroitin sulfate,rheumatoid arthritis,arthritis
undenatured type ii collagen,osteoarthritis,arthritis
undenatured type ii collagen,rheumatoid arthritis,arthritis
ulipristal acetate [for uterine fibroids],symptoms,symptoms
ulipristal acetate [for emergency contraception],contra,contra
ulipristal acetate [for emergency contraception],failure,failure
tulobuterol hydrochloride,asthma,asthma
tulobuterol hydrochloride,bronchitis,bronchitis
tto thermal toothpaste,hypersensitivity,hypersensitivity
vitamin a,illnesses,illnesses
vinpocetine,vinpocetine,vinpocetine
vinpocetine,acute cardiovascular disorders,acute cardiovascular disorders
vincristine sulfate,leukemia,leukemia
vinblastine sulfate,hodgkins disease,hodgkins disease
venetoclax,deletion,deletion
venetoclax,tp53 mutation,tp53 mutation
vardenafil,treat,treat
yellow fever vaccine,fever,cold-cough-fever
xylometazoline hydrochloride,nasal congestion,nasal
"vitamins [c, e, b9 and b12] and minerals [selenium, copper and zinc]",oxidative stress,oxidative stress
"vitamin b1, b2 & b6",peripheral neuritis,peripheral neuritis
vitamin b complex,stressful conditions,stressful conditions
zolmitriptan,aura,aura
zoledronic acid [for hypercalcemia],malignancy,malignancy
zinc sulfate monohydrate,losing conditions,losing conditions
zinc oxide + virgin castor oil,rash,rash
zinc oxide + benzyl alcohol + benzyl benzoate + benzyl cinnamate + lanolin,rash,rash
zafirlukast,asthma,asthma
