generic_name,cases,head,singular_case,main_generic_name
colchicine,colchicine,colchicine,colchicine,colchicine
coagulation factor viia [eptacog alfa],bleeding,bleeding,bleeding,coagulation factor viia [eptacog alfa]
coagulation factor viia [eptacog alfa],haemophilia,haemophilia,haemophilia,coagulation factor viia [eptacog alfa]
clotrimazole (vaginal tablet),feelings of burning,feelings of burning,feelings of burning,clotrimazole (vaginal tablet)
clotrimazole (vaginal suppository),vaginitis,vaginitis,vaginitis,clotrimazole (vaginal suppository)
clotrimazole (ear drop),infections,infection,infections,clotrimazole (ear drop)
dacomitinib,cancer,lymphoma,cancer,dacomitinib
d-chiro-inositol,d - chi,d - chi,d - chi,d-chiro-inositol
d-chiro-inositol,- inositol polycystic ovary syndrome,ovary,- inositol polycystic ovary syndrome,d-chiro-inositol
cytarabine,leukaemic meningitis,leukaemic meningitis,leukaemic meningitis,cytarabine
cyanocobalamin,anemia,anemia,anemia,cyanocobalamin
crotamiton,irritation,irritation,irritation,crotamiton
crizotinib,cancer,lymphoma,cancer,crizotinib
covid vaccine,corona virus,corona virus,corona virus,covid vaccine
copper peptide + procapil + niacinamide + biotin + l-arginine,hair growth,hair growth,hair growth,copper peptide + procapil + niacinamide + biotin + l-arginine
degarelix acetate,prostate cancer,lymphoma,prostate cancer,degarelix acetate
deflazacort,hypersensitivity reactions,hypersensitivity,hypersensitivity reactions,deflazacort
deferoxamine mesylate,intoxication,intoxication,intoxication,deferoxamine mesylate
dasatinib,lymphoblastic leukemia,leukemia,lymphoblastic leukemia,dasatinib
dapoxetine hydrochloride,premature ejaculation,premature ejaculation,premature ejaculation,dapoxetine hydrochloride
dapagliflozin propanediol,diabetes mellitus,diabetes,diabetes mellitus,dapagliflozin propanediol
dextromethorphan + phenylephrine + triprolidine,trip,trip,trip,dextromethorphan + phenylephrine + triprolidine
dextromethorphan + phenylephrine + triprolidine,upper respiratory allergies,allergic,upper respiratory allergies,dextromethorphan + phenylephrine + triprolidine
dexpanthenol,diaper,diaper,diaper,dexpanthenol
dexpanthenol,rash,rash,rash,dexpanthenol
dexlansoprazole,esophagitis,gastroenteritis,esophagitis,dexlansoprazole
dexibuprofen,osteoarthritis,arthritis,osteoarthritis,dexibuprofen
dexamethasone + chloramphenicol,inflammation,inflammation,inflammation,dexamethasone + chloramphenicol
dexamethasone + chloramphenicol,infection,infection,infection,dexamethasone + chloramphenicol
desogestrel,weak,weak,weak,desogestrel
desmopressin acetate,diabetes insipidus,diabetes,diabetes insipidus,desmopressin acetate
difluprednate,inflammation,inflammation,inflammation,difluprednate
difluprednate,pain,pain,pain,difluprednate
diethylcarbamazine citrate,lympha,lympha,lympha,diethylcarbamazine citrate
diethylcarbamazine citrate,filariasis,filariasis,filariasis,diethylcarbamazine citrate
dienogest,dienogest endometriosis,dienogest endometriosis,dienogest endometriosis,dienogest
dicycloverine hydrochloride,functional bowel,bowel function,functional bowel,dicycloverine hydrochloride
diclofenac sodium (ophthalmic),miosis,miosis,miosis,diclofenac sodium (ophthalmic)
diclofenac potassium,infections,infection,infections,diclofenac potassium
dextrose,of electro,of electro,of electro,dextrose
dextromethorphan hydrobromide + guaifenesin,symptoms,symptoms,symptoms,dextromethorphan hydrobromide + guaifenesin
dextromethorphan hydrobromide + guaifenesin,common cold,cold-cough-fever,common cold,dextromethorphan hydrobromide + guaifenesin
dextromethorphan hydrobromide,cough,cold-cough-fever,cough,dextromethorphan hydrobromide
donepezil hydrochloride,dementia,dementia,dementia,donepezil hydrochloride
domperidone maleate,parkinson's disease,parkinsonism,parkinson's disease,domperidone maleate
docusate sodium (ear drop),ear wax,otitis,ear wax,docusate sodium (ear drop)
dipyridamole,stroke,stroke,stroke,dipyridamole
dipyridamole,ischaemic attack,ischaemic attack,ischaemic attack,dipyridamole
"diphtheria, tetanus, pertussis, poliomyelitis vaccine",poliomyelitis,poliomyelitis,poliomyelitis,"diphtheria, tetanus, pertussis, poliomyelitis vaccine"
"diphtheria, tetanus, pertussis, poliomyelitis vaccine",vaccine,vaccine,vaccine,"diphtheria, tetanus, pertussis, poliomyelitis vaccine"
diphtheria + pertussis + tetanus [dpt],diphtheria,diphtheria,diphtheria,diphtheria + pertussis + tetanus [dpt]
diphenhydramine + levomenthol,cough,cold-cough-fever,cough,diphenhydramine + levomenthol
diltiazem hydrochloride (sr tablet),angina pectoris,heart diseases,angina pectoris,diltiazem hydrochloride (sr tablet)
diltiazem hydrochloride (fc tablet),hypertension,hypertension,hypertension,diltiazem hydrochloride (fc tablet)
eflornithine hydrochloride,involvement,involvement,involvement,eflornithine hydrochloride
efavirenz,hivrna,hivrna,hivrna,efavirenz
econazole nitrate,corp,corp,corp,econazole nitrate
ebastine,rhini,rhini,rhini,ebastine
dydrogesterone,miscarriage,miscarriage,miscarriage,dydrogesterone
dutasteride,enlarged,enlarged,enlarged,dutasteride
doxylamine succinate,hypersensitivity reactions,hypersensitivity,hypersensitivity reactions,doxylamine succinate
eptifibatide,coronary syndrome,coronary syndrome,coronary syndrome,eptifibatide
epirubicin hydrochloride,tumor,tumor,tumor,epirubicin hydrochloride
epirubicin hydrochloride,involvement,involvement,involvement,epirubicin hydrochloride
epinastine hydrochloride,hydrochloride allergic conditions,allergic,hydrochloride allergic conditions,epinastine hydrochloride
epalrestat,diabetic,diabetic,diabetic,epalrestat
epalrestat,peripheral neuropathy,neurosis,peripheral neuropathy,epalrestat
encephalitis vaccine,encephalitis,encephalitis,encephalitis,encephalitis vaccine
empagliflozin,type,type,type,empagliflozin
empagliflozin,diabetes mellitus,diabetes,diabetes mellitus,empagliflozin
elagolix,pain,pain,pain,elagolix
elagolix,endometriosis,endometriosis,endometriosis,elagolix
esomeprazole + amoxicillin + clarithromycin,ulcer,ulcer,ulcer,esomeprazole + amoxicillin + clarithromycin
esomeprazole (mups tablet),reflux disease,reflux disease,reflux disease,esomeprazole (mups tablet)
esomeprazole,ulcer,ulcer,ulcer,esomeprazole
eslicarbazepine acetate,seizure,seizure,seizure,eslicarbazepine acetate
escitalopram oxalate,major depressive episodes,major depressive episodes,major depressive episodes,escitalopram oxalate
erythromycin (lotion),infections,infection,infections,erythromycin (lotion)
erythromycin (oral),infections,infection,infections,erythromycin (oral)
ertugliflozin,type,type,type,ertugliflozin
ertugliflozin,diabetes mellitus,diabetes,diabetes mellitus,ertugliflozin
ergotamine tartrate + caffeine,headache,headache,headache,ergotamine tartrate + caffeine
ergometrine maleate,bleeding,bleeding,bleeding,ergometrine maleate
erdosteine,symptoms,symptoms,symptoms,erdosteine
ethosuximide,absence,absence,absence,ethosuximide
ethosuximide,epilepsy,epilepsy,epilepsy,ethosuximide
ethinyl estradiol + gestodene,pregnancy,pregnancy,pregnancy,ethinyl estradiol + gestodene
ethinyl estradiol + drospirenone + levomefolate,prem,prem,prem,ethinyl estradiol + drospirenone + levomefolate
ethinyl estradiol + drospirenone (24 tablet),acne vulgaris,acne vulgaris,acne vulgaris,ethinyl estradiol + drospirenone (24 tablet)
ferrous ascorbate,anemia,anemia,anemia,ferrous ascorbate
ferric pyrophosphate citrate,hemodialysis,hemodialysis,hemodialysis,ferric pyrophosphate citrate
ferric pyrophosphate citrate,chronic kidney disease,kidney disease,chronic kidney disease,ferric pyrophosphate citrate
fenticonazole nitrate [vaginal tablet],candidiasis,candidiasis,candidiasis,fenticonazole nitrate [vaginal tablet]
fenticonazole nitrate [vaginal cream],candidiasis,candidiasis,candidiasis,fenticonazole nitrate [vaginal cream]
favipiravir,favipiravir,favipiravir,favipiravir,favipiravir
famotidine,zollinger - ellison syndrome,zollinger - ellison syndrome,zollinger - ellison syndrome,famotidine
everolimus,breast cancer,lymphoma,breast cancer,everolimus
etoposide,lung,lung,lung,etoposide
fluocinolone acetonide,eczema,skin,eczema,fluocinolone acetonide
fludrocortisone acetate,adrenocortical insufficiency,adrenocortical insufficiency,adrenocortical insufficiency,fludrocortisone acetate
flavoxate hydrochloride,cystitis,cystitis,cystitis,flavoxate hydrochloride
ferrous sulfate + folic acid + zinc sulfate,zinc deficiency,zinc deficiency,zinc deficiency,ferrous sulfate + folic acid + zinc sulfate
ferrous gluconate,iron,iron,iron,ferrous gluconate
ferrous gluconate,deficiency,deficiency,deficiency,ferrous gluconate
ferrous gluconate,anemia,anemia,anemia,ferrous gluconate
ferrous fumarate + folic acid,folic acid deficiency,folic acid deficiency,folic acid deficiency,ferrous fumarate + folic acid
ferrous fumarate,iron deficiency,iron deficiency,iron deficiency,ferrous fumarate
ferrous fumarate,anaemia,anaemia,anaemia,ferrous fumarate
fluticasone propionate (nasal spray),systemic activity,systemic activity,systemic activity,fluticasone propionate (nasal spray)
flurazepam,restful,restful,restful,flurazepam
flupentixol + melitracen,anxiety,anxiety,anxiety,flupentixol + melitracen
flupentixol,depression,anxiety,depression,flupentixol
flupentixol,anxiety,anxiety,anxiety,flupentixol
fluorometholone acetate,conjunctivitis,conjunctivitis,conjunctivitis,fluorometholone acetate
fluocinolone acetonide + neomycin sulfate,dermatitis,skin,dermatitis,fluocinolone acetonide + neomycin sulfate
fusidic acid (ophthalmic),infections,infection,infections,fusidic acid (ophthalmic)
furosemide,fluid,fluid,fluid,furosemide
furosemide,cardiac failure,cardiac failure,cardiac failure,furosemide
fosfomycin trometamol,infections,infection,infections,fosfomycin trometamol
formoterol fumarate,persistent asthma,asthma,persistent asthma,formoterol fumarate
gentamicin sulfate (injection),infections,infection,infections,gentamicin sulfate (injection)
gatifloxacin (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis,gatifloxacin (ophthalmic)
gabapentin,seizure,seizure,seizure,gabapentin
fusidic acid + hydrocortisone,dermatitis,skin,dermatitis,fusidic acid + hydrocortisone
fusidic acid + betamethasone,eczema,skin,eczema,fusidic acid + betamethasone
fusidic acid + betamethasone,infections,infection,infections,fusidic acid + betamethasone
glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,feelings of burning,feelings of burning,feelings of burning,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate
glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,irritation,irritation,irritation,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate
glucosamine sulfate + diacerein,osteoarthritis,arthritis,osteoarthritis,glucosamine sulfate + diacerein
glucosamine sulfate + diacerein,rheumatoid arthritis,arthritis,rheumatoid arthritis,glucosamine sulfate + diacerein
gliclazide,diabetes,diabetes,diabetes,gliclazide
gliclazide,diabetes mellitus,diabetes,diabetes mellitus,gliclazide
hepatitis hepatitis b vaccine [rdna],hepatitis b vaccine,hepatitis,hepatitis b vaccine,hepatitis b vaccine [rdna]
hepatitis hepatitis b vaccine [rdna],hepatitis b,hepatitis,hepatitis b,hepatitis b vaccine [rdna]
hartmann's solution,metabolic,metabolic,metabolic,hartmann's solution
hartmann's solution,acidosis,acidosis,acidosis,hartmann's solution
hartmann's solution,dehydration,dehydration,dehydration,hartmann's solution
haloperidol,psychomotor agitation,agitation,psychomotor agitation,haloperidol
haloperidol,schizophrenia,schizophrenia,schizophrenia,haloperidol
halobetasol propionate + tazarotene,plaque,plaque,plaque,halobetasol propionate + tazarotene
halobetasol propionate + tazarotene,psoriasis,skin,psoriasis,halobetasol propionate + tazarotene
griseofulvin [microsize],infections,infection,infections,griseofulvin [microsize]
granisetron,nausea,nausea,nausea,granisetron
granisetron,vomiting,vomiting,vomiting,granisetron
gramacidin + neomycin + polymixin b,infections,infection,infections,gramacidin + neomycin + polymixin b
glycopyrronium bromide + formoterol fumarate,obstructive,obstructive,obstructive,glycopyrronium bromide + formoterol fumarate
glycopyrronium bromide (respirator solution),chronic obstructive pulmonary disease,lung,chronic obstructive pulmonary disease,glycopyrronium bromide (respirator solution)
hydrogen peroxide,infection,infection,infection,hydrogen peroxide
hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,hemor,hemor,hemor,hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide
hydrocortisone acetate,dermatitis,skin,dermatitis,hydrocortisone acetate
hydrocortisone acetate,allergic dermatitis,skin,allergic dermatitis,hydrocortisone acetate
hydrocortisone acetate,eczema,skin,eczema,hydrocortisone acetate
"human papillomavirus quadrivalent (types 6, 11, 16, and 18)",papillomavirus,papillomavirus,papillomavirus,"human papillomavirus quadrivalent (types 6, 11, 16, and 18)"
human papillomavirus bivalent (types 16 & 18),human papillomavirus,human papillomavirus,human papillomavirus,human papillomavirus bivalent (types 16 & 18)
ibrutinib,mantle cell lymphoma,lymphoma,mantle cell lymphoma,ibrutinib
hypromellose + carbomer,tear fluid,tear fluid,tear fluid,hypromellose + carbomer
hypromellose,hypromellose,hypromellose,hypromellose,hypromellose
hypromellose,discomfort,discomfort,discomfort,hypromellose
hyoscine hydrobromide,nausea,nausea,nausea,hyoscine hydrobromide
hyoscine hydrobromide,vomiting,vomiting,vomiting,hyoscine hydrobromide
hyoscine hydrobromide,motion sickness,temporary sickness,motion sickness,hyoscine hydrobromide
hyoscine hydrobromide,sickness,sickness,sickness,hyoscine hydrobromide
hylan g-f 20,pain,pain,pain,hylan g-f 20
hylan g-f 20,osteoarth,osteoarth,osteoarth,hylan g-f 20
hydroxyurea,hydro,hydro,hydro,hydroxyurea
hydroxyurea,resistantchron,resistantchron,resistantchron,hydroxyurea
hydroxyurea,myeloid,myeloid,myeloid,hydroxyurea
hydroxyurea,leukemia,leukemia,leukemia,hydroxyurea
hydroquinone,bleaching,bleaching,bleaching,hydroquinone
inositol nicotinate,raynaud ' s disease,raynaud ' s disease,raynaud ' s disease,inositol nicotinate
indomethacin (rectal),spondylitis,spondylitis,spondylitis,indomethacin (rectal)
indomethacin (oral),arthritis,arthritis,arthritis,indomethacin (oral)
indapamide + perindopril arginine,hypertension,hypertension,hypertension,indapamide + perindopril arginine
indapamide,renal function impairment,kidney disease,renal function impairment,indapamide
indacaterol maleate,airflow obstruction,airflow obstruction,airflow obstruction,indacaterol maleate
indacaterol + glycopyrronium,airflow obstruction,airflow obstruction,airflow obstruction,indacaterol + glycopyrronium
inactivated hepatitis a vaccine,hepatitis,hepatitis,hepatitis,inactivated hepatitis a vaccine
imiquimod,warts,warts,warts,imiquimod
idoxuridine,infection,infection,infection,idoxuridine
irbesartan,renal disease,kidney disease,renal disease,irbesartan
irbesartan,hypertension,hypertension,hypertension,irbesartan
interferon alfa-2a [recombinant],hepatitis c,hepatitis,hepatitis c,interferon alfa-2a [recombinant]
insulin human [rdna] + isophane insulin human,diabetes insipidus,diabetes,diabetes insipidus,insulin human [rdna] + isophane insulin human
insulin human [long-acting],diabetes insipidus,diabetes,diabetes insipidus,insulin human [long-acting]
insulin human [fast-acting],diabetes insipidus,diabetes,diabetes insipidus,insulin human [fast-acting]
insulin degludec + insulin aspart premixed,diabetes mellitus,diabetes,diabetes mellitus,insulin degludec + insulin aspart premixed
insulin aspart + insulin aspart protamine,diabetes mellitus,diabetes,diabetes mellitus,insulin aspart + insulin aspart protamine
isotretinoin (topical),acne vulgaris,acne vulgaris,acne vulgaris,isotretinoin (topical)
isosorbide mononitrate,episode,episode,episode,isosorbide mononitrate
isopropamide + trifluoperazine,gastrointestinal disorders,gastroenteritis,gastrointestinal disorders,isopropamide + trifluoperazine
isoniazid,tuberculosis,tuberculosis,tuberculosis,isoniazid
iron polymaltose complex + vitamin b complex + zinc,zinc deficiencies,zinc deficiencies,zinc deficiencies,iron polymaltose complex + vitamin b complex + zinc
iron polymaltose complex + folic acid + zinc + vitamin b-complex,deficiency,deficiency,deficiency,iron polymaltose complex + folic acid + zinc + vitamin b-complex
iron hydroxide polymaltose + folic acid + zinc sulfate monohydrate,zinc deficiencies,zinc deficiencies,zinc deficiencies,iron hydroxide polymaltose + folic acid + zinc sulfate monohydrate
l-lysine hydrochloride,lysine,lysine,lysine,l-lysine hydrochloride
l-lysine hydrochloride,hydroch,hydroch,hydroch,l-lysine hydrochloride
l-lysine hydrochloride,infection,infection,infection,l-lysine hydrochloride
ketotifen fumarate (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis,ketotifen fumarate (ophthalmic)
ketorolac tromethamine,pain,pain,pain,ketorolac tromethamine
ketoprofen (topical),pain,pain,pain,ketoprofen (topical)
ketoconazole (tablet),infections,infection,infections,ketoconazole (tablet)
ketoconazole (cream),infections,infection,infections,ketoconazole (cream)
ketamine,skeletal,skeletal,skeletal,ketamine
kanamycin,infections,infection,infections,kanamycin
ispaghula husk + ispaghula seed + tinnevelly senna pods,consti,consti,consti,ispaghula husk + ispaghula seed + tinnevelly senna pods
ispaghula [psyllium] husk,constipation,constipation,constipation,ispaghula [psyllium] husk
lanthanum carbonate,renal disease,kidney disease,renal disease,lanthanum carbonate
lansoprazole,ulcer,ulcer,ulcer,lansoprazole
lamivudine + zidovudine,infection,infection,infection,lamivudine + zidovudine
lamivudine [for chronic hepatitis b],hepatitis b,hepatitis,hepatitis b,lamivudine [for chronic hepatitis b]
lamivudine [for chronic hepatitis b],inflammation,inflammation,inflammation,lamivudine [for chronic hepatitis b]
lactobacillus rhamnosus gg,lactobacillus,lactobacillus,lactobacillus,lactobacillus rhamnosus gg
lactobacillus rhamnosus gg,bowel problems,bowel function,bowel problems,lactobacillus rhamnosus gg
lactitol monohydrate,encephalopathy,encephalopathy,encephalopathy,lactitol monohydrate
lactase,lactose,lactose,lactose,lactase
levocarnitine,chronic fatigue syndrome,nausea,chronic fatigue syndrome,levocarnitine
levocarnitine,heart diseases,heart diseases,heart diseases,levocarnitine
levobunolol,glaucoma,glaucoma,glaucoma,levobunolol
lercanidipine hydrochloride,hypertension,hypertension,hypertension,lercanidipine hydrochloride
latanoprost,glaucoma,glaucoma,glaucoma,latanoprost
larotrectinib,solid tumors,tumor,solid tumors,larotrectinib
linagliptin,diabetes mellitus,diabetes,diabetes mellitus,linagliptin
lifitegrast,lifitegrast,lifitegrast,lifitegrast,lifitegrast
levofloxacin hemihydrate,infections,infection,infections,levofloxacin hemihydrate
levofloxacin (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis,levofloxacin (ophthalmic)
levodopa + carbidopa (fc tablet),motor recovery,motor recovery,motor recovery,levodopa + carbidopa (fc tablet)
loteprednol etabonate,inflammation,inflammation,inflammation,loteprednol etabonate
lorazepam,anxiety,anxiety,anxiety states,lorazepam
loperamide hydrochloride,diarrhoea,diarrhoea,diarrhoea,loperamide hydrochloride
loperamide hydrochloride,cramps,cramps,cramps,loperamide hydrochloride
lomefloxacin (oral),infections,infection,infections,lomefloxacin (oral)
lomefloxacin (ophthalmic),infections,infection,infections,lomefloxacin (ophthalmic)
liraglutide,weight - related comorbid condition,weight - related comorbid condition,weight - related comorbid condition,liraglutide
measles and rubella,rubella,rubella,rubella,measles and rubella
magnesium sulfate heptahydrate,convulsion,convulsion,convulsion,magnesium sulfate heptahydrate
magnesium oxide,magnesium defciency,magnesium defciency,magnesium defciency,magnesium oxide
magnesium hydroxide + liquid paraffin,constipation,constipation,constipation,magnesium hydroxide + liquid paraffin
magnesium hydroxide + liquid paraffin,cholecystitis,cholecystitis,cholecystitis,magnesium hydroxide + liquid paraffin
magnesium hydroxide + liquid paraffin,hernia,hernia,hernia,magnesium hydroxide + liquid paraffin
magnesium hydroxide,nausea,nausea,nausea,magnesium hydroxide
magaldrate,hyperac,hyperac,hyperac,magaldrate
magaldrate,peptic ulcer,ulcer,peptic ulcer,magaldrate
lynestrenol,poly,poly,poly,lynestrenol
lymecycline,sinus,sinus,sinus,lymecycline
lurasidone hydrochloride,depressive,depressive,depressive,lurasidone hydrochloride
lurasidone hydrochloride,episodes,episodes,episodes,lurasidone hydrochloride
lurasidone hydrochloride,bipolar disorder,bipolar disorder,bipolar disorder,lurasidone hydrochloride
lubiprostone,lubiprostone,lubiprostone,lubiprostone,lubiprostone
mepyramine maleate,sting,sting,sting,mepyramine maleate
mepyramine maleate,rash,rash,rash,mepyramine maleate
menthol + pramoxine hydrochloride,rash,rash,rash,menthol + pramoxine hydrochloride
memantine hydrochloride,alzheimer ' s type,alzheimer ' s type,alzheimer ' s type,memantine hydrochloride
meloxicam,meloxicam,meloxicam,meloxicam,meloxicam
mefloquine,infections,infection,infections,mefloquine
mefenamic acid,fever,cold-cough-fever,fever,mefenamic acid
mefenamic acid,toothache,oral & dental,toothache,mefenamic acid
mefenamic acid,headache,headache,headache,mefenamic acid
mefenamic acid,migraine,migraine,migraine,mefenamic acid
meclizine hydrochloride,motion,temporary sickness,motion,meclizine hydrochloride
meclizine hydrochloride,vertigo,vertigo,vertigo,meclizine hydrochloride
mebhydrolin napadisylate,allergic,allergic,allergic,mebhydrolin napadisylate
methylprednisolone acetate,contact dermatitis,skin,contact dermatitis,methylprednisolone acetate
methylergonovine maleate,atony,atony,atony,methylergonovine maleate
methimazole,graves ' disease,graves ' disease,graves ' disease,methimazole
mesalazine [5-aminosalicylic acid],colitis,colitis,colitis,mesalazine [5-aminosalicylic acid]
meropenem trihydrate,pneumonia,pneumonia,pneumonia,meropenem trihydrate
meropenem trihydrate,infections,infection,infections,meropenem trihydrate
misoprostol,ulcer,ulcer,ulcer,misoprostol
mirabegron,mira,mira,mira,mirabegron
mirabegron,over,over,over,mirabegron
minoxidil,minoxidil,minoxidil,minoxidil,minoxidil
minocycline hydrochloride,infection,infection,infection,minocycline hydrochloride
miglitol,miglitol,miglitol,miglitol,miglitol
micronised diosmin + hesperidin,hemorrhoidal attacks,hemorrhoidal attacks,hemorrhoidal attacks,micronised diosmin + hesperidin
miconazole nitrate (oral gel),candidiasis,candidiasis,candidiasis,miconazole nitrate (oral gel)
metronidazole + neomycin sulphate + polymyxin b + nystatin,infections,infection,infections,metronidazole + neomycin sulphate + polymyxin b + nystatin
metronidazole + miconazole nitrate,candidiasis,candidiasis,candidiasis,metronidazole + miconazole nitrate
metronidazole,amoebiasis,amoebiasis,amoebiasis,metronidazole
multivitamin [adult preparation],vitamin deficiencies,vitamin,vitamin deficiencies,multivitamin [adult preparation]
mucopolysaccharide polysulphate + salicylic acid,anti - inflammatory,inflammation,anti - inflammatory,mucopolysaccharide polysulphate + salicylic acid
moxonidine,high blood,high blood,high blood,moxonidine
moxifloxacin hydrochloride + xanthan gum,bacterial,bacterial,bacterial,moxifloxacin hydrochloride + xanthan gum
moxifloxacin hydrochloride + xanthan gum,conjunctivitis,conjunctivitis,conjunctivitis,moxifloxacin hydrochloride + xanthan gum
moxifloxacin hydrochloride (tablet),bacterial sinusitis,bacterial,bacterial sinusitis,moxifloxacin hydrochloride (tablet)
moxifloxacin hydrochloride (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis,moxifloxacin hydrochloride (ophthalmic)
moxifloxacin hydrochloride (injection),infections,infection,infections,moxifloxacin hydrochloride (injection)
montelukast sodium,asthma,asthma,asthma,montelukast sodium
monosemicarbazone adrenochrome,bleeding,bleeding,bleeding,monosemicarbazone adrenochrome
mycophenolate mofetil,lupus nephritis,lupus,lupus nephritis,mycophenolate mofetil
multivitamin & multimineral [a-z silver preparation],mineral deficiencies,mineral deficiencies,mineral deficiencies,multivitamin & multimineral [a-z silver preparation]
multivitamin & multimineral [a-z juniors syrup preparation],vitamin and minerals,vitamin,vitamin and minerals,multivitamin & multimineral [a-z juniors syrup preparation]
nelfinavir,infection,infection,infection,nelfinavir
nefopam hydrochloride,pain,pain,pain,nefopam hydrochloride
nebivolol + hydrochlorothiazide,hypertension,hypertension,hypertension,nebivolol + hydrochlorothiazide
naphazoline + pheniramine,conjunctivitis,conjunctivitis,conjunctivitis,naphazoline + pheniramine
naloxone hydrochloride,overdosage,overdosage,overdosage,naloxone hydrochloride
nalidixic acid,nalidixic,nalidixic,nalidixic,nalidixic acid
nalidixic acid,acid,acid,acid,nalidixic acid
nalidixic acid,infection,infection,infection,nalidixic acid
naftidrofuryl oxalate,peripheral vascular disorders,peripheral vascular disorders,peripheral vascular disorders,naftidrofuryl oxalate
nab-paclitaxel [nanoparticle albumin-bound paclitaxel],lung cancer,lymphoma,lung cancer,nab-paclitaxel [nanoparticle albumin-bound paclitaxel]
nintedanib,cancer,lymphoma,cancer,nintedanib
nimesulide,extra - articular disorders,extra - articular disorders,extra - articular disorders,nimesulide
nilotinib,renal cell carcinoma,kidney disease,renal cell carcinoma,nilotinib
nifedipine,renal hypertension,kidney disease,renal hypertension,nifedipine
netarsudil dimesylate,glaucoma,glaucoma,glaucoma,netarsudil dimesylate
netarsudil dimesylate,ocular hypertension,hypertension,ocular hypertension,netarsudil dimesylate
neomycin sulfate + bacitracin zinc + polymyxin b sulfate (ophthalmic),infections,infection,infections,neomycin sulfate + bacitracin zinc + polymyxin b sulfate (ophthalmic)
nystatin (oral),candidiasis,candidiasis,candidiasis,nystatin (oral)
norethisterone acetate,metro,metro,metro,norethisterone acetate
norethisterone acetate,hemorrhagic,hemorrhagic,hemorrhagic,norethisterone acetate
norepinephrine,cardiac arrest,cardiac arrest,cardiac arrest,norepinephrine
nitroglycerin (sublingual spray),attack,attack,attack,nitroglycerin (sublingual spray)
nitroglycerin (sublingual spray),prop,prop,prop,nitroglycerin (sublingual spray)
nitroglycerin (iv infusion),hypertension,hypertension,hypertension,nitroglycerin (iv infusion)
nitrofurazone,infectious conditions,infectious conditions,infectious conditions,nitrofurazone
nitrofurantoin,infections,infection,infections,nitrofurantoin
nitazoxanide,diarrhoea,diarrhoea,diarrhoea,nitazoxanide
oral rehydration salt [powder],age groups,age groups,age groups,oral rehydration salt [powder]
oral rehydration salt [flavored],diarrhoea,diarrhoea,diarrhoea,oral rehydration salt [flavored]
oral polio vaccine,poliomyelitis,poliomyelitis,poliomyelitis,oral polio vaccine
omeprazole (mups tablet),ulcer,ulcer,ulcer,omeprazole (mups tablet)
omeprazole,ulcer,ulcer,ulcer,omeprazole
olopatadine hydrochloride (ophthalmic),itching,itching,itching,olopatadine hydrochloride (ophthalmic)
olopatadine hydrochloride (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis,olopatadine hydrochloride (ophthalmic)
olaparib,breast cancer,lymphoma,breast cancer,olaparib
olanzapine,psychotic features,psychotic features,psychotic features,olanzapine
ofloxacin + clotrimazole + beclomethasone + lidocaine,infections,infection,infections,ofloxacin + clotrimazole + beclomethasone + lidocaine
ofloxacin (oral & injection),infections,infection,infections,ofloxacin (oral & injection)
ofloxacin (ophthalmic),infections,infection,infections,ofloxacin (ophthalmic)
octreotide acetate,carcinoid tumors,tumor,carcinoid tumors,octreotide acetate
oxytetracycline + polymixin b sulphate,ocular,ocular,ocular,oxytetracycline + polymixin b sulphate
oxytetracycline + polymixin b sulphate,infections,infection,infections,oxytetracycline + polymixin b sulphate
oxytetracycline,infections,infection,infections,oxytetracycline
oxyphencyclimine hydrochloride,peptic ulcer,ulcer,peptic ulcer,oxyphencyclimine hydrochloride
oxymetazoline hydrochloride (cream),rosacea,skin,rosacea,oxymetazoline hydrochloride (cream)
oxybuprocaine hydrochloride,numb,numb,numb,oxybuprocaine hydrochloride
oxiconazole nitrate,infections,infection,infections,oxiconazole nitrate
oxaprozin,symptoms,symptoms,symptoms,oxaprozin
oxaliplatin,colon cancer,lymphoma,colon cancer,oxaliplatin
ornidazole,infections,infection,infections,ornidazole
orlistat,obesity,obesity,obesity,orlistat
pefloxacin mesylate dihydrate,septicemia,septicemia,septicemia,pefloxacin mesylate dihydrate
parecoxib,pain,pain,pain,parecoxib
paracetamol+tramadolhydrochloride,pain,pain,pain,paracetamol+tramadolhydrochloride
paracetamol + caffeine,headache,headache,headache,paracetamol + caffeine
paracetamol (iv infusion),pain,pain,pain,paracetamol (iv infusion)
pantoprazole sodium sesquihydrate,acid secretion,acid secretion,acid secretion,pantoprazole sodium sesquihydrate
