generic_name,cases,head,singular_case
prasarani sandhan,rheumatoid arthritis,arthritis,rheumatoid arthritis
beclometasone dipropionate + formoterol fumarate,asthma,asthma,asthma
azithromycin dihydrate (ophthalmic),bacterial conjunctivitis,bacterial conjunctivitis,bacterial conjunctivitis
yohimbine hydrochloride,erectile dysfunction,erectile dysfunction,erectile dysfunction
valerian root,insomnia,insomnia,insomnia
betamethasone + clotrimazole + gentamicin,corticosteroid,corticosteroid,corticosteroid
brinzolamide + timolol,monotherapy,monotherapy,monotherapy
bisoprolol fumarate + hydrochlorothiazide,hypertension,hypertension,hypertension
nux-vomica + black pepper + long pepper,rheumatoid arthritis,arthritis,rheumatoid arthritis
habb-e-nishat,erectile dysfunction,erectile dysfunction,erectile dysfunction
candesartan cilexetil + hydrochlorothiazide,hypertension,hypertension,hypertension
canagliflozin hemihydrate,diabetes mellitus,diabetes,diabetes mellitus
cefpodoxime proxetil + clavulanic acid,infections,infection,infections
cefotaxime,infections,infection,infections
cefazolin sodium,infections,infection,infections
carboxymethylcellulose sodium + glycerin,sterile eye drops,sterile eye drops,sterile eye drops
adapalene,acne vulgaris,acne vulgaris,acne vulgaris
cetirizine hydrochloride,asthma,asthma,asthma
ciclesonide (inhalation aerosol),asthma,asthma,asthma
chlorhexidine gluconate + isopropyl alcohol,pre-operative surgical hand disinfection,infection,pre-operative surgical hand disinfection
clobetasone butyrate,eczema and dermatitis,dermatitis,eczema and dermatitis
clindamycin + tretinoin,acne vulgaris,acne vulgaris,acne vulgaris
dexamethasone + tobramycin,corticosteroid,corticosteroid,corticosteroid
desoximetasone,corticosteroid,corticosteroid,corticosteroid
dulaglutide,diabetes mellitus,diabetes,diabetes mellitus
doxycycline hydrochloride,infections,infection,infections
empagliflozin,diabetes mellitus,diabetes,diabetes mellitus
ertugliflozin,diabetes mellitus,diabetes,diabetes mellitus
ethyl alcohol + hydrogen peroxide + glycerol,pre-operative surgical hand disinfection,infection,pre-operative surgical hand disinfection
fluocinolone acetonide,eczema and dermatitis,dermatitis,eczema and dermatitis
fluocinolone acetonide + neomycin sulfate,eczema and dermatitis,dermatitis,eczema and dermatitis
formoterol fumarate + glycopyrrolate + budesonide,asthma,asthma,asthma
follicle stimulating hormone [urofollitropin],hcg,hcg,hcg
gatifloxacin + dexamethasone,sterile eye drops,sterile eye drops,sterile eye drops
gatifloxacin (oral),infections,infection,infections
gatifloxacin (ophthalmic),bacterial conjunctivitis,bacterial conjunctivitis,bacterial conjunctivitis
glucose 19% + vamin 18 novum + intralipid 20%,parenteral nutrition,parenteral nutrition,parenteral nutrition
glucose 11% + vamin 18 novum + intralipid 20%,parenteral nutrition,parenteral nutrition,parenteral nutrition
human milk based amino acid,parenteral nutrition,parenteral nutrition,parenteral nutrition
human menopausal gonadotrophin,hcg,hcg,hcg
homatropine hydrobromide,sterile eye drops,sterile eye drops,sterile eye drops
indomethacin (oral),rheumatoid arthritis,arthritis,rheumatoid arthritis
indapamide + perindopril arginine,essential hypertension,essential hypertension,essential hypertension
ipratropium bromide (inhaler),asthma,asthma,asthma
insulin human [rdna] + isophane insulin human,diabetes insipidus,diabetes,diabetes insipidus
insulin human [long-acting],diabetes insipidus,diabetes,diabetes insipidus
insulin human [fast-acting],diabetes insipidus,diabetes,diabetes insipidus
isopropyl alcohol,pre-operative surgical hand disinfection,infection,pre-operative surgical hand disinfection
ketotifen fumarate (ophthalmic),allergic conjunctivitis,allergic,allergic conjunctivitis
ketoconazole (shampoo),infections,infection,infections
ispaghula husk + ispaghula seed + tinnevelly senna pods,constipation,constipation,constipation
labetalol hydrochloride (injection),hypertension,hypertension,hypertension
levofloxacin (ophthalmic),bacterial conjunctivitis,bacterial conjunctivitis,bacterial conjunctivitis
losartan potassium + hydrochlorothiazide,hypertension,hypertension,hypertension
lornoxicam,rheumatoid arthritis,arthritis,rheumatoid arthritis
lorlatinib,monotherapy,monotherapy,monotherapy
menaquinone-7,rheumatoid arthritis,arthritis,rheumatoid arthritis
meloxicam,"osteoarthritis, rheumatoid arthritis",arthritis,"osteoarthritis, rheumatoid arthritis"
moxifloxacin hydrochloride + xanthan gum,bacterial conjunctivitis,bacterial conjunctivitis,bacterial conjunctivitis
moxifloxacin hydrochloride (ophthalmic),bacterial conjunctivitis,bacterial conjunctivitis,bacterial conjunctivitis
nebivolol + hydrochlorothiazide,essential hypertension,essential hypertension,essential hypertension
naphazoline + pheniramine,allergic conjunctivitis,allergic,allergic conjunctivitis
pemirolast potassium,allergic conjunctivitis,allergic,allergic conjunctivitis
pioglitazone,monotherapy,monotherapy,monotherapy
polyethylene glycol + propylene glycol,sterile eye drops,sterile eye drops,sterile eye drops
primaquine phosphate,malaria,malaria,malaria
recombinant follicle stimulating hormone (rfsh),hcg,hcg,hcg
racepinephrine,asthma,asthma,asthma
salbutamol,asthma,asthma,asthma
sildenafil citrate,erectile dysfunction,erectile dysfunction,erectile dysfunction
semaglutide (tablet),diabetes mellitus,diabetes,diabetes mellitus
sodium picosulfate,constipation,constipation,constipation
sulphadoxine + pyrimethamine,malaria,malaria,malaria
theophylline,asthma,asthma,asthma
tetracycline hydrochloride (ophthalmic),bacterial conjunctivitis,bacterial conjunctivitis,bacterial conjunctivitis
torasemide,hypertension,hypertension,hypertension
trifluridine,sterile eye drops,sterile eye drops,sterile eye drops
tretinoin (topical),acne vulgaris,acne vulgaris,acne vulgaris
valsartan + hydrochlorothiazide,hypertension,hypertension,hypertension
undenatured type ii collagen + glucosamine sulfate + chondroitin sulfate,"osteoarthritis, rheumatoid arthritis",arthritis,"osteoarthritis, rheumatoid arthritis"
vildagliptin,monotherapy,monotherapy,monotherapy
vilanterol trifenatate + fluticasone furoate,asthma,asthma,asthma
vilanterol + umeclidinium + fluticasone furoate,asthma,asthma,asthma
acyclovir (ophthalmic),simplex keratitis,simplex keratitis,simplex keratitis
activated charcoal,activated charcoal poisoning,activated charcoal poisoning,activated charcoal poisoning
aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,chronic obstructive pulmonary disease
acetylcysteine,clinical,clinical,clinical
acemetacin,joint disorders,joint disorders,joint disorders
aceclofenac,rheumatoid arthritis,arthritis,rheumatoid arthritis
"bandish [oak galls, tannic acid]",dysentery,dysentery,dysentery
aushokarist [saraca indica],bleeding,bleeding,bleeding
aswagandharista,nervous debility,nervous debility,nervous debility
ashokarista,ashok,ashok,ashok
aravindasav,malnutrition,malnutrition,malnutrition
aravindasav,immune deficiency,immune deficiency,immune deficiency
antacid [unani],ulcer,ulcer,ulcer
aniseed + indian dill + black cardamom + peppermint,digestive disorders,digestive disorders,digestive disorders
andrographis paniculata,andrographis paniculata,andrographis paniculata,andrographis paniculata
andrographis paniculata,viral fever,viral fever,viral fever
andrographis paniculata,cold,cold,cold
andrographis paniculata,sinusitis,sinusitis,sinusitis
andrographis paniculata,infection,infection,infection
andrographis paniculata,viral hepatitis,viral hepatitis,viral hepatitis
alfuzosin hydrochloride,hyperplasia,hyperplasia,hyperplasia
agomelatine,major depressive disorder,major depressive disorder,major depressive disorder
aflibercept,colorectal cancer,cancer,colorectal cancer
adsorbed tetanus vaccine,tetanus infection,infection,tetanus infection
adrenaline,allergic,allergic,allergic
dasamularista,spermatorrhoe,spermatorrhoe,spermatorrhoe
curcuminoids [curcuma longa],arthritis,arthritis,arthritis
cranberry [vaccinium macrocarpon],infection,infection,infection
coenzyme q10 [ubidecarenone],mitochondrial disorders,mitochondrial disorders,mitochondrial disorders
chirata [swertia chirata],worms,worms,worms
chebulic myrobalan + barberry,flatulence,flatulence,flatulence
carica papaya leaf extract,papaya,papaya,papaya
camphor + thymol + menthol + eucalyptus oil,tooth,tooth,tooth
camphor + thymol + menthol + eucalyptus oil,burns,burns,burns
buzuri,hepatitis,hepatitis,hepatitis
brahmi rasayan,rasayan memory deficiency,rasayan memory deficiency,rasayan memory deficiency
brahmi rasayan,impaired,impaired,impaired
amikacin,septicemia,septicemia,septicemia
ambroxol hydrochloride,cough,cough,cough
ambrisentan,pulmonary arterial hypertension,pulmonary arterial hypertension,pulmonary arterial hypertension
amantadine hydrochloride,parkinsonism,parkinsonism,parkinsonism
alverine citrate,citrate irritable bowel syndrome,citrate irritable bowel syndrome,citrate irritable bowel syndrome
aluminium chloride + melaleuca alternifolia oil + geothermal water,alter,alter,alter
alteplase,embolism,embolism,embolism
ginkgo biloba,ginkgo biloba,ginkgo biloba,ginkgo biloba
ginkgo biloba,sexual dysfunction,sexual dysfunction,sexual dysfunction
garlitab,diabetes,diabetes,diabetes
garlitab,rheumatoid arthritis,arthritis,rheumatoid arthritis
garlitab,infection,infection,infection
garlic oil,hypertension,hypertension,hypertension
flaxseed oil [linum usitatissimum],consti,consti,consti
fermented soy [lactobacillus delbrueckii],ulcer,ulcer,ulcer
evening primrose oil,premenstrual syndrome,premenstrual syndrome,premenstrual syndrome
evening primrose oil,symptoms,symptoms,symptoms
espand,sperm,sperm,sperm
emblica officinalis + piper longum,officinalis,officinalis,officinalis
emblica officinalis + piper longum,tuberculosis,tuberculosis,tuberculosis
emblica officinalis + piper longum,asthma,asthma,asthma
emblica officinalis + piper longum,bronchitis,bronchitis,bronchitis
emblic myrobalan + sesame,dandr,dandr,dandr
emblic myrobalan + chebulic + belleric,indigestion,indigestion,indigestion
emblic myrobalan + chebulic + belleric,diabetes,diabetes,diabetes
ejaz,cough,cough,cough
echinacea,echinacea,echinacea,echinacea
echinacea,infections,infection,infections
amlodipine besilate + valsartan,hypertension,hypertension,hypertension
amlodipine besilate + benazepril hydrochloride,hypertension,hypertension,hypertension
amlodipine besilate,hypertension,hypertension,hypertension
amitriptyline hydrochloride + chlordiazepoxide,depression,depression,depression
amitriptyline hydrochloride + chlordiazepoxide,anxiety,anxiety,anxiety
kabid nawshadri,weakness,weakness,weakness
kabid nawshadri,hepatitis,hepatitis,hepatitis
jirakaddarista,digest,digest,digest
jinsin,anaemia,anaemia,anaemia
jinsin,immunodeficiency,immunodeficiency,immunodeficiency
jeerakaddarishta carminative,reactive arthritis,arthritis,reactive arthritis
jamani arka,dyspepsia,dyspepsia,dyspepsia
"jadwar [denudatum, saffron, henbane]",cold,cold,cold
"jadwar [denudatum, saffron, henbane]",cough,cough,cough
hingastak churna,peptic,peptic,peptic
hingastak churna,ulcer,ulcer,ulcer
herbal multivitamin,anaemia,anaemia,anaemia
herbal gastric preparation,hyperacidity,hyperacidity,hyperacidity
herbal cough syrup [vasakarista],cough,cough,cough
herbal cough syrup [vasakarista],smokers,smokers,smokers
herbal cough syrup [vasakarista],hoarseness,hoarseness,hoarseness
artemether + lumefantrine,malaria,malaria,malaria
artemether + lumefantrine,infections,infection,infections
aripiprazole,schizoaffective disorder,schizoaffective disorder,schizoaffective disorder
aprepitant,nausea,nausea,nausea
aprepitant,vomiting,vomiting,vomiting
apremilast,apremi,apremi,apremi
apremilast,plaque,plaque,plaque
apixaban,atrial fibrillation,atrial fibrillation,atrial fibrillation
antihemophilic factor [factor viii],anti,anti,anti
nabayas louha herbal haematinic,anemia,anemia,anemia
monjistha [rubia cordifolia],oligomenorrhea,oligomenorrhea,oligomenorrhea
menthol + camphor + methyl salicylate + oleoresin capsicum,pain,pain,pain
menthol + camphor + methyl salicylate + oleoresin capsicum,strains,strains,strains
marwareedi,general de,general de,general de
marwareedi,nervous debility,nervous debility,nervous debility
marham kharish,in - scabies,in - scabies,in - scabies
marham kharish,pustular piles,pustular piles,pustular piles
malus sylvestris,malus sylvestris,malus sylvestris,malus sylvestris
mahadrakkharist [grape extract],pulmonary tuberculosis,pulmonary tuberculosis,pulmonary tuberculosis
lutein + zeaxanthin,cataracts,cataracts,cataracts
lutein + zeaxanthin,retinitis pigmentosa,retinitis pigmentosa,retinitis pigmentosa
liquorice + cascara sagrada + belladona,spermatorrhoea,spermatorrhoea,spermatorrhoea
liquorice + cascara sagrada + belladona,micturations,micturations,micturations
liquorice + cascara sagrada + belladona,emission,emission,emission
liquorice + cascara sagrada + belladona,enuresis,enuresis,enuresis
azelaic acid,acne vulgaris,acne vulgaris,acne vulgaris
atropine sulfate,bowel syndrome,bowel syndrome,bowel syndrome
atomoxetine hydrochloride,attention deficit hyperactivity disorder,attention deficit hyperactivity disorder,attention deficit hyperactivity disorder
atenolol,angina pectoris,angina pectoris,angina pectoris
pumpkin [cucurbita pepo],hyperplasia,hyperplasia,hyperplasia
psyllium [ispaghula husk] + senna extract,hemorrhoids,hemorrhoids,hemorrhoids
probiotic combination [4 billion],diarrhea,diarrhea,diarrhea
probiotic combination [2.3 billion],infection,infection,infection
peppermint oil,irritable,irritable,irritable
peppermint oil,bowel syndrome,bowel syndrome,bowel syndrome
penitab,loss,loss,loss
penitab,memory,memory,memory
penitab,dementia,dementia,dementia
pechish,pechish,pechish,pechish
patrangasav,pain,pain,pain
beclomethasone dipropionate + chloramphenicol + clotrimazole + lidocaine,pain,pain,pain
baloxavir marboxil,influenza,influenza,influenza
baclofen,spasticity,spasticity,spasticity
bacillus clausii spores,diarrhoea,diarrhoea,diarrhoea
aztreonam,aztreonam,aztreonam,aztreonam
aztreonam,infections,infection,infections
azithromycin dihydrate (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
st. johns wort,depression,depression,depression
st. johns wort,affective disorder,affective disorder,affective disorder
silymarin [milk thistle],liver disease,liver disease,liver disease
sharbat amla,vitamin,vitamin,vitamin
sharbat amla,deficiency diseases,deficiency diseases,deficiency diseases
saw palmetto (500 mg),urination problems,urination problems,urination problems
saribadyarista,saribadyarista,saribadyarista,saribadyarista
saribadyarista,skin diseases,skin diseases,skin diseases
sanoon babla,gingivitis,gingivitis,gingivitis
sanoon babla,toothache,toothache,toothache
sanjivani rasayan,stress,stress,stress
salep + coconut + poppy seeds + almond,general debility,general debility,general debility
salep + coconut + poppy seeds + almond,nervous debility,nervous debility,nervous debility
"salajeet [mineral pitch, red sage]",poly,poly,poly
"salajeet [mineral pitch, red sage]",leucorrhoea,leucorrhoea,leucorrhoea
saffron + sand lizard + nutmeg fruit,sexual debility,sexual debility,sexual debility
saffron + sand lizard + nutmeg fruit,loss,loss,loss
saffron + sand lizard + nutmeg fruit,premature ejaculation,premature ejaculation,premature ejaculation
saffron + sand lizard + nutmeg fruit,fatigue,fatigue,fatigue
betamethasone,asthma,asthma,asthma
betamethasone,allergic,allergic,allergic
betamethasone,rheumatoid arthritis,arthritis,rheumatoid arthritis
betahistine mesylate,vertigo,vertigo,vertigo
besifloxacin,infections,infection,infections
bepotastine besilate,besil,besil,besil
bepotastine besilate,allergic,allergic,allergic
bepotastine besilate,conjunctivitis,conjunctivitis,conjunctivitis
benzyl penicillin,pneumonia,pneumonia,pneumonia
benzyl benzoate,scabies,scabies,scabies
benzocaine + camphor + methanol + phenol,sore,sore,sore
benzocaine + camphor + methanol + phenol,toothache,toothache,toothache
benzocaine + camphor + methanol + phenol,canker sores,canker sores,canker sores
-sitosterol,cracked,cracked,cracked
yohimbine hydrochloride,hydrochloride erectile dysfunction,hydrochloride erectile dysfunction,hydrochloride erectile dysfunction
white damar + acacia + bole rubra,ulcer,ulcer,ulcer
tart cherry,hyperuricemia,arthritis,hyperuricemia
"suzark [chir pine, chickpea, pearl]",infection,infection,infection
suranjan,rheumatoid,rheumatoid,rheumatoid
suranjan,arthritis,arthritis,arthritis
benzocaine,injury,injury,injury
benzocaine,irritation,irritation,irritation
benzathine penicillin,infections,infection,infections
bimatoprost,ocular hypertension,ocular hypertension,ocular hypertension
bilastine,rhino - conjunctivitis,rhino - conjunctivitis,rhino - conjunctivitis
bicarbonate component [hco3 hemodialysis solution],renal failure,renal failure,renal failure
bevacizumab,color,color,color
betamethasone dipropionate,corticosteroid - responsive dermatoses,corticosteroid - responsive dermatoses,corticosteroid - responsive dermatoses
betamethasone + neomycin sulphate (e/e),otitis externa,otitis externa,otitis externa
betamethasone + gentamicin,infections,infection,infections
betamethasone + clotrimazole,infections,infection,infections
bempedoic acid,hypercholesterolemia,hypercholesterolemia,hypercholesterolemia
rhubarb + ginger,burn,burn,burn
rhubarb + ginger,pain,pain,pain
rhubarb + ginger,nausea,nausea,nausea
rehmin,leucorrhoea,leucorrhoea,leucorrhoea
rehmin,weakness,weakness,weakness
bromhexine hydrochloride,cough,cough,cough
bromelain + trypsin,edema,edema,edema
bromelain + trypsin,trauma,trauma,trauma
bromelain + trypsin,surgery,surgery,surgery
bromazepam,emotional disturbances,emotional disturbances,emotional disturbances
brimonidine tartrate + timolol maleate,glaucoma,glaucoma,glaucoma
brimonidine tartrate + timolol maleate,hypertension,hypertension,hypertension
brigatinib,lymphoma kinase,lymphoma kinase,lymphoma kinase
bortezomib,multiple,multiple,multiple
bleomycin sulfate,squamous cell carcinoma,squamous cell carcinoma,squamous cell carcinoma
bisoprolol hemifumarate,hypertensive crises,hypertensive crises,hypertensive crises
bismuth subsalicylate,upset,upset,upset
bismuth subsalicylate,heartburn,heartburn,heartburn
bismuth subsalicylate,nausea,nausea,nausea
nimbadi churna,skin diseases,skin diseases,skin diseases
neem,infections,infection,infections
aspirin,arterial,arterial,arterial
calcipotriol monohydrate,monohydra,monohydra,monohydra
calcipotriol monohydrate,plaque,plaque,plaque
calcipotriol monohydrate,vulgaris,vulgaris,vulgaris
caffeine citrate,apnea,apnea,apnea
caffeine citrate,prematurity,prematurity,prematurity
cabergoline,due to pituitary adenomas,due to pituitary adenomas,due to pituitary adenomas
cabazitaxel,cancer,cancer,cancer
butamirate citrate,cough,cough,cough
bumetanide,renal disease,renal disease,renal disease
bumetanide,neph,neph,neph
budesonide (tablet),colitis,colitis,colitis
budesonide (nebuliser suspension),asthma,asthma,asthma
budesonide (nasal spray),nasal polyps,nasal polyps,nasal polyps
licorice + yellow silk cotton + mastic tree,cotton,cotton,cotton
licorice + yellow silk cotton + mastic tree,ulcer,ulcer,ulcer
lavendar [lavendula stoechas],headache,headache,headache
kusta qalyee [calcined stannum],oligospermia,oligospermia,oligospermia
khakshi,fever,fever,fever
khakshi,influenza,influenza,influenza
ampicillin sodium,infections,infection,infections
calcium lactate gluconate + calcium carbonate + vitamin c,cold,cold,cold
calcium lactate,deficiencies,deficiencies,deficiencies
calcium carbonate + vitamin d3 + multimineral,multi,multi,multi
calcium carbonate + vitamin d3 + multimineral,state,state,state
calcium carbonate [elemental source] + vitamin d3,renal failure,renal failure,renal failure
calcium carbonate [eggshell source] + vitamin d3,rickets,rickets,rickets
calcium carbonate [algae source] + vitamin d3,vitamin d3 deficiency,vitamin d3 deficiency,vitamin d3 deficiency
calcium carbonate,renal failure,renal failure,renal failure
calcium acetate,end stage,end stage,end stage
calcium acetate,renal disease,renal disease,renal disease
herbal cough syrup [glycyrrhiza glabra],cough syrup,cough syrup,cough syrup
herbal cough syrup [glycyrrhiza glabra],cough,cough,cough
herbal cough syrup [adhatoda vasica],cough,cough,cough
guggul + barberry + chebulic myrobalan,haemorrhoid,haemorrhoid,haemorrhoid
amino acid keto analogues,chronic,chronic,chronic
amino acid keto analogues,kidney disease,kidney disease,kidney disease
carbonyl iron + folic acid + zinc sulfate,zinc deficiency,zinc deficiency,zinc deficiency
carbocisteine,bronch,bronch,bronch
carbocisteine,asthma,asthma,asthma
carbamazepine,- clonic,- clonic,- clonic
carbamazepine,seizure,seizure,seizure
capecitabine,colon cancer,cancer,colon cancer
candesartan cilexetil,heart failure,heart failure,heart failure
camphor + menthol + oil clove + oil eucalyptus + oil turpentine,headache,headache,headache
calcium polystyrene sulfonate,renal failure,renal failure,renal failure
calcium pantothenate,burning,burning,burning
calcium pantothenate,feet syndrome,feet syndrome,feet syndrome
dinar,hepatitis,hepatitis,hepatitis
devils cotton + ashoka bark + aswagandha,leucorrhoea,leucorrhoea,leucorrhoea
devils cotton + ashoka bark + aswagandha,metritis,metritis,metritis
devils cotton + ashoka bark + aswagandha,anaemia,anaemia,anaemia
date palm + betel nut + acacia,weakness,weakness,weakness
date palm + betel nut + acacia,leucorrhoea,leucorrhoea,leucorrhoea
alogliptin benzoate,diabetes mellitus,diabetes,diabetes mellitus
cefprozil,infections,infection,infections
cefpodoxime proxetil,infections,infection,infections
cefpirome sulphate,infections,infection,infections
cefoxitin,inflammatory disease,inflammatory disease,inflammatory disease
cefotaxime,cefo,cefo,cefo
cefoperazone sodium,infections,infection,infections
cefixime trihydrate,infections,infection,infections
cefepime hydrochloride,neut,neut,neut
cefditoren,infections,infection,infections
cefaclor monohydrate,infections,infection,infections
carmellose sodium,dry eye,dry eye,dry eye
carisoprodol,injuries,injuries,injuries
biotin,dermatitis,dermatitis,dermatitis
barsina,bars,bars,bars
adhatoda vasica + centella asiatica,cent,cent,cent
adhatoda vasica + centella asiatica,asiatic,asiatic,asiatic
aloe + black pepper + henbane,flatulence,flatulence,flatulence
aloe + black pepper + henbane,obesity,obesity,obesity
chloramphenicol + lidocaine hydrochloride,bacterial ear,bacterial ear,bacterial ear
chloramphenicol + lidocaine hydrochloride,infections,infection,infections
chloramphenicol (ophthalmic),infections,infection,infections
cetirizine hydrochloride (ophthalmic),itching,itching,itching
cetirizine hydrochloride (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
ceritinib,lung cancer,cancer,lung cancer
cephalexin,cephalexin,cephalexin,cephalexin
cephalexin,infections,infection,infections
cephradine,cephradine,cephradine,cephradine
cephradine,infections,infection,infections
celiprolol hydrochloride,high blood pressure,high blood pressure,high blood pressure
celecoxib,symptoms,symptoms,symptoms
cefuroxime axetil,infections,infection,infections
ceftriaxone sodium,infections,infection,infections
ceftibuten dihydrate,infections,infection,infections
ceftazidime pentahydrate,infections,infection,infections
almond + coconut + edible pine + salep,spermatorrhoea,spermatorrhoea,spermatorrhoea
almond + coconut + edible pine + salep,oligospermia,oligospermia,oligospermia
acacia + dates + asparagus + edible pine,sexual debility,sexual debility,sexual debility
abhayarista,bleeding piles,bleeding piles,bleeding piles
abiraterone acetate,prostate cancer,cancer,prostate cancer
ciclopirox olamine (nail lacquer),onychomycosis,onychomycosis,onychomycosis
ciclopirox olamine (cream),infections,infection,infections
cholera saline,cholera,cholera,cholera
chlorthalidone,heart failure,heart failure,heart failure
chlorpromazine hydrochloride,mania,mania,mania
chloroquine phosphate,malaria,malaria,malaria
chlorhexidine hydrochloride + nystatin,infections,infection,infections
chlorhexidine gluconate + cetrimide,wounds,wounds,wounds
chlorhexidine gluconate [7.1%],infection,infection,infection
chlorhexidine gluconate [0.2%],mentally or,mentally or,mentally or
chlorhexidine gluconate [0.2%],handicapped,handicapped,handicapped
citicoline sodium,cerebrovascular disease,cerebrovascular disease,cerebrovascular disease
citalopram hydrobromide,obsessive - compu,obsessive - compu,obsessive - compu
citalopram hydrobromide,social phobia,social phobia,social phobia
cisplatin,carcinoma,carcinoma,carcinoma
ciprofloxacin,urina,urina,urina
ciprofloxacin,tract,tract,tract
ciprofloxacin,inflammatory diseases,inflammatory diseases,inflammatory diseases
cinnarizine + dimenhydrinate,motion sickness,temporary sickness,motion sickness
cinnarizine,labyrinth,labyrinth,labyrinth
cinnarizine,arteriosclerosis,arteriosclerosis,arteriosclerosis
cinchocaine + hydrocortisone + framycetin + esculin,pain,pain,pain
cinchocaine + hydrocortisone + framycetin + esculin,discomfort,discomfort,discomfort
cinacalcet,kidney disease,kidney disease,kidney disease
cilnidipine,chronic kidney disease,chronic kidney disease,chronic kidney disease
ciclopirox olamine (shampoo),dermatitis,dermatitis,dermatitis
clopidogrel bisulphate,peripheral arterial disease,peripheral arterial disease,peripheral arterial disease
clopidogrel + aspirin,peripheral arterial disease,peripheral arterial disease,peripheral arterial disease
clonidine hydrochloride,cancer,cancer,cancer
clonidine hydrochloride,generalized anxiety disorder,generalized anxiety disorder,generalized anxiety disorder
clomipramine hydrochloride,obsessions,obsessions,obsessions
clomiphene citrate,ovulatory failure,ovulatory failure,ovulatory failure
clobetasol propionate (scalp preparation),dermatitis,dermatitis,dermatitis
clioquinol + flumetasone pivalate,inflammation,inflammation,inflammation
clioquinol + flumetasone pivalate,infections,infection,infections
clindamycin (lotion),infections,infection,infections
colistimethate sodium,infections,infection,infections
colecalciferol [vitamin d3],vitamin d3 deficiency,vitamin d3 deficiency,vitamin d3 deficiency
colchicine,colchicine,colchicine,colchicine
coagulation factor viia [eptacog alfa],bleeding,bleeding,bleeding
coagulation factor viia [eptacog alfa],haemophilia,haemophilia,haemophilia
clotrimazole (vaginal tablet),burning,burning,burning
clotrimazole (vaginal suppository),vaginitis,vaginitis,vaginitis
clotrimazole (ear drop),infections,infection,infections
dacomitinib,cancer,cancer,cancer
d-chiro-inositol,d - chi,d - chi,d - chi
d-chiro-inositol,- inositol polycystic ovary syndrome,- inositol polycystic ovary syndrome,- inositol polycystic ovary syndrome
cytarabine,leukaemic meningitis,leukaemic meningitis,leukaemic meningitis
cyanocobalamin,anemia,anemia,anemia
crotamiton,irritation,irritation,irritation
crizotinib,cancer,cancer,cancer
covid vaccine,corona virus,corona virus,corona virus
copper peptide + procapil + niacinamide + biotin + l-arginine,hair growth,hair growth,hair growth
degarelix acetate,prostate cancer,cancer,prostate cancer
deflazacort,hypersensitivity reactions,hypersensitivity reactions,hypersensitivity reactions
deferoxamine mesylate,intoxication,intoxication,intoxication
dasatinib,lymphoblastic leukemia,lymphoblastic leukemia,lymphoblastic leukemia
dapoxetine hydrochloride,premature ejaculation,premature ejaculation,premature ejaculation
dapagliflozin propanediol,diabetes mellitus,diabetes,diabetes mellitus
dextromethorphan + phenylephrine + triprolidine,trip,trip,trip
dextromethorphan + phenylephrine + triprolidine,upper respiratory allergies,allergic,upper respiratory allergies
dexpanthenol,diaper,diaper,diaper
dexpanthenol,rash,rash,rash
dexlansoprazole,esophagitis,esophagitis,esophagitis
dexibuprofen,osteoarthritis,arthritis,osteoarthritis
dexamethasone + chloramphenicol,inflammation,inflammation,inflammation
dexamethasone + chloramphenicol,infection,infection,infection
desogestrel,weak,weak,weak
desmopressin acetate,diabetes insipidus,diabetes,diabetes insipidus
difluprednate,inflammation,inflammation,inflammation
difluprednate,pain,pain,pain
diethylcarbamazine citrate,lympha,lympha,lympha
diethylcarbamazine citrate,filariasis,filariasis,filariasis
dienogest,dienogest endometriosis,dienogest endometriosis,dienogest endometriosis
dicycloverine hydrochloride,functional bowel,functional bowel,functional bowel
diclofenac sodium (ophthalmic),miosis,miosis,miosis
diclofenac potassium,infections,infection,infections
dextrose,of electro,of electro,of electro
dextromethorphan hydrobromide + guaifenesin,symptoms,symptoms,symptoms
dextromethorphan hydrobromide + guaifenesin,common cold,common cold,common cold
dextromethorphan hydrobromide,cough,cough,cough
donepezil hydrochloride,dementia,dementia,dementia
domperidone maleate,parkinson ' s disease,parkinson ' s disease,parkinson ' s disease
docusate sodium (ear drop),ear wax,ear wax,ear wax
dipyridamole,stroke,stroke,stroke
dipyridamole,ischaemic attack,ischaemic attack,ischaemic attack
"diphtheria, tetanus, pertussis, poliomyelitis vaccine",poliomyelitis,poliomyelitis,poliomyelitis
"diphtheria, tetanus, pertussis, poliomyelitis vaccine",vaccine,vaccine,vaccine
diphtheria + pertussis + tetanus [dpt],diphtheria,diphtheria,diphtheria
diphenhydramine + levomenthol,cough,cough,cough
diltiazem hydrochloride (sr tablet),angina pectoris,angina pectoris,angina pectoris
diltiazem hydrochloride (fc tablet),hypertension,hypertension,hypertension
eflornithine hydrochloride,involvement,involvement,involvement
efavirenz,hivrna,hivrna,hivrna
econazole nitrate,corp,corp,corp
ebastine,rhini,rhini,rhini
dydrogesterone,miscarriage,miscarriage,miscarriage
dutasteride,enlarged,enlarged,enlarged
doxylamine succinate,hypersensitivity reactions,hypersensitivity reactions,hypersensitivity reactions
eptifibatide,coronary syndrome,coronary syndrome,coronary syndrome
epirubicin hydrochloride,tumor,tumor,tumor
